niva,omrade,matchort,namn,namn_fold,parti,parti_abbr,organ,roll,roll_kategori,sida
kommun,Hallstahammar,Hallstahammar,Elisabeth Erngren,elisabeth erngren,Vänsterpartiet,V,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Hallstahammar,Hallstahammar,Kjell Ivemyr,kjell ivemyr,Socialdemokraterna,S,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Hallstahammar,Hallstahammar,Sigurd Synnergård,sigurd synnergard,Liberalerna,L,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Halmstad,Halmstad,Ella Kardemark,ella kardemark,Kristdemokraterna,KD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Halmstad,Halmstad,Simon Lindgren,simon lindgren,Moderata samlingspartiet,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Halmstad,Halmstad,Stefan Pålsson,stefan palsson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Halmstad,Halmstad,Houda Axelsson,houda axelsson,Moderata samlingspartiet,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Halmstad,Halmstad,Niclas Bexelius,niclas bexelius,Liberalerna,L,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Halmstad,Halmstad,Tord Johansson,tord johansson,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Halmstad,Halmstad,Alexandra Olsen Olander,alexandra olsen olander,Sverigedemokraterna,SD,Barn- och ungdomsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Halmstad,Halmstad,Dag Hultefors,dag hultefors,Moderata samlingspartiet,M,Barn- och ungdomsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Halmstad,Halmstad,Magnus Rindom,magnus rindom,Socialdemokraterna,S,Barn- och ungdomsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Hammarö,Hammarö,Bosse Henriksson,bosse henriksson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hammarö,Hammarö,Solweig Gard,solweig gard,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hammarö,Hammarö,Svante Nylund,svante nylund,Vänsterpartiet,V,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Hammarö,Hammarö,Marianne Ohlsson,marianne ohlsson,Centerpartiet,C,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Hammarö,Hammarö,Peter Berglund,peter berglund,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hammarö,Hammarö,Petra Weström,petra westrom,Kristdemokraterna,KD,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Haninge,Haninge,Sven Gustafsson,sven gustafsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Haninge,Haninge,Jens Davidson,jens davidson,Kristdemokraterna,KD,Äldrenämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Haninge,Haninge,Sedat Dogru,sedat dogru,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Haninge,Haninge,Adam Simonsson,adam simonsson,Liberalerna,L,Gymnasie- och arbetsmarknadsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Haninge,Haninge,Pernilla Kjellin,pernilla kjellin,Moderaterna,M,Barn- och förskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Haninge,Haninge,Veronica Kohlerich,veronica kohlerich,Moderaterna,M,Grundskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Haparanda,Haparanda,Janne Lind,janne lind,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Haparanda,Haparanda,Peter Rolfs,peter rolfs,Sverigedemokraterna,SD,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Haparanda,Haparanda,Ann-Charlotte Bucht,ann-charlotte bucht,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Haparanda,Haparanda,Virpi Nilimaa,virpi nilimaa,Centerpartiet,C,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Haparanda,Haparanda,Lars-Erik Wikberg,lars-erik wikberg,Kristdemokraterna,KD,Barn- och ungdomsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Haparanda,Haparanda,Sven Tornberg,sven tornberg,Centerpartiet,C,Barn- och ungdomsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Heby,Heby,Bo Andersson,bo andersson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Heby,Heby,Göran Hillbom,goran hillbom,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Heby,Heby,Per Sverkersson,per sverkersson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Heby,Heby,Annika Krispinsson,annika krispinsson,Centerpartiet,C,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Heby,Heby,Florence Anvo,florence anvo,Kristdemokraterna,KD,Vård- och omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Heby,Heby,Lars Persson,lars persson,Socialdemokraterna,S,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Heby,Heby,Göran Hillbom,goran hillbom,Centerpartiet,C,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Heby,Heby,Rickert Olzon,rickert olzon,Moderaterna,M,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Heby,Heby,Rose-Marie Isaksson,rose-marie isaksson,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Hedemora,Hedemora,David Aura,david aura,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hedemora,Hedemora,Lennart Mångs,lennart mangs,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hedemora,Hedemora,Lillemor Gunnarsson,lillemor gunnarsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Hedemora,Hedemora,Anette Granegärd,anette granegard,Centerpartiet,C,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hedemora,Hedemora,Britt-Inger Remning,britt-inger remning,Moderaterna,M,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Hedemora,Hedemora,Kajsa-Lena Fagerström,kajsa-lena fagerstrom,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Helsingborg,Helsingborg,Christian Orsing,christian orsing,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Helsingborg,Helsingborg,Jan Björklund,jan bjorklund,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Helsingborg,Helsingborg,Lars Thunberg,lars thunberg,Kristdemokraterna,KD,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Helsingborg,Helsingborg,Mathilda Hjelm Espelund,mathilda hjelm espelund,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Helsingborg,Helsingborg,Mickey Magnusson,mickey magnusson,Socialdemokraterna,S,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Helsingborg,Helsingborg,My Rosell,my rosell,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Helsingborg,Helsingborg,Dubravka Trejling Nikolic,dubravka trejling nikolic,Liberalerna,L,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Helsingborg,Helsingborg,Maria Ward,maria ward,Socialdemokraterna,S,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Herrljunga,Herrljunga,Emma Blomdahl,emma blomdahl,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Herrljunga,Herrljunga,Gunnar Andersson,gunnar andersson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Herrljunga,Herrljunga,Mats Palm,mats palm,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Herrljunga,Herrljunga,Carina Fredriksen,carina fredriksen,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Herrljunga,Herrljunga,Carina Fredriksen,carina fredriksen,Socialdemokraterna,S,Socialnämndens myndighetsutskott,Ordförande,omsorg/vård,styre (trol.)
kommun,Herrljunga,Herrljunga,Magnus Lennartsson,magnus lennartsson,Sverigedemokraterna,SD,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Herrljunga,Herrljunga,Magnus Lennartsson,magnus lennartsson,Sverigedemokraterna,SD,Socialnämndens myndighetsutskott,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hjo,Hjo,Catrin Hulmarker,catrin hulmarker,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hjo,Hjo,Linnéa Hultmark,linnea hultmark,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Hjo,Hjo,Pierre Robert Rydén,pierre robert ryden,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hultsfred,Hultsfred,Anna Edvardsson,anna edvardsson,Centerpartiet,C,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Hultsfred,Hultsfred,Conny Daag,conny daag,Moderaterna,M,Socialnämnd,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hultsfred,Hultsfred,Jonny Bengtsson,jonny bengtsson,Socialdemokraterna,S,Socialnämnd,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Hultsfred,Hultsfred,Elisabeth Löfkvist,elisabeth lofkvist,Centerpartiet,C,Barn- och utbildningsnämnd,Förste vice ordförande,utbildning,styre (trol.)
kommun,Hultsfred,Hultsfred,Johan Svensson,johan svensson,Moderaterna,M,Barn- och utbildningsnämnd,Ordförande,utbildning,styre (trol.)
kommun,Hultsfred,Hultsfred,Mikael Lång,mikael lang,Socialdemokraterna,S,Barn- och utbildningsnämnd,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Hylte,Hylte,Birgitta Årzén,birgitta arzen,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Hylte,Hylte,Ronny Löfquist,ronny lofquist,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hylte,Hylte,Stina Isaksson,stina isaksson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hylte,Hylte,Magdalena Barkström,magdalena barkstrom,Centerpartiet,C,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Hylte,Hylte,Victoria Strand,victoria strand,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Hylte,Hylte,Zofia Sarna,zofia sarna,Socialdemokraterna,S,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hylte,Hylte,Leif Smith,leif smith,Socialdemokraterna,S,Barn- och ungdomsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Hylte,Hylte,Malin Svan,malin svan,Centerpartiet,C,Barn- och ungdomsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Hylte,Hylte,Per-Yngve Bengtsson,per-yngve bengtsson,Socialdemokraterna,S,Barn- och ungdomsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Hällefors,Hällefors,Cecilia Albertsson,cecilia albertsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hällefors,Hällefors,Håkan Bergström,hakan bergstrom,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hällefors,Hällefors,Lars-Göran Zetterlund,lars-goran zetterlund,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Härjedalen,Härjedalen,Anders Häggkvist,anders haggkvist,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Härjedalen,Härjedalen,Jeannette Ek,jeannette ek,Vänsterpartiet,V,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Härjedalen,Härjedalen,Lars-Gunnar Nordlander,lars-gunnar nordlander,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Härnösand,Härnösand,Elisabeth Strömquist,elisabeth stromquist,Socialdemokraterna,S,Socialnämnden 2023-2026,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Härnösand,Härnösand,Krister Mccarthy,krister mccarthy,Socialdemokraterna,S,Socialnämnden 2023-2026,Ordförande,omsorg/vård,styre (trol.)
kommun,Härnösand,Härnösand,Margareta Tjärnlund,margareta tjarnlund,Moderaterna,M,Socialnämnden 2023-2026,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Härnösand,Härnösand,Karin Andersson,karin andersson,Moderaterna,M,Skolnämnden 2023-2026,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Härnösand,Härnösand,May Andersson,may andersson,Socialdemokraterna,S,Skolnämnden 2023-2026,Förste vice ordförande,utbildning,styre (trol.)
kommun,Härnösand,Härnösand,Nina Skyttberg,nina skyttberg,Socialdemokraterna,S,Skolnämnden 2023-2026,Ordförande,utbildning,styre (trol.)
kommun,Härryda,Härryda,Mikael Johannison,mikael johannison,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Härryda,Härryda,Patrik Linde,patrik linde,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Härryda,Härryda,Per Vorberg,per vorberg,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Härryda,Härryda,Eva Karlsson,eva karlsson,Moderaterna,M,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Härryda,Härryda,Kajsa Lottasdotter,kajsa lottasdotter,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Härryda,Härryda,Maria Kornevik Jakobsson,maria kornevik jakobsson,Centerpartiet,C,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Hässleholm,Hässleholm,Hanna Nilsson,hanna nilsson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hässleholm,Hässleholm,Joakim Karlsson,joakim karlsson,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Hässleholm,Hässleholm,Lena Wallentheim,lena wallentheim,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hässleholm,Hässleholm,Emilie Ströberg,emilie stroberg,Sverigedemokraterna,SD,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Hässleholm,Hässleholm,Joachim Fors,joachim fors,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Hässleholm,Hässleholm,Jörgen K Nilsson,jorgen k nilsson,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hässleholm,Hässleholm,Lena Nilsson,lena nilsson,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Hässleholm,Hässleholm,Nilla Swärdén,nilla swarden,Moderaterna,M,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Hässleholm,Hässleholm,Susanne Lottsfeldt,susanne lottsfeldt,Sverigedemokraterna,SD,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Hässleholm,Hässleholm,Hanna Sjöstrand,hanna sjostrand,Sverigedemokraterna,SD,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Hässleholm,Hässleholm,Monica Ero,monica ero,Socialdemokraterna,S,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Hässleholm,Hässleholm,Stefan Larsson,stefan larsson,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Höganäs,Höganäs,Johan Ingvarson,johan ingvarson,Miljöpartiet,Miljöpartiet,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Höganäs,Höganäs,Lennart Nilsson,lennart nilsson,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Höganäs,Höganäs,Peter Schölander,peter scholander,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Höganäs,Höganäs,Maria Jönsson,maria jonsson,Miljöpartiet,Miljöpartiet,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Höganäs,Höganäs,Marie Tidedal,marie tidedal,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Höganäs,Höganäs,Peter Graff,peter graff,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Höganäs,Höganäs,Britt-Inger Hillhammar Ekberg,britt-inger hillhammar ekberg,Moderaterna,M,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Höganäs,Höganäs,Carola Persson,carola persson,Socialdemokraterna,S,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Höganäs,Höganäs,Pia Möller,pia moller,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Högsby,Högsby,Jonas Erlandsson,jonas erlandsson,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Högsby,Högsby,Lars Elmborg,lars elmborg,Kristdemokraterna,KD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Högsby,Högsby,Per Gröön,per groon,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hörby,Hörby,Anders Hansson,anders hansson,Sverigedemokraterna,SD,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Hörby,Hörby,Anders Larsson,anders larsson,-,-,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Hörby,Hörby,Lars-Göran Ritmer,lars-goran ritmer,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Höör,Höör,Johan Svahnberg,johan svahnberg,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Höör,Höör,Kent Staaf,kent staaf,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Höör,Höör,Magnus Haara,magnus haara,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Höör,Höör,Björn Lindqvist,bjorn lindqvist,Vänsterpartiet,V,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Höör,Höör,Margareta Johansson,margareta johansson,Kristdemokraterna,KD,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Höör,Höör,Oscar Wassbjer,oscar wassbjer,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Höör,Höör,Anna Ramberg,anna ramberg,Liberalerna,L,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Höör,Höör,Camilla Kampf,camilla kampf,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Höör,Höör,Cecilia Levander Kangas,cecilia levander kangas,Socialdemokraterna,S,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Jokkmokk,Jokkmokk,Henrik Blind,henrik blind,Miljöpartiet,Miljöpartiet,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Jokkmokk,Jokkmokk,Roland Boman,roland boman,Framtid i Jokkmokks kommun,Framtid i Jokkmokks kommun,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Jokkmokk,Jokkmokk,Eva Näslund,eva naslund,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Jokkmokk,Jokkmokk,Lars Mikkelsson,lars mikkelsson,Framtid i Jokkmokks kommun,Framtid i Jokkmokks kommun,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Jokkmokk,Jokkmokk,Per-Olof Hedström,per-olof hedstrom,Samernas Väl,Samernas Väl,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Jokkmokk,Jokkmokk,Sivert Mässing,sivert massing,Miljöpartiet,Miljöpartiet,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Järfälla,Järfälla,Emma Feldman,emma feldman,Moderaterna,M,Kommunstyrelsen,1:e vice ordförande,ledning,styre (trol.)
kommun,Järfälla,Järfälla,Eva Ullberg,eva ullberg,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Järfälla,Järfälla,Bengt Harju,bengt harju,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Järfälla,Järfälla,Dan Engstrand,dan engstrand,Moderaterna,M,Socialnämnden,1:e vice ordförande,omsorg/vård,styre (trol.)
kommun,Järfälla,Järfälla,Agneta Dahlgren,agneta dahlgren,Socialdemokraterna,S,Förskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Järfälla,Järfälla,Eva-Lotta Arenander,eva-lotta arenander,Socialdemokraterna,S,Utbildningsnämnden,1:e vice ordförande,utbildning,styre (trol.)
kommun,Järfälla,Järfälla,Mikaela Östh,mikaela osth,Moderaterna,M,Förskolenämnden,1:e vice ordförande,utbildning,styre (trol.)
kommun,Järfälla,Järfälla,Richard Lindforss,richard lindforss,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Kalix,Kalix,Mikael Engren,mikael engren,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Kalix,Kalix,Susanne Andersson,susanne andersson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Kalix,Kalix,Bertil Sundqvist,bertil sundqvist,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Kalix,Kalix,Inga-Lis Samuelsson,inga-lis samuelsson,Centerpartiet,C,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Kalix,Kalix,Torgny Olofsson,torgny olofsson,Socialdemokraterna,S,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Kalix,Kalix,Viktoria Wikström,viktoria wikstrom,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Kalmar,Kalmar,Hanne Lindqvist,hanne lindqvist,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Kalmar,Kalmar,Johan Persson,johan persson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Kalmar,Kalmar,Liselotte Sandell Ross,liselotte sandell ross,Vänsterpartiet,V,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Kalmar,Kalmar,Maria Persson-Engman,maria persson-engman,Vänsterpartiet,V,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Kalmar,Kalmar,Michael Ländin,michael landin,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Kalmar,Kalmar,Måns Linge,mans linge,Moderaterna,M,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Kalmar,Kalmar,Patrik Olsen,patrik olsen,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Kalmar,Kalmar,Richard Deichmann,richard deichmann,Vänsterpartiet,V,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Kalmar,Kalmar,Roger Holmberg,roger holmberg,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Kalmar,Kalmar,Bitte Gudmundsson,bitte gudmundsson,Vänsterpartiet,V,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Kalmar,Kalmar,Marie Simonsson,marie simonsson,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Kalmar,Kalmar,Susanne Eliasson,susanne eliasson,Moderaterna,M,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Karlsborg,Karlsborg,Jonas Davidsson,jonas davidsson,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Karlsborg,Karlsborg,Monica Staudinger,monica staudinger,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Karlsborg,Karlsborg,Torbjörn Colling,torbjorn colling,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Karlsborg,Karlsborg,Barbro Björklund,barbro bjorklund,Kristdemokraterna,KD,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Karlsborg,Karlsborg,Hilkka Eskelinen,hilkka eskelinen,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Karlsborg,Karlsborg,Monica Staudinger,monica staudinger,Centerpartiet,C,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Karlsborg,Karlsborg,Eva Birath,eva birath,Centerpartiet,C,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Karlsborg,Karlsborg,Staffan Myrsell,staffan myrsell,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Karlsborg,Karlsborg,Ulf Ahndersson,ulf ahndersson,Socialdemokraterna,S,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Karlskoga,Karlskoga,Ann-Catrin Örtkvist,ann-catrin ortkvist,Kristdemokraterna,KD,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Karlskoga,Karlskoga,Jonas Sandström,jonas sandstrom,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Karlskoga,Karlskoga,Tony Ring,tony ring,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Karlskoga,Karlskoga,Lena Jonsson Arndt,lena jonsson arndt,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
