niva,omrade,matchort,namn,namn_fold,parti,parti_abbr,organ,roll,roll_kategori,sida
kommun,Ale,Ale,Dennis Ljunggren,dennis ljunggren,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Ale,Ale,Henrik Fogelklou,henrik fogelklou,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Ale,Ale,Robert Jansson,robert jansson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Ale,Ale,Johnny Sundling,johnny sundling,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Ale,Ale,Lars Kopp,lars kopp,Moderaterna,M,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Ale,Ale,Tyrone Hansson Eklund,tyrone hansson eklund,Framtid i Ale,Framtid i Ale,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Ale,Ale,Anette Håkansson,anette hakansson,Socialdemokraterna,S,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Ale,Ale,Kristina Fogelklou,kristina fogelklou,Moderaterna,M,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Ale,Ale,Lena Camp,lena camp,Sverigedemokraterna,SD,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Alingsås,Alingsås,Anton César,anton cesar,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Alingsås,Alingsås,Jan-Erik Wallin,jan-erik wallin,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Alingsås,Alingsås,Birgit Börjesson,birgit borjesson,Socialdemokraterna,S,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Alingsås,Alingsås,Eva-Lotta Pamp,eva-lotta pamp,Moderaterna,M,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Alingsås,Alingsås,Kent Perciwall,kent perciwall,Kristdemokraterna,KD,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Alingsås,Alingsås,Leif Hansson,leif hansson,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Alingsås,Alingsås,Alexander Wikhall,alexander wikhall,Socialdemokraterna,S,Kultur- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Alingsås,Alingsås,Anne Gunnevik,anne gunnevik,Liberalerna,L,Kultur- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Alingsås,Alingsås,Camilla Stensson,camilla stensson,Socialdemokraterna,S,Barn- och ungdomsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Alingsås,Alingsås,Thomas Thim,thomas thim,Moderaterna,M,Barn- och ungdomsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Alvesta,Alvesta,Claudia Crowley Sörensson,claudia crowley sorensson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Alvesta,Alvesta,Per Ribacke,per ribacke,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Alvesta,Alvesta,Thomas Haraldsson,thomas haraldsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Alvesta,Alvesta,Helén Gustavsson,helen gustavsson,Moderaterna,M,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Alvesta,Alvesta,Josefine Ljungqvist,josefine ljungqvist,Kristdemokraterna,KD,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Alvesta,Alvesta,Lars-Olof Petersson,lars-olof petersson,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Alvesta,Alvesta,Frida Christensen,frida christensen,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Alvesta,Alvesta,Golnoush Lundén Faez,golnoush lunden faez,Centerpartiet,C,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Alvesta,Alvesta,Katarina Tuneskog,katarina tuneskog,Moderaterna,M,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Aneby,Aneby,Arijana Jazic,arijana jazic,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Aneby,Aneby,Beata Allen,beata allen,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Aneby,Aneby,Mats Hansson,mats hansson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Arvika,Arvika,Håkan Axelsson,hakan axelsson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Arvika,Arvika,Håkan Axelsson,hakan axelsson,Moderaterna,M,Oppositionsråd,Oppositionsråd,ledning,opposition
kommun,Arvika,Arvika,Jenny Boquist,jenny boquist,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Arvika,Arvika,Peter Söderström,peter soderstrom,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Arvika,Arvika,Börje Wahlund,borje wahlund,Moderaterna,M,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Arvika,Arvika,Henrik Axelsson,henrik axelsson,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Arvika,Arvika,Linda Hansen Grundel,linda hansen grundel,Vänsterpartiet,V,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Askersund,Askersund,Anna Green,anna green,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Askersund,Askersund,Caroline Dieker,caroline dieker,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Askersund,Askersund,Fredrik Wernheden,fredrik wernheden,Liberalerna,L,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Askersund,Askersund,Frida Ahnér,frida ahner,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Askersund,Askersund,Niina Iinatti,niina iinatti,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Askersund,Askersund,Ulrika Lindblad,ulrika lindblad,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Askersund,Askersund,Daniel Ohron,daniel ohron,Kristdemokraterna,KD,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Askersund,Askersund,Johanna Martin,johanna martin,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Askersund,Askersund,Ronny Larsson,ronny larsson,Socialdemokraterna,S,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Bengtsfors,Bengtsfors,Anders Sandén,anders sanden,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Bengtsfors,Bengtsfors,Per Eriksson,per eriksson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Bengtsfors,Bengtsfors,Stig Bertilsson,stig bertilsson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Berg,Berg,Anders Bromée,anders bromee,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Berg,Berg,Mia Eriksson,mia eriksson,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Berg,Berg,Therese Kärngard,therese karngard,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Berg,Berg,Annika Hagen,annika hagen,Moderaterna,M,Vård- och socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Berg,Berg,Helene Kindberg,helene kindberg,Centerpartiet,C,Vård- och socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Berg,Berg,Karin Sundin,karin sundin,Socialdemokraterna,S,Vård- och socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Berg,Berg,Annika Hagen,annika hagen,Moderaterna,M,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Berg,Berg,Maud Peeker,maud peeker,Centerpartiet,C,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Berg,Berg,Monica Hallquist,monica hallquist,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Bjurholm,Bjurholm,Gunilla Forsberg,gunilla forsberg,Kristdemokraterna,KD,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Bjurholm,Bjurholm,Martin Berglund,martin berglund,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Bjurholm,Bjurholm,Sven-Åke Boström,sven-ake bostrom,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Bjurholm,Bjurholm,Bengt Sundling,bengt sundling,Moderaterna,M,Kultur- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Bjurholm,Bjurholm,Linda Berglund,linda berglund,Socialdemokraterna,S,Kultur- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Bjurholm,Bjurholm,Monika Sandelin,monika sandelin,Sverigedemokraterna,SD,Kultur- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Bjuv,Bjuv,Baloo Engström,baloo engstrom,Sverigedemokraterna,SD,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Bjuv,Bjuv,Kenneth Bolinder,kenneth bolinder,Sverigedemokraterna,SD,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Bjuv,Bjuv,Ulrika Thulin,ulrika thulin,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Bjuv,Bjuv,Anders Månsson,anders mansson,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Bjuv,Bjuv,Kalle Holm,kalle holm,Sverigedemokraterna,SD,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Bjuv,Bjuv,Linda Farrelly,linda farrelly,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Bjuv,Bjuv,Andrej Schönbäck,andrej schonback,Moderaterna,M,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Bjuv,Bjuv,Bo Blixt,bo blixt,Socialdemokraterna,S,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Bjuv,Bjuv,Kenneth Bolinder,kenneth bolinder,Sverigedemokraterna,SD,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Boden,Boden,Beatrice Öman,beatrice oman,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Boden,Boden,Johan Lund,johan lund,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Boden,Boden,Sead Maglic,sead maglic,Sjukvårdspartiet,Sjukvårdspartiet,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Boden,Boden,Erika Sjöö,erika sjoo,Sjukvårdspartiet,Sjukvårdspartiet,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Boden,Boden,Mona Holmström,mona holmstrom,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Boden,Boden,Johan Lund,johan lund,Socialdemokraterna,S,Arbetsmarknads- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Boden,Boden,Katarina Johansson,katarina johansson,Socialdemokraterna,S,Arbetsmarknads- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Bollebygd,Bollebygd,Daniel Persson,daniel persson,Sverigedemokraterna,SD,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Bollebygd,Bollebygd,Stefan Hederdal,stefan hederdal,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Bollebygd,Bollebygd,Ulf Rapp,ulf rapp,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Bollebygd,Bollebygd,Lars-Erik Olsson,lars-erik olsson,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Bollebygd,Bollebygd,Patrik Karlsson,patrik karlsson,Kristdemokraterna,KD,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Bollebygd,Bollebygd,Fredrik Drugge,fredrik drugge,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Bollebygd,Bollebygd,Lisette Vermeulen,lisette vermeulen,Sverigedemokraterna,SD,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borgholm,Borgholm,Ilko Corkovic,ilko corkovic,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Borgholm,Borgholm,Eddy Forsman,eddy forsman,Moderaterna,M,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Borgholm,Borgholm,Joel Schäfer,joel schafer,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Borgholm,Borgholm,Tomas Zander,tomas zander,Centerpartiet,C,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Borgholm,Borgholm,Björn Andreen,bjorn andreen,Moderaterna,M,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Borgholm,Borgholm,Jeanette Sandström,jeanette sandstrom,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Borgholm,Borgholm,Linda Hedlund,linda hedlund,Centerpartiet,C,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borlänge,Borlänge,Erik Nises,erik nises,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Borlänge,Borlänge,Jenni Sjöblom,jenni sjoblom,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Borlänge,Borlänge,Jonas Hillerström,jonas hillerstrom,Kristdemokraterna,KD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Borlänge,Borlänge,Lars Ivarsson,lars ivarsson,Socialdemokraterna,S,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Borlänge,Borlänge,Marianne Henriksson,marianne henriksson,Moderaterna,M,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Borlänge,Borlänge,Ann-Sofie Jansson,ann-sofie jansson,Liberalerna,L,Gymnasienämnd,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Borlänge,Borlänge,Fredrik Haglind,fredrik haglind,Kristdemokraterna,KD,Skolnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Borlänge,Borlänge,Hans Moberg,hans moberg,Moderaterna,M,Gymnasienämnd,Ordförande,utbildning,styre (trol.)
kommun,Borlänge,Borlänge,Kent Karlsson,kent karlsson,Socialdemokraterna,S,Gymnasienämnd,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borlänge,Borlänge,Robert Hellström,robert hellstrom,Moderaterna,M,Skolnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borlänge,Borlänge,Sara Fernlund,sara fernlund,Socialdemokraterna,S,Skolnämnden,Ordförande,utbildning,styre (trol.)
kommun,Borås,Borås,Annette Persson Carlson,annette persson carlson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Borås,Borås,Helena Ruderfors,helena ruderfors,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Borås,Borås,Ulf Olsson,ulf olsson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Borås,Borås,Anna Grimmestrand,anna grimmestrand,Centerpartiet,C,Sociala omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Borås,Borås,Hans Eje Gustafsson,hans eje gustafsson,Kristdemokraterna,KD,Vård- och äldrenämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Borås,Borås,Hasse Ikävalko,hasse ikavalko,Moderaterna,M,Individ- och familjeomsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Borås,Borås,Inger Landström,inger landstrom,Vänsterpartiet,V,Individ- och familjeomsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Borås,Borås,Johan Wikander,johan wikander,Liberalerna,L,Vård- och äldrenämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Borås,Borås,Maria Sjöblom Hyllstam,maria sjoblom hyllstam,Miljöpartiet,Miljöpartiet,Individ- och familjeomsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Borås,Borås,Marjan Garmroudi,marjan garmroudi,Vänsterpartiet,V,Vård- och äldrenämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Borås,Borås,Mattias Karlsson,mattias karlsson,Moderaterna,M,Sociala omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Borås,Borås,Yvonne Kerstin Margareta Persson,yvonne kerstin margareta persson,Socialdemokraterna,S,Sociala omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Borås,Borås,Andreas Cerny,andreas cerny,Liberalerna,L,Gymnasie- och vuxenutbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Borås,Borås,Andreas Ekström,andreas ekstrom,Socialdemokraterna,S,Förskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Borås,Borås,Aneth-Mari Tolfsson,aneth-mari tolfsson,Socialdemokraterna,S,Gymnasie- och vuxenutbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borås,Borås,Anne Rapinoja,anne rapinoja,Vänsterpartiet,V,Förskolenämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borås,Borås,Gunilla Christoffersson,gunilla christoffersson,Kristdemokraterna,KD,Förskolenämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Borås,Borås,Kamran Rousta,kamran rousta,Liberalerna,L,Grundskolenämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Borås,Borås,Lina Nilsson,lina nilsson,Moderaterna,M,Gymnasie- och vuxenutbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Borås,Borås,Martin Nilsson,martin nilsson,Moderaterna,M,Grundskolenämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Borås,Borås,Per Carlsson,per carlsson,Socialdemokraterna,S,Grundskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Botkyrka,Botkyrka,Stina Lundgren,stina lundgren,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Botkyrka,Botkyrka,Carl Widercrantz,carl widercrantz,Tullingepartiet,Tullingepartiet,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Botkyrka,Botkyrka,Kia Hjelte,kia hjelte,Moderaterna,M,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Botkyrka,Botkyrka,Dag Alse,dag alse,Centerpartiet,C,Arbetsmarknads- och vuxenutbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Botkyrka,Botkyrka,Willy Viitala,willy viitala,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Bromölla,Bromölla,Filip Persson,filip persson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Bromölla,Bromölla,Jenny Önnevik,jenny onnevik,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Bromölla,Bromölla,Peter L-E Svensson,peter l-e svensson,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Burlöv,Burlöv,Ingvar Olsson,ingvar olsson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Burlöv,Burlöv,Sara Vestering,sara vestering,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Burlöv,Burlöv,Åsa Jensen,asa jensen,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Burlöv,Burlöv,Birna Loftsdottir Nilsson,birna loftsdottir nilsson,Sverigedemokraterna,SD,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Burlöv,Burlöv,Mia Eldh Holmkvist,mia eldh holmkvist,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Burlöv,Burlöv,Owe Håkansson,owe hakansson,Centerpartiet,C,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Bo Wendt,bo wendt,Bjärepartiet,Bjärepartiet,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Båstad,Båstad,Ingela Stefansson,ingela stefansson,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Båstad,Båstad,Johan Olsson Swanstein,johan olsson swanstein,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Båstad,Båstad,Cathrine Eriksson,cathrine eriksson,Moderaterna,M,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Inge Henriksson,inge henriksson,Bjärepartiet,Bjärepartiet,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Båstad,Båstad,Inge Henriksson,inge henriksson,Bjärepartiet,Bjärepartiet,Socialnämndens individutskott,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Båstad,Båstad,Ingrid Edgarsdotter,ingrid edgarsdotter,Bjärepartiet,Bjärepartiet,Vård- och omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Båstad,Båstad,Iréne Ebbesson,irene ebbesson,Socialdemokraterna,S,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Jessica Andersson,jessica andersson,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Jessica Andersson,jessica andersson,Socialdemokraterna,S,Socialnämndens individutskott,Ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Tony Ivarsson,tony ivarsson,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Tony Ivarsson,tony ivarsson,Moderaterna,M,Socialnämndens individutskott,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Båstad,Båstad,Helena Stridh,helena stridh,Bjärepartiet,Bjärepartiet,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Båstad,Båstad,Karolin Högberg,karolin hogberg,Socialdemokraterna,S,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Båstad,Båstad,Linda Bertilsson Ivarsson,linda bertilsson ivarsson,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Andreas Nilsson,andreas nilsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Anna Johansson,anna johansson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Paula Holmqvist,paula holmqvist,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Dals-Ed,Dals-Ed,Britt-Marie Johansson,britt-marie johansson,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Kenneth Gustavsson,kenneth gustavsson,Centerpartiet,C,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Linus Lännhult,linus lannhult,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Niklas Johansson,niklas johansson,Centerpartiet,C,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Dals-Ed,Dals-Ed,Öyvind Höiberg,oyvind hoiberg,Socialdemokraterna,S,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Danderyd,Danderyd,Fredrik Pallin,fredrik pallin,Liberalerna,L,Kommunstyrelsen,1:e vice ordförande,ledning,styre (trol.)
kommun,Danderyd,Danderyd,Johanna Hornberger,johanna hornberger,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Danderyd,Danderyd,Kristin Eriksson,kristin eriksson,Centerpartiet,C,Kommunstyrelsen,2:e vice ordförande,ledning,opposition (trol.)
kommun,Danderyd,Danderyd,Bigitta Sundman,bigitta sundman,Moderaterna,M,Socialnämnd,1:e vice ordförande,omsorg/vård,styre (trol.)
kommun,Danderyd,Danderyd,Eva Lindman Marko,eva lindman marko,Centerpartiet,C,Socialnämnd,2:e vice ordförande,omsorg/vård,opposition (trol.)
kommun,Danderyd,Danderyd,Marit Nordmark,marit nordmark,Liberalerna,L,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Danderyd,Danderyd,Annika Linde,annika linde,Liberalerna,L,Utbildningsnämnden,1:e vice ordförande,utbildning,styre (trol.)
kommun,Danderyd,Danderyd,Patrik Nimmerstam,patrik nimmerstam,Centerpartiet,C,Utbildningsnämnden,2:e vice ordförande,utbildning,opposition (trol.)
kommun,Danderyd,Danderyd,Ulla Hurtig Nielsen,ulla hurtig nielsen,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Degerfors,Degerfors,Anna Nordqvist,anna nordqvist,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Degerfors,Degerfors,Anneli Mylly,anneli mylly,Vänsterpartiet,V,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Degerfors,Degerfors,Cathrine Lindgren,cathrine lindgren,Vänsterpartiet,V,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Degerfors,Degerfors,Cathrine Lindgren,cathrine lindgren,Vänsterpartiet,V,Socialnämndens utskott,Ordförande,omsorg/vård,styre (trol.)
kommun,Degerfors,Degerfors,Monica Littorin,monica littorin,Vänsterpartiet,V,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Degerfors,Degerfors,Monica Littorin,monica littorin,Vänsterpartiet,V,Socialnämndens utskott,Förste vice ordförande,omsorg/vård,styre (trol.)
