VALTYP;VALOMRÅDESKOD;VALOMRÅDESNAMN;VALKRETSKOD;VALKRETSNAMN;PARTIBETECKNING;PARTIFÖRKORTNING;ORDNING;KANDIDATNUMMER;NAMN;FOLKBOKFÖRINGSKOMMUN;GILTIG
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;19;1997;Leni Philip;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;2;6984;Martin Ådahl;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;20;2180;Peter Lowe;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;21;8511;Hannah Leopoldsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;22;2184;Lars Rottem Krangnes;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;23;2140;Anette Nordvall;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;24;2096;Tommy Ringart;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;25;8516;Edvard Ekhem;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;26;8517;Mathilda Laestadius;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;27;1945;Anton Stark;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;28;2190;Carolina Ramberg;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;29;2103;Mikael Blomstrand;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;3;2172;Svante Linusson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;30;8518;Hafize Cetin;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;31;2151;Robin Wretemo;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;32;2116;Anna Tatarovic Björklund;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;33;1909;Daniel Dudek;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;34;8565;Rebecka Pershagen;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;35;2154;Hamid Ershad Sarabi;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;36;2130;Karin Vaghult;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;37;1920;Tommy Söder;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;38;2080;Kristin Jacobsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;39;2176;Viktor Olsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;4;47494;Birgitta Ohlsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;40;8566;Anna Löfmarck;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;41;1965;Karin Fälldin;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;5;6997;Estrid Faust;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;6;2006;Patrick Amofah;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;7;2124;Caroline von Seth;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;8;2200;Ida Wallinder;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;9;2161;Marko Janicic;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;1;6983;Elisabeth Thand Ringqvist;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;10;8496;Leo Gerdén;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;11;1950;Eva Koch;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;12;8497;Fredrik Lindstål;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;13;2136;Ellinor Moberg;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;14;8498;Erik Thonfors;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;15;2027;Hedda Grew;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;16;2192;Göran Agardh;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;17;8499;Lena Sandström;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;18;1907;John Hultengård;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;19;1997;Leni Philip;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;2;6984;Martin Ådahl;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;20;2180;Peter Lowe;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;21;8511;Hannah Leopoldsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;22;2184;Lars Rottem Krangnes;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;23;2140;Anette Nordvall;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;24;2096;Tommy Ringart;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;25;8516;Edvard Ekhem;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;26;8517;Mathilda Laestadius;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;27;1945;Anton Stark;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;28;2190;Carolina Ramberg;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;29;2103;Mikael Blomstrand;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;3;2172;Svante Linusson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;30;8518;Hafize Cetin;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;31;2151;Robin Wretemo;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;32;2116;Anna Tatarovic Björklund;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;33;1909;Daniel Dudek;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;34;8565;Rebecka Pershagen;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;35;2154;Hamid Ershad Sarabi;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;36;2130;Karin Vaghult;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;37;1920;Tommy Söder;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;38;2080;Kristin Jacobsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;39;2176;Viktor Olsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;4;47494;Birgitta Ohlsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;40;8566;Anna Löfmarck;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;41;1965;Karin Fälldin;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;5;6997;Estrid Faust;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;6;2006;Patrick Amofah;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;7;2124;Caroline von Seth;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;8;2200;Ida Wallinder;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Centerpartiet;C;9;2161;Marko Janicic;Stockholm;J
RD;00;Riket;01;Stockholms kommun;CIVIS; ; ;57942;De Lorenzi, Niclas;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Common sense in Sweden;CSIS; ;1;Steen, Erik;Söderhamn;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD; ;57756;Forsén, Mattias;Landskrona;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD; ;57702;Suup Rydekull, Alexander;Boden;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;1;57113;Anders Bladh;Haninge;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;10;57711;Berit Bornecrantz Dias;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;11;57685;Anna Strandow;Söderhamn;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;12;57684;Leonid Sedov;Norrköping;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;13;57692;Linn Carlehed;Vadstena;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;14;57533;Conny Odén;Haninge;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;15;57687;Maria Roos Fahlcrantz;Åre;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;16;57680;Petter Skogh;Karlstad;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;17;57686;Jonathan Sörgjerd;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;18;57698;Martin Andersson;Varberg;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;19;57534;Fredrik Lidström;Haninge;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;2;57649;Nimi Malje;Varberg;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;20;57666;Anders Karlstam;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;21;57723;Johan Falk;Nacka;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;22;57722;Ulrika Horn Posse;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;3;43224;Thomas Larsson;Norrtälje;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;4;57647;Isabella Gottberg;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;5;57694;Christian Ander;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;6;57683;Hani Halilovic;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;7;57648;Lukas Hedin;Åre;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;8;57707;Anicka Mölder;Mellerud;J
RD;00;Riket;01;Stockholms kommun;Direktdemokraterna;DD;9;57715;Henry Ristevski;Mark;J
RD;00;Riket;01;Stockholms kommun;Djurvänners Parti; ; ;27963;Gonta, Pawel Feliks;Stockholm;J
RD;00;Riket;01;Stockholms kommun;En Vis Avskaffar Asylrätten!;EVA; ;57326;Wall, Rickard;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Politik; ; ;6377;Zegnal, Tamara;Sollentuna;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER; ;57976;Ocampo Sandgren, Christine;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;1;57428;Leia Nordin;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;10;57431;Sara Skogsmark;Huddinge;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;11;56059;Leonard Andersson;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;12;56048;Diego Angelino;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;13;57432;Rita Eliason;Tanum;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;14;57449;Karin Sehlin;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;15;46143;Rebecka Winter;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;16;57433;Charlott Zsoldos;Halmstad;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;17;57434;Maj Wechselmann;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;18;57435;Hanna Lans;Eslöv;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;19;57436;Louise Cansington;Oxelösund;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;2;48550;Björn Alling;Linköping;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;20;57437;Berit Larsen;Norrköping;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;21;48560;Martin Wilson;Linköping;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;22;57438;Ulf Zetterlund;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;23;48552;Daniele Brusasco;Linköping;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;24;57439;My Nilsson;Gävle;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;25;57450;Sofia Thoresdotter;Örebro;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;26;57451;Simon Loenberg;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;27;46157;Kai Bergendal;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;28;57440;Axelle Adolfsson;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;29;57441;Ryli Middendorff;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;3;57447;Sanna Löfgren;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;30;57452;Sebastian Miller;Österåker;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;31;57442;Miguel Ferreira Moreira;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;32;57443;Sofia Mir;Sigtuna;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;33;46146;Annika Nylén;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;34;56049;Ida Filippa Sunnerås Jonsson;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;35;57444;Axel Rombrant;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;37;57446;Roberto Allende;Hässleholm;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;4;57448;Cynthia Gomez;Haninge;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;5;57429;Sara Stenkvist;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;6;56045;Alfonso Allende;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;7;56041;Rebecca Sunnerås Jonsson;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;8;57455;Veronika Österberg;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enad Röst;ER;9;57430;Angelo Tapia;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Enade Sverige; ; ;57141;Hanson, Per Anders;Mark;J
RD;00;Riket;01;Stockholms kommun;Enade Sverige; ; ;56666;Grbovic, Sonja;Malmö;J
RD;00;Riket;01;Stockholms kommun;Enade Sverige; ; ;5910;Jonsson, Bo;Rättvik;J
RD;00;Riket;01;Stockholms kommun;Enhet;ENH; ;57967;Axner, Anders;Håbo;J
RD;00;Riket;01;Stockholms kommun;Evelinas parti; ; ;57731;Hallberg, Malin;Malmö;J
RD;00;Riket;01;Stockholms kommun;EVOLT FOLKHANSA; ; ;57939;Rittman, Bert Roland;Trelleborg;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;57931;Anderson, Hans;Östhammar;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;57926;Söderlund, Simon;Tyresö;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;57989;Abraha, Obed Kibreab;Linköping;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;57258;Östlund, Anton;Söderhamn;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;54858;Fröjd, Owe;Håbo;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;57943;Nasser, Leonora;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Folklistan;FOLK; ;57925;Söderlund, Peter;Tyresö;J
RD;00;Riket;01;Stockholms kommun;Folkrådet; ; ;57988;Henriksson, Joacim;Upplands Väsby;J
RD;00;Riket;01;Stockholms kommun;FRIDSLAGET; ;1;26492;Charlotta Jälmbrant Rossäng;Järfälla;J
RD;00;Riket;01;Stockholms kommun;Fritt val; ; ;57832;Kälevall, Carl-Jan;Kinda;J
RD;00;Riket;01;Stockholms kommun;Fritt val; ; ;57258;Östlund, Anton;Söderhamn;J
RD;00;Riket;01;Stockholms kommun;Fritt val; ; ;54043;Cronwall, Ernst;Stockholm;J
RD;00;Riket;01;Stockholms kommun;För Allas Bästa; ; ;57202;Jahanshahi Nokandeh, Iman;Uppsala;J
RD;00;Riket;01;Stockholms kommun;För Allas Bästa; ; ;57200;Kader, Ali;Sölvesborg;J
RD;00;Riket;01;Stockholms kommun;För Allas Bästa; ; ;57839;Wittman, Arnold;Jönköping;J
RD;00;Riket;01;Stockholms kommun;Företaget Sverige; ; ;56661;Björk, Li;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Försörjningsstödspartiet; ; ;57836;Svensson, Jonas;Linköping;J
RD;00;Riket;01;Stockholms kommun;JESUS; ; ;48604;Raitis, Tony;Sollefteå;J
RD;00;Riket;01;Stockholms kommun;JESUS; ; ;57705;Wallsten, Tim;Staffanstorp;J
RD;00;Riket;01;Stockholms kommun;JESUS; ; ;37098;Singh Brar, Rajwant;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kalle Ankapartiet; ; ;57990;Engdahl, Tord;Köping;J
RD;00;Riket;01;Stockholms kommun;Kalle Ankapartiet; ; ;57945;Faxnäs, Kent;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Klassiskt liberala partiet;KLP;1;50402;Daniel Strandlund;Älvsbyn;J
RD;00;Riket;01;Stockholms kommun;Klassiskt liberala partiet;KLP;2;52200;Fredrik Laving;Nyköping;J
RD;00;Riket;01;Stockholms kommun;Klassiskt liberala partiet;KLP;3;52201;Gert-Åke Rosqvist;Trelleborg;J
RD;00;Riket;01;Stockholms kommun;Klassiskt liberala partiet;KLP;4;52202;Daniel Andersson;Norrköping;J
RD;00;Riket;01;Stockholms kommun;Klassiskt liberala partiet;KLP;5;52203;Aléxos Dawod;Jönköping;J
RD;00;Riket;01;Stockholms kommun;Knapptryckarna;Kn; ;57086;Jakobsson, Marie;Säter;J
RD;00;Riket;01;Stockholms kommun;Kommunistiska Partiet;K; ;57976;Ocampo Sandgren, Christine;Malmö;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;1;957;Ebba Busch;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;10;966;Alice Teodorescu Måwe; ;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;11;967;Mikael Oscarsson;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;12;968;Yusuf Aydin;Botkyrka;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;13;969;Lili André;Gävle;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;14;970;Mathias Bengtsson;Falun;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;15;971;Kjell-Arne Ottosson;Årjäng;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;16;972;Louise Hammargren;Täby;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;17;973;Magnus Jacobsson;Uddevalla;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;18;974;Birgitta Södertun;Helsingborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;19;975;Larry Söder;Kungsbacka;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;2;962;Liza-Maria Norlin;Sundsvall;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;20;976;Sarah Kullgren;Karlstad;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;21;977;Magnus Oscarsson;Ödeshög;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;22;978;Camilla Rinaldo Miller;Värnamo;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;23;979;Ingemar Kihlström;Herrljunga;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;24;980;Christian Carlsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;25;981;Cecilia Engström;Helsingborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;26;982;Sameh Egyptson;Vellinge;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;27;26051;Richard Herrey;Nacka;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;28;984;Veronica Kerr;Umeå;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;29;985;Magnus Berntsson;Öckerö;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;3;958;Jakob Forssmed;Sollentuna;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;30;986;Carl Wiktor Svensson;Högsby;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;31;987;Birgitta Nordvall;Umeå;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;32;988;Dan Hovskär;Falköping;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;33;989;Ella Kardemark;Halmstad;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;34;990;Nike Örbrink;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;35;991;Lars Erik Olofsson;Östersund;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;36;992;Samuel Ek;Luleå;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;37;993;Estelle Nerö;Karlshamn;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;38;994;Sara Lidqvist;Gotland;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;39;995;Patrik Åkesson;Växjö;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;4;959;Peter Kullgren;Karlstad;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;40;996;Malin Gabrielsson;Västerås;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;41;997;Martin Hallander;Malmö;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;42;998;Lady France Mulumba;Alingsås;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;43;999;Margreth Johansson;Kalmar;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;44;1000;Mattias Svensson;Lund;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;45;1001;Liselotte Fager;Linköping;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;46;1002;Paul Sabo;Eskilstuna;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;47;1003;Anna Zelvin;Växjö;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;48;1004;Ronja Brusell Strid;Sundsvall;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;49;1005;Krister Pounu;Kiruna;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;5;960;Elisabet Lann;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;50;1006;Kristina Eriksson;Enköping;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;51;1007;Miriam Lilja;Lerum;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;52;1008;Per Boström;Skellefteå;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;53;1009;Rahaf Ramdo;Arboga;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;54;1010;Mikael Bäckström;Aneby;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;55;1011;Per Landgren;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;56;1012;Sanni Schager; ;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;57;1013;Karin Teljstedt;Nacka;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;58;1014;Samuel Stengård;Västerås;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;59;1015;Maria Nilsson;Vänersborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;6;961;Erik Slottner;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;60;1016;Linnea Haggren;Åre;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;61;1017;Max Pelin;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;62;1018;Soheila Fors;Säter;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;63;1019;Désirée Pethrus;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;7;963;Andreas Carlson;Solna;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;8;964;Camilla Brodin;Täby;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;9;965;Hans Eklind;Örebro;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;1;957;Ebba Busch;Uppsala;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;10;959;Peter Kullgren;Karlstad;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;11;960;Elisabet Lann;Göteborg;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;12;972;Louise Hammargren;Täby;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;13;43859;Benjamin Jiang;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;14;43860;Lovisa Hedin;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;15;36796;Edvin Bernhardsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;16;3059;Frida Bondesson;Ljungby;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;17;43861;Georgios Gultidis;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;18;43862;Sabina Bernhardsson;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;19;43863;David Sikström;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;2;958;Jakob Forssmed;Sollentuna;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;20;43864;Michaela Hollis;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;21;43865;Jonatan Hedin;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;22;43866;Destiny Zandi Lindgren;Stockholm;J
RD;00;Riket;01;Stockholms kommun;Kristdemokraterna;KD;23;43867;Annette Hultåker;Stockholm;J
