niva,kod,namn,val,parti,andel
kommun,1498,,KF,C,4.21
kommun,1498,,KF,KD,5.34
kommun,1498,,KF,L,9.32
kommun,1498,,KF,M,14.07
kommun,1498,,KF,MP,2.17
kommun,1498,,KF,S,31.48
kommun,1498,,KF,SD,13.66
kommun,1498,,KF,V,4.0
kommun,1498,,KF,Vi Tidaholm,15.57
kommun,1499,,KF,C,9.14
kommun,1499,,KF,KD,7.16
kommun,1499,,KF,L,2.72
kommun,1499,,KF,M,22.15
kommun,1499,,KF,MP,2.52
kommun,1499,,KF,S,29.87
kommun,1499,,KF,SD,20.21
kommun,1499,,KF,V,5.81
kommun,1715,,KF,C,12.9
kommun,1715,,KF,KD,3.26
kommun,1715,,KF,L,3.61
kommun,1715,,KF,M,18.37
kommun,1715,,KF,MP,4.9
kommun,1715,,KF,S,32.81
kommun,1715,,KF,SD,20.21
kommun,1715,,KF,V,3.75
kommun,1730,,KF,C,14.7
kommun,1730,,KF,Hela Edas Lista,7.69
kommun,1730,,KF,KD,8.14
kommun,1730,,KF,L,3.22
kommun,1730,,KF,M,14.7
kommun,1730,,KF,S,25.37
kommun,1730,,KF,SD,16.76
kommun,1730,,KF,Sjukvårdspartiet i Värmland,4.34
kommun,1730,,KF,V,4.38
kommun,1737,,KF,C,10.12
kommun,1737,,KF,De Oberoende i Torsby,11.4
kommun,1737,,KF,KD,5.02
kommun,1737,,KF,M,17.81
kommun,1737,,KF,MP,1.27
kommun,1737,,KF,Nordvärmlands kommunparti,2.3
kommun,1737,,KF,S,31.16
kommun,1737,,KF,SD,15.1
kommun,1737,,KF,V,4.99
kommun,1760,,KF,C,10.79
kommun,1760,,KF,KD,3.39
kommun,1760,,KF,M,25.71
kommun,1760,,KF,S,32.06
kommun,1760,,KF,SD,17.8
kommun,1760,,KF,V,8.02
kommun,1761,,KF,C,5.41
kommun,1761,,KF,KD,6.22
kommun,1761,,KF,L,6.4
kommun,1761,,KF,M,23.29
kommun,1761,,KF,MP,5.72
kommun,1761,,KF,S,36.34
kommun,1761,,KF,SD,9.78
kommun,1761,,KF,Sans o Balans,2.07
kommun,1761,,KF,V,4.56
kommun,1762,,KF,C,11.19
kommun,1762,,KF,KD,1.08
kommun,1762,,KF,L,2.51
kommun,1762,,KF,M,2.94
kommun,1762,,KF,S,58.34
kommun,1762,,KF,SD,15.82
kommun,1762,,KF,V,7.0
kommun,1763,,KF,C,7.52
kommun,1763,,KF,KD,5.19
kommun,1763,,KF,Kommunens Bästa,2.81
kommun,1763,,KF,L,2.91
kommun,1763,,KF,M,14.2
kommun,1763,,KF,MP,1.81
kommun,1763,,KF,S,42.32
kommun,1763,,KF,SD,18.29
kommun,1763,,KF,V,4.84
kommun,1764,,KF,C,6.72
kommun,1764,,KF,KD,1.53
kommun,1764,,KF,M,19.13
kommun,1764,,KF,MP,2.05
kommun,1764,,KF,S,46.47
kommun,1764,,KF,SD,18.77
kommun,1764,,KF,V,3.76
kommun,1765,,KF,C,13.44
kommun,1765,,KF,KD,27.4
kommun,1765,,KF,L,3.84
kommun,1765,,KF,M,10.61
kommun,1765,,KF,MP,2.75
kommun,1765,,KF,S,28.36
kommun,1765,,KF,SD,11.74
kommun,1765,,KF,V,1.86
kommun,1766,,KF,C,17.72
kommun,1766,,KF,Hela Sunne,7.34
kommun,1766,,KF,KD,4.36
kommun,1766,,KF,L,6.6
kommun,1766,,KF,M,21.4
kommun,1766,,KF,MP,2.48
kommun,1766,,KF,S,21.36
kommun,1766,,KF,SD,14.97
kommun,1766,,KF,V,3.63
kommun,1780,,KF,C,5.73
kommun,1780,,KF,KD,5.28
kommun,1780,,KF,Karlstadpartiet Livskvalitet,3.42
kommun,1780,,KF,L,5.12
kommun,1780,,KF,M,19.53
kommun,1780,,KF,MP,4.45
kommun,1780,,KF,S,36.56
kommun,1780,,KF,SD,12.81
kommun,1780,,KF,V,6.67
kommun,1781,,KF,C,8.05
kommun,1781,,KF,KD,3.38
kommun,1781,,KF,L,11.84
kommun,1781,,KF,M,16.6
kommun,1781,,KF,MP,2.42
kommun,1781,,KF,S,33.5
kommun,1781,,KF,SD,16.57
kommun,1781,,KF,V,7.4
kommun,1782,,KF,C,3.38
kommun,1782,,KF,L,6.09
kommun,1782,,KF,M,24.23
kommun,1782,,KF,MP,1.06
kommun,1782,,KF,S,40.32
kommun,1782,,KF,SD,18.46
kommun,1782,,KF,V,5.6
kommun,1783,,KF,C,3.8
kommun,1783,,KF,L,1.15
kommun,1783,,KF,M,2.48
kommun,1783,,KF,OBEROENDE REALISTER,41.82
kommun,1783,,KF,S,38.94
kommun,1783,,KF,SD,7.42
kommun,1783,,KF,V,3.32
kommun,1784,,KF,Arvikapartiet,7.12
kommun,1784,,KF,C,6.74
kommun,1784,,KF,KD,4.52
kommun,1784,,KF,L,2.44
kommun,1784,,KF,M,20.11
kommun,1784,,KF,MP,3.06
kommun,1784,,KF,S,36.56
kommun,1784,,KF,SD,13.37
kommun,1784,,KF,V,5.89
kommun,1785,,KF,C,25.01
kommun,1785,,KF,KD,5.75
kommun,1785,,KF,L,2.17
kommun,1785,,KF,M,14.28
kommun,1785,,KF,MP,2.05
kommun,1785,,KF,S,21.49
kommun,1785,,KF,SD,19.27
kommun,1785,,KF,Sjukvårdspartiet i Värmland,5.58
kommun,1785,,KF,V,3.2
kommun,1814,,KF,C,15.48
kommun,1814,,KF,Framtidspartiet i Lekeberg,5.23
kommun,1814,,KF,KD,6.58
kommun,1814,,KF,L,4.48
kommun,1814,,KF,M,28.3
kommun,1814,,KF,MP,2.29
kommun,1814,,KF,S,19.61
kommun,1814,,KF,SD,14.28
kommun,1814,,KF,V,3.42
kommun,1860,,KF,C,25.92
kommun,1860,,KF,KD,16.0
kommun,1860,,KF,M,12.11
kommun,1860,,KF,MP,2.25
kommun,1860,,KF,S,21.67
kommun,1860,,KF,SD,10.79
kommun,1860,,KF,V,10.27
kommun,1861,,KF,C,8.18
kommun,1861,,KF,KD,3.86
kommun,1861,,KF,L,2.8
kommun,1861,,KF,M,18.03
kommun,1861,,KF,MP,2.18
kommun,1861,,KF,S,37.3
kommun,1861,,KF,SD,21.73
kommun,1861,,KF,V,5.6
kommun,1862,,KF,C,6.2
kommun,1862,,KF,KD,4.77
kommun,1862,,KF,M,13.91
kommun,1862,,KF,MP,2.0
kommun,1862,,KF,S,22.6
kommun,1862,,KF,SD,19.04
kommun,1862,,KF,V,30.27
kommun,1863,,KF,C,10.07
kommun,1863,,KF,Grythyttelistan,6.05
kommun,1863,,KF,M,25.45
kommun,1863,,KF,S,28.01
kommun,1863,,KF,SD,16.8
kommun,1863,,KF,V,11.41
kommun,1864,,KF,KD,1.01
kommun,1864,,KF,M,18.86
kommun,1864,,KF,MP,1.05
kommun,1864,,KF,S,41.32
kommun,1864,,KF,SD,28.15
kommun,1864,,KF,V,6.67
kommun,1864,,KF,Volt Sverige,1.15
kommun,1880,,KF,C,7.48
kommun,1880,,KF,KD,5.86
kommun,1880,,KF,L,6.8
kommun,1880,,KF,M,17.01
kommun,1880,,KF,MP,3.72
kommun,1880,,KF,S,30.55
kommun,1880,,KF,SD,10.7
kommun,1880,,KF,V,8.43
kommun,1880,,KF,Örebropartiet,7.92
kommun,1881,,KF,C,8.74
kommun,1881,,KF,KD,4.98
kommun,1881,,KF,L,9.49
kommun,1881,,KF,M,18.12
kommun,1881,,KF,MP,1.8
kommun,1881,,KF,S,33.01
kommun,1881,,KF,SD,18.34
kommun,1881,,KF,V,5.28
kommun,1882,,KF,C,7.44
kommun,1882,,KF,KD,5.06
kommun,1882,,KF,L,2.1
kommun,1882,,KF,Landsbygdspartiet Oberoende,2.13
kommun,1882,,KF,M,23.79
kommun,1882,,KF,MP,2.14
kommun,1882,,KF,S,32.51
kommun,1882,,KF,SD,20.72
kommun,1882,,KF,V,3.96
kommun,1883,,KF,C,3.12
kommun,1883,,KF,KD,3.32
kommun,1883,,KF,L,2.55
kommun,1883,,KF,M,37.06
kommun,1883,,KF,MP,2.93
kommun,1883,,KF,S,32.35
kommun,1883,,KF,SD,12.36
kommun,1883,,KF,V,5.72
kommun,1884,,KF,C,5.76
kommun,1884,,KF,KD,3.12
kommun,1884,,KF,L,1.63
kommun,1884,,KF,Landsbygdspartiet Oberoende,14.01
kommun,1884,,KF,M,15.25
kommun,1884,,KF,MP,3.44
kommun,1884,,KF,Norapartiet,8.95
kommun,1884,,KF,S,29.36
kommun,1884,,KF,SD,11.9
kommun,1884,,KF,V,6.03
kommun,1885,,KF,C,8.29
kommun,1885,,KF,KD,4.34
kommun,1885,,KF,L,3.13
kommun,1885,,KF,Landsbygdspartiet Oberoende,3.88
kommun,1885,,KF,M,19.07
kommun,1885,,KF,MP,2.44
kommun,1885,,KF,S,29.06
kommun,1885,,KF,SD,22.84
kommun,1885,,KF,V,6.68
kommun,1904,,KF,C,3.76
kommun,1904,,KF,KD,1.67
kommun,1904,,KF,L,19.06
kommun,1904,,KF,M,7.24
kommun,1904,,KF,S,35.52
kommun,1904,,KF,SD,23.78
kommun,1904,,KF,V,8.55
kommun,1907,,KF,C,5.73
kommun,1907,,KF,KD,2.74
kommun,1907,,KF,L,1.56
kommun,1907,,KF,M,21.97
kommun,1907,,KF,MP,1.38
kommun,1907,,KF,S,35.39
kommun,1907,,KF,SD,26.05
kommun,1907,,KF,V,5.05
kommun,1960,,KF,C,11.43
kommun,1960,,KF,KD,6.03
kommun,1960,,KF,L,3.78
kommun,1960,,KF,M,16.43
kommun,1960,,KF,MP,1.25
kommun,1960,,KF,S,34.34
kommun,1960,,KF,SD,21.5
kommun,1960,,KF,V,5.02
kommun,1961,,KF,C,5.82
kommun,1961,,KF,KD,4.39
kommun,1961,,KF,L,4.13
kommun,1961,,KF,M,16.35
kommun,1961,,KF,MP,2.06
kommun,1961,,KF,S,37.74
kommun,1961,,KF,SD,21.0
kommun,1961,,KF,V,8.1
kommun,1962,,KF,Demokraterna i Norberg,23.75
kommun,1962,,KF,KD,1.32
kommun,1962,,KF,L,5.5
kommun,1962,,KF,M,11.51
kommun,1962,,KF,Partiet för Norbergs Framtid,6.42
kommun,1962,,KF,S,40.73
kommun,1962,,KF,V,9.45
kommun,1980,,KF,C,6.29
kommun,1980,,KF,KD,4.94
kommun,1980,,KF,L,6.48
kommun,1980,,KF,M,24.69
kommun,1980,,KF,MP,2.88
kommun,1980,,KF,S,30.11
kommun,1980,,KF,SD,14.9
kommun,1980,,KF,V,8.37
kommun,1981,,KF,C,12.18
kommun,1981,,KF,KD,4.11
kommun,1981,,KF,L,2.08
kommun,1981,,KF,M,13.61
kommun,1981,,KF,MP,2.01
kommun,1981,,KF,S,30.11
kommun,1981,,KF,SD,20.13
kommun,1981,,KF,Salas bästa,9.7
kommun,1981,,KF,V,5.72
kommun,1982,,KF,C,2.33
kommun,1982,,KF,KD,1.37
kommun,1982,,KF,L,2.77
kommun,1982,,KF,M,15.84
kommun,1982,,KF,S,27.93
kommun,1982,,KF,SD,22.64
kommun,1982,,KF,V,26.48
kommun,1983,,KF,C,6.74
kommun,1983,,KF,KD,8.36
kommun,1983,,KF,L,2.4
kommun,1983,,KF,M,12.5
kommun,1983,,KF,MP,1.53
kommun,1983,,KF,S,31.0
kommun,1983,,KF,SD,25.88
kommun,1983,,KF,V,8.17
kommun,1983,,KF,Vanligt Folk i Köpings kommun,3.24
kommun,1984,,KF,C,4.84
kommun,1984,,KF,KD,3.82
kommun,1984,,KF,L,4.47
kommun,1984,,KF,M,19.7
kommun,1984,,KF,MP,2.51
kommun,1984,,KF,Omsorgspartiet i Arboga,1.38
kommun,1984,,KF,S,38.39
kommun,1984,,KF,SD,19.67
kommun,1984,,KF,V,5.06
kommun,2021,,KF,C,20.13
kommun,2021,,KF,KD,18.04
kommun,2021,,KF,L,1.55
kommun,2021,,KF,M,18.26
kommun,2021,,KF,S,24.3
kommun,2021,,KF,SD,10.89
kommun,2021,,KF,V,5.99
kommun,2023,,KF,C,4.95
kommun,2023,,KF,L,2.79
kommun,2023,,KF,Landsbygdspartiet Oberoende,11.17
kommun,2023,,KF,M,23.98
kommun,2023,,KF,S,35.98
kommun,2023,,KF,SD,14.29
kommun,2023,,KF,V,5.4
kommun,2026,,KF,C,21.15
kommun,2026,,KF,KD,17.0
kommun,2026,,KF,Kommunal Samling,8.5
kommun,2026,,KF,L,3.04
kommun,2026,,KF,M,10.58
kommun,2026,,KF,MP,2.76
kommun,2026,,KF,S,19.78
kommun,2026,,KF,SD,12.28
kommun,2026,,KF,V,4.31
kommun,2029,,KF,Bygdepartiet,18.84
kommun,2029,,KF,C,13.32
kommun,2029,,KF,KD,7.09
kommun,2029,,KF,L,2.08
kommun,2029,,KF,M,15.82
kommun,2029,,KF,MP,2.96
kommun,2029,,KF,S,18.7
kommun,2029,,KF,SD,9.87
kommun,2029,,KF,V,11.13
kommun,2031,,KF,C,23.47
kommun,2031,,KF,KD,6.86
kommun,2031,,KF,L,1.21
kommun,2031,,KF,M,16.94
kommun,2031,,KF,S,28.34
kommun,2031,,KF,SD,18.26
kommun,2031,,KF,V,3.69
kommun,2034,,KF,C,36.06
kommun,2034,,KF,KD,5.58
kommun,2034,,KF,L,1.41
kommun,2034,,KF,M,9.59
kommun,2034,,KF,MP,3.58
kommun,2034,,KF,S,21.22
kommun,2034,,KF,SD,16.58
kommun,2034,,KF,V,5.68
kommun,2039,,KF,C,25.94
kommun,2039,,KF,KD,1.59
kommun,2039,,KF,Kommunlistan,5.68
kommun,2039,,KF,M,11.5
kommun,2039,,KF,S,27.01
kommun,2039,,KF,SD,20.42
kommun,2039,,KF,Socialisterna-Välfärdspartiet,1.89
kommun,2039,,KF,V,4.0
kommun,2061,,KF,C,5.24
kommun,2061,,KF,KD,1.7
kommun,2061,,KF,L,1.4
kommun,2061,,KF,M,13.67
kommun,2061,,KF,MP,2.17
kommun,2061,,KF,S,55.67
kommun,2061,,KF,SD,15.95
kommun,2061,,KF,V,4.01
kommun,2062,,KF,C,19.84
kommun,2062,,KF,KD,4.85
kommun,2062,,KF,L,1.46
kommun,2062,,KF,M,12.21
kommun,2062,,KF,Morapartiet,18.08
kommun,2062,,KF,S,24.4
kommun,2062,,KF,SD,12.53
kommun,2062,,KF,V,5.59
kommun,2080,,KF,C,11.62
kommun,2080,,KF,KD,6.2
kommun,2080,,KF,L,4.07
kommun,2080,,KF,M,19.81
kommun,2080,,KF,MP,4.12
kommun,2080,,KF,S,32.39
kommun,2080,,KF,SD,12.13
kommun,2080,,KF,V,8.14
kommun,2081,,KF,C,7.51
kommun,2081,,KF,KD,6.02
kommun,2081,,KF,L,4.82
kommun,2081,,KF,M,17.86
kommun,2081,,KF,MP,2.57
kommun,2081,,KF,NyFramtid,1.96
kommun,2081,,KF,S,33.43
kommun,2081,,KF,SD,18.67
kommun,2081,,KF,V,6.6
kommun,2082,,KF,C,15.35
kommun,2082,,KF,KD,5.0
kommun,2082,,KF,L,3.05
kommun,2082,,KF,M,20.96
kommun,2082,,KF,MP,2.09
kommun,2082,,KF,S,34.14
kommun,2082,,KF,SD,14.66
kommun,2082,,KF,V,4.55
kommun,2083,,KF,C,11.23
kommun,2083,,KF,KD,4.1
kommun,2083,,KF,Kommunlistan,10.52
kommun,2083,,KF,L,1.3
kommun,2083,,KF,M,22.02
kommun,2083,,KF,MP,2.31
kommun,2083,,KF,S,25.87
kommun,2083,,KF,SD,16.72
kommun,2083,,KF,V,5.61
kommun,2084,,KF,C,5.9
kommun,2084,,KF,KD,3.79
kommun,2084,,KF,L,1.84
kommun,2084,,KF,M,21.9
kommun,2084,,KF,MP,1.5
kommun,2084,,KF,S,41.73
kommun,2084,,KF,SD,17.67
kommun,2084,,KF,V,4.33
kommun,2085,,KF,C,8.59
kommun,2085,,KF,Dalademokraterna,2.75
kommun,2085,,KF,KD,3.55
kommun,2085,,KF,Kommunistiska Partiet,1.84
kommun,2085,,KF,L,2.85
kommun,2085,,KF,M,21.22
kommun,2085,,KF,MP,3.89
kommun,2085,,KF,S,29.7
kommun,2085,,KF,SD,15.15
kommun,2085,,KF,V,9.01
kommun,2101,,KF,C,11.41
kommun,2101,,KF,KD,2.56
kommun,2101,,KF,M,8.0
kommun,2101,,KF,MP,3.05
kommun,2101,,KF,S,40.43
kommun,2101,,KF,SD,29.72
kommun,2101,,KF,V,4.08
kommun,2104,,KF,C,5.08
kommun,2104,,KF,Hoforspartiet,11.84
kommun,2104,,KF,KD,4.21
kommun,2104,,KF,L,5.0
kommun,2104,,KF,M,14.35
kommun,2104,,KF,S,31.41
kommun,2104,,KF,SD,17.23
kommun,2104,,KF,V,10.07
kommun,2121,,KF,C,20.15
kommun,2121,,KF,KD,15.39
kommun,2121,,KF,L,2.31
kommun,2121,,KF,M,10.33
kommun,2121,,KF,MP,1.68
kommun,2121,,KF,S,28.69
kommun,2121,,KF,SD,17.23
kommun,2121,,KF,V,4.11
kommun,2132,,KF,C,10.57
kommun,2132,,KF,KD,3.95
kommun,2132,,KF,L,2.22
kommun,2132,,KF,M,18.62
kommun,2132,,KF,MP,1.77
kommun,2132,,KF,S,27.86
kommun,2132,,KF,SD,17.85
kommun,2132,,KF,V,8.21
kommun,2132,,KF,nordanstigspartiet.se,8.73
kommun,2161,,KF,C,9.27
kommun,2161,,KF,KD,3.33
kommun,2161,,KF,L,7.53
kommun,2161,,KF,Ljusdalsbygdens parti,9.27
kommun,2161,,KF,M,16.42
kommun,2161,,KF,MP,3.84
kommun,2161,,KF,S,29.22
kommun,2161,,KF,SD,16.02
kommun,2161,,KF,V,4.83
kommun,2180,,KF,C,4.81
kommun,2180,,KF,KD,4.55
kommun,2180,,KF,L,4.04
kommun,2180,,KF,M,21.26
kommun,2180,,KF,MP,3.9
kommun,2180,,KF,PLUS55,1.21
kommun,2180,,KF,S,32.08
kommun,2180,,KF,SD,19.49
kommun,2180,,KF,V,8.1
kommun,2181,,KF,C,6.73
kommun,2181,,KF,KD,3.52
kommun,2181,,KF,L,4.14
kommun,2181,,KF,M,19.07
kommun,2181,,KF,MP,2.24
kommun,2181,,KF,S,34.14
kommun,2181,,KF,SD,22.48
kommun,2181,,KF,V,7.06
kommun,2182,,KF,C,15.77
kommun,2182,,KF,KD,5.99
kommun,2182,,KF,L,2.49
kommun,2182,,KF,M,16.0
kommun,2182,,KF,MP,1.66
kommun,2182,,KF,S,29.51
kommun,2182,,KF,SD,19.46
kommun,2182,,KF,SOS-Ställ Om Sverige  Söderhamnsinitiativet,1.05
kommun,2182,,KF,V,7.06
kommun,2183,,KF,Bollnäspartiet,10.04
kommun,2183,,KF,C,10.66
kommun,2183,,KF,KD,6.09
kommun,2183,,KF,L,3.58
kommun,2183,,KF,M,11.2
kommun,2183,,KF,MP,1.92
kommun,2183,,KF,S,31.31
kommun,2183,,KF,SD,17.04
kommun,2183,,KF,Sjukvårdspartiet Bollnäs,2.5
kommun,2183,,KF,V,5.47
kommun,2184,,KF,C,19.0
kommun,2184,,KF,KD,5.39
kommun,2184,,KF,M,16.94
kommun,2184,,KF,MP,3.25
kommun,2184,,KF,S,29.68
kommun,2184,,KF,SD,14.85
kommun,2184,,KF,V,9.59
kommun,2260,,KF,C,5.11
kommun,2260,,KF,KD,4.39
kommun,2260,,KF,M,10.71
kommun,2260,,KF,S,40.44
kommun,2260,,KF,SD,17.35
kommun,2260,,KF,V,4.6
kommun,2260,,KF,Vår Framtids politiska utskott,16.75
kommun,2262,,KF,C,4.88
kommun,2262,,KF,KD,3.78
kommun,2262,,KF,L,1.93
kommun,2262,,KF,M,11.85
kommun,2262,,KF,MP,1.16
kommun,2262,,KF,S,42.42
kommun,2262,,KF,SD,16.53
kommun,2262,,KF,Timråpartiet,11.49
kommun,2262,,KF,V,5.82
kommun,2280,,KF,C,10.22
kommun,2280,,KF,KD,4.03
kommun,2280,,KF,L,3.15
kommun,2280,,KF,M,16.04
kommun,2280,,KF,MP,6.89
kommun,2280,,KF,S,38.51
kommun,2280,,KF,SD,13.14
kommun,2280,,KF,V,7.76
kommun,2281,,KF,C,6.12
kommun,2281,,KF,KD,6.22
kommun,2281,,KF,L,4.44
kommun,2281,,KF,M,19.09
kommun,2281,,KF,MP,2.62
kommun,2281,,KF,S,39.35
kommun,2281,,KF,SD,14.59
kommun,2281,,KF,V,7.0
kommun,2282,,KF,C,15.33
kommun,2282,,KF,KD,3.9
kommun,2282,,KF,L,1.58
kommun,2282,,KF,M,8.64
kommun,2282,,KF,MP,1.74
kommun,2282,,KF,S,41.74
kommun,2282,,KF,SD,16.54
kommun,2282,,KF,V,10.24
kommun,2283,,KF,C,39.29
kommun,2283,,KF,KD,2.04
kommun,2283,,KF,Landsbygdspartiet Oberoende,3.08
kommun,2283,,KF,M,2.74
kommun,2283,,KF,MP,1.11
kommun,2283,,KF,S,25.76
kommun,2283,,KF,SD,7.81
kommun,2283,,KF,V,7.28
kommun,2283,,KF,Västra Initiativet,10.18
kommun,2284,,KF,C,19.05
kommun,2284,,KF,KD,8.87
kommun,2284,,KF,L,1.48
kommun,2284,,KF,M,15.23
kommun,2284,,KF,MP,1.47
kommun,2284,,KF,S,37.26
kommun,2284,,KF,SD,8.82
kommun,2284,,KF,V,6.6
kommun,2303,,KF,Allt för Ragunda,8.67
kommun,2303,,KF,C,24.3
kommun,2303,,KF,KD,3.52
kommun,2303,,KF,M,6.02
kommun,2303,,KF,S,37.94
kommun,2303,,KF,SD,13.37
kommun,2303,,KF,V,4.43
kommun,2305,,KF,C,22.68
kommun,2305,,KF,Jämtlands Väl Bräcke,5.59
kommun,2305,,KF,KD,2.16
kommun,2305,,KF,M,13.95
kommun,2305,,KF,S,35.8
kommun,2305,,KF,SD,14.18
kommun,2305,,KF,V,4.58
kommun,2309,,KF,C,23.17
kommun,2309,,KF,Jämtlands Väl Krokom,3.38
kommun,2309,,KF,KD,4.82
kommun,2309,,KF,L,1.06
kommun,2309,,KF,M,15.68
kommun,2309,,KF,MP,3.45
kommun,2309,,KF,S,28.91
kommun,2309,,KF,SD,12.48
kommun,2309,,KF,V,6.89
kommun,2313,,KF,C,12.55
kommun,2313,,KF,KD,1.99
kommun,2313,,KF,M,21.57
kommun,2313,,KF,Rättvis Demokrati,3.31
kommun,2313,,KF,S,36.76
kommun,2313,,KF,SD,15.78
kommun,2313,,KF,V,6.04
kommun,2321,,KF,C,16.3
kommun,2321,,KF,KD,2.67
kommun,2321,,KF,M,11.18
kommun,2321,,KF,MP,10.63
kommun,2321,,KF,S,25.94
kommun,2321,,KF,SD,7.39
kommun,2321,,KF,V,4.3
kommun,2321,,KF,Västjämtlands Väl,20.57
kommun,2326,,KF,Bergspartiet,3.48
kommun,2326,,KF,C,10.96
kommun,2326,,KF,KD,1.43
kommun,2326,,KF,M,26.41
kommun,2326,,KF,S,39.66
kommun,2326,,KF,SD,12.9
kommun,2326,,KF,V,3.73
kommun,2361,,KF,C,12.27
kommun,2361,,KF,Folkets röst - VOX humana,8.56
kommun,2361,,KF,Härjedalspartiet,6.42
kommun,2361,,KF,KD,3.07
kommun,2361,,KF,L,7.79
kommun,2361,,KF,M,15.04
kommun,2361,,KF,S,27.63
kommun,2361,,KF,SD,12.13
kommun,2361,,KF,V,5.86
kommun,2380,,KF,C,14.33
kommun,2380,,KF,KD,7.52
kommun,2380,,KF,L,3.17
kommun,2380,,KF,M,15.24
kommun,2380,,KF,MP,4.06
kommun,2380,,KF,S,37.83
kommun,2380,,KF,SD,10.12
kommun,2380,,KF,V,7.12
kommun,2401,,KF,C,31.45
kommun,2401,,KF,KD,6.93
kommun,2401,,KF,L,5.32
kommun,2401,,KF,M,11.49
kommun,2401,,KF,MP,1.41
kommun,2401,,KF,S,26.11
kommun,2401,,KF,SD,8.73
kommun,2401,,KF,V,8.34
kommun,2403,,KF,C,12.12
kommun,2403,,KF,KD,13.85
kommun,2403,,KF,M,27.23
kommun,2403,,KF,S,30.43
kommun,2403,,KF,SD,12.78
kommun,2403,,KF,V,2.33
kommun,2404,,KF,C,15.15
kommun,2404,,KF,KD,8.01
kommun,2404,,KF,M,23.07
kommun,2404,,KF,MP,1.64
kommun,2404,,KF,S,38.95
kommun,2404,,KF,SD,7.51
kommun,2404,,KF,V,4.91
kommun,2409,,KF,C,26.98
kommun,2409,,KF,KD,3.79
kommun,2409,,KF,Kommunistiska Partiet,1.09
kommun,2409,,KF,M,9.9
kommun,2409,,KF,MP,1.67
kommun,2409,,KF,S,42.71
kommun,2409,,KF,SD,7.92
kommun,2409,,KF,V,4.81
kommun,2417,,KF,C,1.11
kommun,2417,,KF,KD,17.35
kommun,2417,,KF,L,6.01
kommun,2417,,KF,M,17.51
kommun,2417,,KF,S,44.97
kommun,2417,,KF,SD,5.73
kommun,2417,,KF,V,7.04
kommun,2418,,KF,KD,1.11
kommun,2418,,KF,L,14.38
kommun,2418,,KF,M,3.23
kommun,2418,,KF,Malålistan,16.0
kommun,2418,,KF,S,28.71
kommun,2418,,KF,SD,5.52
kommun,2418,,KF,V,29.93
kommun,2421,,KF,C,12.6
kommun,2421,,KF,KD,7.41
kommun,2421,,KF,Kommunlistan,3.94
kommun,2421,,KF,L,8.63
kommun,2421,,KF,M,9.49
kommun,2421,,KF,MP,1.11
kommun,2421,,KF,S,28.62
kommun,2421,,KF,SD,11.3
kommun,2421,,KF,V,16.76
kommun,2422,,KF,C,11.66
kommun,2422,,KF,KD,1.45
kommun,2422,,KF,M,14.41
kommun,2422,,KF,S,35.52
kommun,2422,,KF,V,35.86
kommun,2425,,KF,C,14.53
kommun,2425,,KF,KD,3.1
kommun,2425,,KF,L,17.36
kommun,2425,,KF,S,35.95
kommun,2425,,KF,SD,22.04
kommun,2425,,KF,V,5.51
kommun,2460,,KF,C,17.16
kommun,2460,,KF,KD,7.19
kommun,2460,,KF,L,1.7
kommun,2460,,KF,M,14.67
kommun,2460,,KF,MP,4.28
kommun,2460,,KF,S,35.32
kommun,2460,,KF,SD,9.68
kommun,2460,,KF,V,9.81
kommun,2462,,KF,C,11.0
kommun,2462,,KF,KD,22.38
kommun,2462,,KF,M,9.17
kommun,2462,,KF,Politiskt Alternativ,6.59
kommun,2462,,KF,S,27.86
kommun,2462,,KF,SD,10.92
kommun,2462,,KF,V,10.87
kommun,2463,,KF,C,19.99
kommun,2463,,KF,L,8.88
kommun,2463,,KF,M,2.28
kommun,2463,,KF,S,41.27
kommun,2463,,KF,V,6.85
kommun,2463,,KF,Åselepartiet,19.49
kommun,2480,,KF,C,7.94
kommun,2480,,KF,Demokratiska Sekulära Socialister Arbetarpartiet,3.5
kommun,2480,,KF,KD,3.46
kommun,2480,,KF,L,3.77
kommun,2480,,KF,M,17.64
kommun,2480,,KF,MP,6.41
kommun,2480,,KF,S,36.48
kommun,2480,,KF,SD,6.47
kommun,2480,,KF,V,13.28
kommun,2481,,KF,C,4.18
kommun,2481,,KF,KD,30.08
kommun,2481,,KF,L,4.22
kommun,2481,,KF,M,13.66
kommun,2481,,KF,MP,1.33
kommun,2481,,KF,S,35.34
kommun,2481,,KF,SD,5.93
kommun,2481,,KF,V,5.15
kommun,2482,,KF,C,8.9
kommun,2482,,KF,KD,5.48
kommun,2482,,KF,L,2.99
kommun,2482,,KF,M,17.14
kommun,2482,,KF,MP,3.74
kommun,2482,,KF,S,42.78
kommun,2482,,KF,SD,10.1
kommun,2482,,KF,V,8.33
kommun,2505,,KF,C,19.71
kommun,2505,,KF,KD,1.28
kommun,2505,,KF,L,4.5
kommun,2505,,KF,M,5.41
kommun,2505,,KF,S,41.09
kommun,2505,,KF,SD,13.4
kommun,2505,,KF,V,14.33
kommun,2506,,KF,C,7.98
kommun,2506,,KF,Folkinitiativet Arjeplog,28.97
kommun,2506,,KF,L,11.4
kommun,2506,,KF,M,1.02
kommun,2506,,KF,S,40.07
