valtyp,omrade,parti,ordning,namn
KF,0114,C,1,Vuksan Rovcanin
KF,0114,C,2,Mikael Schmidt
KF,0114,C,3,Merima Meshkan
KF,0114,C,4,Johannes Wikman Franke
KF,0114,C,5,Natalie Rovcanin
KF,0114,C,6,Mirha Meshkan
KF,0114,C,7,Luigi Ferrara
KF,0114,C,8,Samuli Pärssinen
KF,0114,C,9,Sören Lundgren
KF,0114,C,10,Arash Hojabi
KF,0114,C,11,Leena Bergström
KF,0114,C,12,Adrian Grad
KF,0114,C,13,Anders Carne
KF,0114,C,14,Ferit Pek
KF,0114,C,15,Vafa Sadat Farizani
KF,0114,C,16,Claudia Zeballos Paz
KF,0114,C,17,Guido Arteaga
KF,0114,C,18,Madeleine Svärd
KF,0114,C,19,Chamiram Cacan
KF,0114,KD,1,Maria Fälth
KF,0114,KD,2,Kristina Klempt
KF,0114,KD,3,Aleksandra Grbic
KF,0114,KD,4,Lars Tunkrans
KF,0114,KD,5,Lucas Ibrahim
KF,0114,KD,6,Carina Halfvards-Erneborg
KF,0114,KD,7,Peter Larsson
KF,0114,KD,8,Dag Roslund
KF,0114,KD,9,Magda Ayoub
KF,0114,KD,10,Jon Niklasson
KF,0114,KD,11,Ismo Salmi
KF,0114,KD,12,Vivianne Mourad
KF,0114,KD,13,Kristina Daun
KF,0114,KD,14,Hannes Eliasstam
KF,0114,KD,15,Karl Isaksson
KF,0114,KD,16,Göran Zetterlund
KF,0114,KD,17,Tommy Fälth
KF,0114,KD,18,Raouf Ayoub
KF,0114,KD,19,Mikael Wallin
KF,0114,KD,20,Olof Granström
KF,0114,L,1,Emelie Voetmann
KF,0114,L,2,Per Nelson
KF,0114,L,3,Margareta Hamark
KF,0114,L,4,Caroline Eibrand
KF,0114,L,5,Nils Eriksson
KF,0114,L,6,Lena Tuomisto
KF,0114,L,7,Eila Bromme
KF,0114,L,8,Sonja Tigonen
KF,0114,L,9,Patrick Harper
KF,0114,L,10,Ann-Cathrin Nylund Larsson
KF,0114,L,11,Torsten Hemph
KF,0114,L,12,Francis Opondo
KF,0114,L,13,Karl-Gustav Niska
KF,0114,L,14,Kjell Eriksson
KF,0114,L,15,Elin Ekblom
KF,0114,L,16,Rolf Bromme
KF,0114,L,17,Sten Deutgen
KF,0114,M,1,Oskar Weinmar
KF,0114,M,2,Hanna Broberg
KF,0114,M,3,Christine Hanefalk
KF,0114,M,4,Åke Roth
KF,0114,M,5,Somar Koria
KF,0114,M,6,Hans Karlbom
KF,0114,M,7,Katja Salmi
KF,0114,M,8,Olof Andersson
KF,0114,M,9,Melinda Khan
KF,0114,M,10,Per-Erik Kanström
KF,0114,M,11,Johan Adler
KF,0114,M,12,Sofia Roberg
KF,0114,M,13,Filip Filipsson
KF,0114,M,14,Nicole Santangelo
KF,0114,M,15,Adde Tjernberg
KF,0114,M,16,Emma Rauf-Otworowski
KF,0114,M,17,Jonas Hård
KF,0114,M,18,Amanuel Kflemariam
KF,0114,M,19,Emy Chinette
KF,0114,M,20,Kenneth Brynolfsson
KF,0114,M,21,Johan Damström
KF,0114,M,22,Jan-Olof Eriksson
KF,0114,M,23,Leo Salmi
KF,0114,M,24,Lovisa Tjernberg
KF,0114,M,25,Steve Cedergren
KF,0114,M,26,Daniel Deffa
KF,0114,M,27,Gunilla Ridström
KF,0114,M,28,Stefan Hjort
KF,0114,M,29,Christina Hansson
KF,0114,M,30,Marcus Henningsson
KF,0114,M,31,Tristan Lundberg
KF,0114,M,32,Bengt Pålsson
KF,0114,M,33,Nils Rydén
KF,0114,M,34,Ole Kjaer
KF,0114,M,35,Louise Perulf
KF,0114,M,36,Klas Lindström
KF,0114,M,37,Milan Djenadija
KF,0114,M,38,Bo Isaksson
KF,0114,M,39,Aija Henningsson
KF,0114,M,40,Besim Ego
KF,0114,M,41,Marko Engman
KF,0114,M,42,Magnus Lagerkvist
KF,0114,M,43,Sven-Arne Ryberg
KF,0114,M,44,Thorbjörn Ström
KF,0114,M,45,Yvonne Lagerkvist
KF,0114,M,46,Åke Boström
KF,0114,M,47,Tobias Bergquist
KF,0114,M,48,Anette Aldengård
KF,0114,M,49,Victoria Trygg
KF,0114,M,50,Ladycyl Parungao Andersson
KF,0114,M,51,Tommy Hellström
KF,0114,M,52,Martin Ellingsson
KF,0114,M,53,Elsa Wallström
KF,0114,M,54,Robert Roberg
KF,0114,M,55,Fadi Johanen
KF,0114,M,56,Christoffer Danielsson
KF,0114,M,57,Daniel Hedlund
KF,0114,M,58,Marianne Sandberg
KF,0114,M,59,Jessica Kjaer Larsson
KF,0114,MP,1,Maria Tuvesson
KF,0114,MP,2,Edde Laitamaa
KF,0114,MP,3,Nicky Wahlström
KF,0114,MP,4,Emmie Jonson
KF,0114,MP,5,Nina Lovén
KF,0114,MP,6,Ulf Åström
KF,0114,MP,7,Kristina Almlöf
KF,0114,MP,8,Andres Veide
KF,0114,MP,9,Kristina Hellqvist
KF,0114,MP,10,Joakim Kroksson
KF,0114,MP,11,Frida Lundgren
KF,0114,MP,12,Christine Arrhenius
KF,0114,MP,13,Mathias Hermansson
KF,0114,MP,14,Petra Palmqvist
KF,0114,MP,15,Ingela Melkersson
KF,0114,MP,16,Lennart Olsen
KF,0114,S,1,Mathias Bohman
KF,0114,S,2,Suzanne Granqvist Enell
KF,0114,S,3,Fredrik Örn
KF,0114,S,4,Barbro Brolin
KF,0114,S,5,Elias Wessel
KF,0114,S,6,Ann-Christin Jyttner
KF,0114,S,7,Jakob Gustafsson
KF,0114,S,8,Anna Rosenkvist
KF,0114,S,9,Wassi Azizi
KF,0114,S,10,Christina Norlin Mistander
KF,0114,S,11,Kenneth Magnusson
KF,0114,S,12,Erika Fransson
KF,0114,S,13,John Andersson
KF,0114,S,14,Kirsi Salomäki
KF,0114,S,15,Ibrahim Abdallah
KF,0114,S,16,Charlotta Lind
KF,0114,S,17,Björn Lundin
KF,0114,S,18,Huma Abdullah
KF,0114,S,19,Lars Rande
KF,0114,S,20,Lena Persson
KF,0114,S,21,Gert Lindström
KF,0114,S,22,Brittany Tarbier
KF,0114,S,23,Ludvig Vigren
KF,0114,S,24,Berith Brorsson Söderström
KF,0114,S,25,Oscar Saur Hedlund
KF,0114,S,26,Mari Leach
KF,0114,S,27,Bülent Curku
KF,0114,S,28,Arezo Rojhan
KF,0114,S,29,Christer Rosell
KF,0114,S,30,Jessica Kuma
KF,0114,S,31,Fadi Alhousari
KF,0114,S,32,Sofia Ilola
KF,0114,S,33,Viktor Nyberg
KF,0114,S,34,Vanja Edwinson
KF,0114,S,35,Anders Jansson
KF,0114,S,36,Safaa Msaddaq
KF,0114,S,37,Torbjörn Jonsson
KF,0114,S,38,Eva Lindén
KF,0114,S,39,Rickard Rocklind
KF,0114,S,40,Halyna Hlushko
KF,0114,S,41,Stefan Leiding
KF,0114,S,42,Ingalill Nygren
KF,0114,S,43,Sam Sandberg
KF,0114,S,44,Ingalill Norlin
KF,0114,S,45,Triantafillos Bakiris
KF,0114,S,46,Ann-Mari Rosén
KF,0114,S,47,Arne Norr
KF,0114,S,48,Birgitta Engstrand
KF,0114,S,49,Jonas Palmborg
KF,0114,S,50,Azadeh Rojhan
KF,0114,S,51,Ann-Christin Martens
KF,0114,S,52,Halina Norberg
KF,0114,S,53,Jessica Leiding
KF,0114,SD,1,Samuel Stephan
KF,0114,SD,2,Tindra Hasslerot Forsberg
KF,0114,SD,3,Peter Lindqvist
KF,0114,SD,4,Ludvig Aspling
KF,0114,SD,5,Anu Martinviita
KF,0114,SD,6,Fredric Tibblin
KF,0114,SD,7,Lea Eriksson
KF,0114,SD,8,Ann Cathrine Engström
KF,0114,SD,9,Gustaf Scotte
KF,0114,SD,10,Clifford Ovner
KF,0114,SD,11,John Engström
KF,0114,SD,12,Fredrik Wallin
KF,0114,SD,13,Gustav Holm
KF,0114,SD,14,Tilde Norberg
KF,0114,SD,15,Selin Najafi
KF,0114,SD,16,Mia Grahpe
KF,0114,SD,17,Christos Amiridis
KF,0114,SD,18,Jonny Forsberg
KF,0114,SD,19,Magnus Wallin
KF,0114,SD,20,Philip Hasslerot Forsberg
KF,0114,SD,21,Nina Lindqvist
KF,0114,SD,22,Josefina Forstén
KF,0114,SD,23,Christoffer Rickard Thomasson
KF,0114,SD,24,Stefan Stjernberg
KF,0114,SD,25,Md Adnan Hossain
KF,0114,SD,26,Mehrdad Ghobadi Pasha
KF,0114,SD,27,Anders Hägg
KF,0114,SD,28,Erland Renström
KF,0114,SD,29,Jan Björkebaum
KF,0114,V,1,Päivi Vilmi
KF,0114,V,2,Tove Ovsiannikov
KF,0114,V,3,Leif Bejhed
KF,0114,V,4,Faranak Ahmadmokhberi
KF,0114,V,5,Linnea Thurfjell
KF,0114,V,6,Magnus Lagerstedt Boberg
KF,0114,V,7,Mark-Amadeus Chivu
KF,0114,V,8,Kamal Schtaie
KF,0114,V,9,Olvido Alvarez
KF,0114,V,10,Daniel Lundström Ramirez
KF,0114,V,11,Svenning Nilsson
KF,0114,V,12,Katayoun Sobhani
KF,0114,V,13,Kent Bülow
KF,0114,V,14,Emma Josefina Lindberg
KF,0114,V,15,Eva Larson
KF,0114,V,16,Simon Thurfjell
KF,0114,V,17,AnnMarie Johansson Sahlin
KF,0114,V,18,Maud Härleman
KF,0114,V,19,Klara Karlsson
KF,0114,V,20,Emil Flodin Degerström
KF,0114,V,21,Barbro Silfver
KF,0114,V,22,Karin Rosberg
KF,0114,V,23,Feline Flodin
KF,0114,V,24,Anneli Andersson
KF,0115,C,1,John Droguett
KF,0115,C,2,Jenny Stenberg
KF,0115,C,3,Torbjörn Einarsson
KF,0115,C,4,Ingrid Andersson
KF,0115,C,5,Patrik Lundholm
KF,0115,C,6,Camilla Dahlbeck
KF,0115,C,7,Christian Ekdahl
KF,0115,C,8,Linda Zeldenrust Dahlbeck
KF,0115,C,9,Lars Carlsson
KF,0115,C,10,Emil Dahlin
KF,0115,C,11,Caroline Lindgren
KF,0115,C,12,Christian Castenskiold
KF,0115,C,13,Lisen Sundh
KF,0115,C,14,Hanna Stenegren
KF,0115,C,15,Antonio Paras
KF,0115,C,16,Erika Nordell
KF,0115,C,17,Elisabeth Rydström
KF,0115,C,18,Bengt Dahlbeck
KF,0115,C,19,Anne-Marie Krafft Karlsson
KF,0115,C,20,Farhad Abdi Aghleboub
KF,0115,C,21,Åke Ekermo
KF,0115,C,22,Ulf Stenberg
KF,0115,C,23,Björn Furugren Beselin
KF,0115,C,24,Lars Elis Ekeberg
KF,0115,C,25,Håkan Mossberg
KF,0115,C,26,Hanna Ekström
KF,0115,C,27,Johan Lindgren
KF,0115,C,28,Åke Uddén
KF,0115,KD,1,Michel Louis
KF,0115,KD,2,Sofie Adlerz
KF,0115,KD,3,Amanda Nordin
KF,0115,KD,4,Maud Mellström
KF,0115,KD,5,Per Forssberg
KF,0115,KD,6,Christina Carlsson
KF,0115,L,1,Susanne Säfström-Markebjer
KF,0115,L,2,Ylva Tamm
KF,0115,L,3,Peter Kaiser
KF,0115,L,4,Marcus Palm
KF,0115,L,5,Daniel Säfström
KF,0115,L,6,Elin Hall
KF,0115,L,7,Jimmy Ullgren
KF,0115,L,8,Petrus Jansson
KF,0115,L,9,Cajsa Öryd
KF,0115,L,10,Angelika Tomic
KF,0115,L,11,Staffan Modig
KF,0115,L,12,Jörgen Hellberg
KF,0115,L,13,Erik Ideström
KF,0115,M,1,Johan Skog
KF,0115,M,2,Camilla Blacker Wallinsson
KF,0115,M,3,Ray Idermark
KF,0115,M,4,Anna Frisell
KF,0115,M,5,Tommy Schiött
KF,0115,M,6,Alexandra Herlin
KF,0115,M,7,Olle Nordberg
KF,0115,M,8,Parisa Liljestrand
KF,0115,M,9,Bo Landström
KF,0115,M,10,Christina Birger
KF,0115,M,11,Algot Arksand
KF,0115,M,12,Ewa Thorin
KF,0115,M,13,Lars Åsberg
KF,0115,M,14,Anastasiya Aletto
KF,0115,M,15,Noel Elmberg
KF,0115,M,16,Mikael Karlstein
KF,0115,M,17,Vincent Kivistik Wallinsson
KF,0115,M,18,Anneli Vuojärvi
KF,0115,M,19,Carl-Arne Malmberg
KF,0115,M,20,Margareta Svanström
KF,0115,M,21,Per Toverud
KF,0115,M,22,Clara Kivistik Wallinsson
KF,0115,M,23,Anton Edin
KF,0115,M,24,Gustaf Andersson
KF,0115,M,25,Johan Fagerlund Sjöberg
KF,0115,M,26,Kjell Björn
KF,0115,M,27,Robert Lee
KF,0115,M,28,Edwin Gines Arrunategui
KF,0115,M,29,Ove Eriksson
KF,0115,M,30,Emil Jansson
KF,0115,M,31,Erik Kullander
KF,0115,M,32,Katarina Grip
KF,0115,M,33,Maria Schiött
KF,0115,M,34,Maria Östfalk
KF,0115,M,35,Göran Heidmark
KF,0115,M,36,Lars Vargö
KF,0115,M,37,Måns Blacker
KF,0115,M,38,Göran Eriksson
KF,0115,M,39,Brian Tomaszewski
KF,0115,M,40,Mats Thorin
KF,0115,M,41,Britt-Marie Heidmark
KF,0115,M,42,Alexander Åsberg
KF,0115,M,43,Anton Dunsäter-Mustafic
KF,0115,M,44,Caj Herlin
KF,0115,M,45,Peter Wieslander
KF,0115,M,46,Tony Löflund
KF,0115,M,47,Andreas Blomqvist
KF,0115,M,48,Elwe Viktor Nilsson
KF,0115,M,49,Raimo Vuojärvi
KF,0115,MP,1,Jenny Thörnberg
KF,0115,MP,2,Josefin Isaksson
KF,0115,MP,3,Robert Östling
KF,0115,MP,4,Jennie Bergenholtz
KF,0115,MP,5,Nicklas Steorn
KF,0115,MP,6,Jenny Liljenström
KF,0115,MP,7,Jonas Vistedt
KF,0115,MP,8,Sofie Håkansson
KF,0115,MP,9,Reza Doulati
KF,0115,MP,10,Anki Johansson
KF,0115,MP,11,Lennart Nilsfors
KF,0115,MP,12,Isabella Cederdahl
KF,0115,MP,13,Peter Bergmiller
KF,0115,MP,14,Paula Radtke
KF,0115,MP,15,Magnus Thörnberg
KF,0115,MP,16,Ingrid Rost Rosander
KF,0115,MP,17,Bengt Båvegård
KF,0115,MP,18,Margareta Lundberg
KF,0115,MP,19,Rasmus Neideman
KF,0115,MP,20,Ida Thörnberg
KF,0115,MP,21,Jan Lekemark
KF,0115,MP,22,Lars Nordesjö
KF,0115,MP,23,Staffan Rosander
KF,0115,S,1,Jerri Bergström
KF,0115,S,2,Anna Collin Lidesköld
KF,0115,S,3,Salam Bashi
KF,0115,S,4,Anne-Louise Vintberger
KF,0115,S,5,Nicklas Svensson
KF,0115,S,6,Bianca Jinga
KF,0115,S,7,Adam Westerberg
KF,0115,S,8,Eva Asplund
KF,0115,S,9,Felix Gravél
KF,0115,S,10,Mikaela Skoglind
KF,0115,S,11,Kenneth Bylund
KF,0115,S,12,Elin Asplund
KF,0115,S,13,Henrik Eklund
KF,0115,S,14,Sandra Rudeberg
KF,0115,S,15,Ulf Lundström
KF,0115,S,16,Anette Karlsson
KF,0115,S,17,Toma Jinga
KF,0115,S,18,Marita Ljungberg
KF,0115,S,19,Krister Stenman
KF,0115,S,20,Lena Lantz
KF,0115,S,21,Thomas Arctaedius
KF,0115,S,22,Irene Rybrink
KF,0115,S,23,Jan-Erik Forsberg
KF,0115,S,24,Agneta Wiberg
KF,0115,S,25,Ronak Prajapati
KF,0115,S,26,Helena Vakk
KF,0115,S,27,Bengt Skogert
KF,0115,S,28,Maria Fosselius
KF,0115,S,29,Marcus Lundgren
KF,0115,S,30,Amanda Eriksson Höök
KF,0115,S,31,Ulf Nordlinder
KF,0115,S,32,Nike Almqvist
KF,0115,S,33,Mats Hedrenius
KF,0115,S,34,Birgitta Hansson
KF,0115,S,35,Sven-Olof Ekström
KF,0115,S,36,Susan Moradi
KF,0115,S,37,Rose-Mari Gusfors
KF,0115,S,38,Ingrid Karlsson
KF,0115,S,39,Ann-Louise Lundkvist
KF,0115,S,40,Henny Roskvist Åberg
KF,0115,S,41,Hans Strandin
KF,0115,SD,1,Martin Siltanen
KF,0115,SD,2,Fredrik Lindahl
KF,0115,SD,3,Mats Hellberg
KF,0115,SD,4,Hans Jedlin
KF,0115,SD,5,William Bloom
KF,0115,SD,6,Ulf Eriksson
KF,0115,SD,7,Ludmila Onkamo
KF,0115,SD,8,Jan Olsson
KF,0115,SD,9,David Lång
KF,0115,SD,10,Anders Edqvist
KF,0115,SD,11,Joakim Oskarsson
KF,0115,SD,12,Björn Bryggman
KF,0115,SD,13,Oskar Snellman
KF,0115,SD,14,Emma Nola
KF,0115,SD,15,inte lämnat förklaring
KF,0115,SD,16,Conny Nordström
KF,0115,SD,17,Esbjörn Holm
KF,0115,SD,18,Vivianne Harrysson
KF,0115,SD,19,André Nylén
KF,0115,SD,20,Carina Hellberg
KF,0115,SD,21,Elisabeth Karlsson
KF,0115,SD,22,Pia Jacobsson
KF,0115,SD,23,Erik Wetterling
KF,0115,SD,24,Mikael Jacobsson
KF,0115,SD,25,Peter Neretnieks
KF,0115,SD,26,Anna Thilander
KF,0115,SD,27,Lars Karlsson
KF,0115,SD,28,Sebastian Vågberg
KF,0115,SD,29,Erik Jacobsson
KF,0115,SD,30,Elizabeth Holm
KF,0115,SD,31,Patrick Harrysson
KF,0115,V,1,Gunnar Bergström
KF,0115,V,2,Ulf Sellgren
KF,0115,V,3,Jelena Klemesova
KF,0115,V,4,Cecilia Hautmann
KF,0115,V,5,Ruth Honorato Nathorst-Westfelt
KF,0115,V,6,Annamaria Åhlin
KF,0115,V,7,Johan Fagerhem
KF,0115,V,8,Frida Fagerhem
KF,0115,V,9,Svein Tryti
KF,0115,V,10,Inger Larsson
KF,0115,V,11,Lena Lundgren
KF,0115,V,12,Christina Ohlsson
KF,0117,C,1,Isa Marttasdotter-Wiman
KF,0117,C,2,Ingemar Eriksson
KF,0117,C,3,Joakim Tyrsköld
KF,0117,C,4,Michaela Haga
KF,0117,C,5,Michael Solander
KF,0117,C,6,Björn Pålhammar
KF,0117,C,7,Christian Jacobsen
KF,0117,C,8,Bo Lundin
KF,0117,C,9,Hubertus Videgård
KF,0117,C,10,Ewa Eriksson Tomaszewski
KF,0117,C,11,Henrik Olsson
KF,0117,C,12,Ebba Zeno
KF,0117,C,13,Monica Hinders
KF,0117,C,14,Annette Denborg
KF,0117,C,15,Fredrik Simonsson
KF,0117,C,16,Jonas Andreasson
KF,0117,C,17,Annika Simonsson
KF,0117,C,18,Håkan Stolt
KF,0117,KD,1,Arne Ekstrand
KF,0117,KD,2,Magnus Hultgren
KF,0117,KD,3,Mikael Ottosson
KF,0117,KD,4,Maria Ullenius
KF,0117,KD,5,Sofia Narup
KF,0117,KD,6,Mikael Garp
KF,0117,KD,7,Kerstin Sundberg
KF,0117,KD,8,Margret Okhiria
KF,0117,KD,9,Kenneth Drake af Hagelsrum
KF,0117,KD,10,inte lämnat förklaring
KF,0117,KD,11,Birgitta Holm
KF,0117,KD,12,Lennart Berneklint
KF,0117,KD,13,Marika Ahlsell
KF,0117,KD,14,Franz Heinel
KF,0117,KD,15,Bodil Östman
KF,0117,KD,16,Karl Hellberg
KF,0117,KD,17,Claes Robell
KF,0117,KD,18,Maria Olin
KF,0117,KD,19,Herman Strid
KF,0117,KD,20,Lisbet Magnusson
KF,0117,KD,21,Magnus Nilsson
KF,0117,KD,22,Britt Marie Sannegård
KF,0117,KD,23,Jan Winberg
KF,0117,KD,24,Magdaléne Ottosson
KF,0117,KD,25,Per Palm
KF,0117,KD,26,Marie Samuelsson
KF,0117,KD,27,Stellan Bennich
KF,0117,L,1,Mathias Lindow
KF,0117,L,2,Monica Kjellman
KF,0117,L,3,Gunnar Widforss
KF,0117,L,4,Rebecca Bengtsson
KF,0117,L,5,Jessica B. Wahlström
KF,0117,L,6,Thomas Kjellman
KF,0117,L,7,Ritva Elg
KF,0117,L,8,Richard Sundberg
KF,0117,L,9,Bertil Olin
KF,0117,L,10,Eva Thorén
KF,0117,L,11,Sven Hugosson
KF,0117,L,12,Hans-Dieter Janecke
KF,0117,L,13,Veronica Morén
KF,0117,L,14,Björn Langley
KF,0117,L,15,Gilbert Lindow
KF,0117,L,16,Magnus Ingemars
KF,0117,L,17,Karina Liedberg
KF,0117,L,18,Håkan Borg
KF,0117,L,19,Lennart Elg
KF,0117,M,1,Richard Orgård
KF,0117,M,2,Jennie Norlin
KF,0117,M,3,Celine Alfredsson
KF,0117,M,4,Isabelle Jäger
KF,0117,M,5,Johan Boström
KF,0117,M,6,Lisa Tingström
KF,0117,M,7,Hampus Andersson
KF,0117,M,8,Hampe Klein
KF,0117,M,9,Michaela Fletcher
KF,0117,M,10,Ingela Gardner Sundström
KF,0117,M,11,Conny Söderström
KF,0117,M,12,Mats Höjbrant
KF,0117,M,13,Jeanette Widén
KF,0117,M,14,Axel Wester
KF,0117,M,15,Christina Funhammar
KF,0117,M,16,Kenneth Netterström
KF,0117,M,17,Axel Conradi
KF,0117,M,18,Anneli Hogreve
KF,0117,M,19,Christopher Ljustermo
KF,0117,M,20,Clara Hippe Wågefjell
KF,0117,M,21,Camilla Klein
KF,0117,M,22,Zarah Sjökvist
KF,0117,M,23,Liselotte Holmgren
KF,0117,M,24,Linus Flodén
KF,0117,M,25,Gunnar Hallberg
KF,0117,M,26,Anneli Widén
KF,0117,M,27,Joakim Lundberg
KF,0117,M,28,Bror Jansson
KF,0117,M,29,Johan Carselind
KF,0117,M,30,Gunnar Fristedt
KF,0117,M,31,Yvonne Stare
KF,0117,M,32,Greger Mellbert
KF,0117,M,33,David Cheraghi
KF,0117,M,34,Bengt Holm
KF,0117,M,35,Eva Feldt
KF,0117,M,36,Peter Bramstedt
KF,0117,M,37,Pelle Isroth
KF,0117,M,38,Magnus Wester
KF,0117,M,39,Stefan Flöjt
KF,0117,M,40,Sören Ahlstedt
KF,0117,M,41,Karin Westlin Sand
KF,0117,M,42,Maria Blomqvist
KF,0117,M,43,Peter Schwinn
KF,0117,M,44,Lars Biertz
KF,0117,M,45,Björn Winnerfeldt
KF,0117,M,46,Fredrik Rosengren
KF,0117,M,47,Susanna Frithiof
KF,0117,M,48,Peter Rönnlund
KF,0117,M,49,Joachim Holmqwist
KF,0117,M,50,Jonas Frykhult
KF,0117,MP,1,Sigrid Walve
KF,0117,MP,2,Kenneth Johansson
KF,0117,MP,3,Gustav Alfredsson
KF,0117,MP,4,Adam Gjerdrum
KF,0117,MP,5,Mattias Lafvas
KF,0117,MP,6,Monique Stalås Hörnsten
KF,0117,MP,7,Siv Stjernborg
KF,0117,MP,8,Andrew Merrie
KF,0117,MP,9,Hedvig Löf
KF,0117,MP,10,Marion Ehmann
KF,0117,MP,11,Björn Schulte-Herbrüggen
KF,0117,MP,12,Tomas Krebs
KF,0117,MP,13,Peter Ekeroth
KF,0117,MP,14,Britt-Marie Rossiter
KF,0117,MP,15,Emilia Ergin
KF,0117,MP,16,Helfrid Schulte-Herbrüggen
KF,0117,MP,17,Elisabet Wallgren
KF,0117,MP,18,Elias Walve
KF,0117,MP,19,Jakob Walve
KF,0117,MP,20,Lars Magnusson
KF,0117,MP,21,Britt-Marie Loddby
KF,0117,MP,22,Lars Graf
KF,0117,S,1,Sofia Almgren Johansson
KF,0117,S,2,Mats Lundström
KF,0117,S,3,Emma Hammenstig
KF,0117,S,4,Lars Frid
KF,0117,S,5,Kristina Embäck
KF,0117,S,6,Nimesh Chouhan
KF,0117,S,7,Ann Pargell
KF,0117,S,8,Noah Samsioe
KF,0117,S,9,Jenny Hammenstig
KF,0117,S,10,Dan Jonsson
KF,0117,S,11,Maria Englund
KF,0117,S,12,Jordin Williams
KF,0117,S,13,Ingela Westerlund
KF,0117,S,14,Anders Pettersson
KF,0117,S,15,Karolina Junel
KF,0117,S,16,Alexander Saviharju
KF,0117,S,17,Elin Davidsson
KF,0117,S,18,Roger Lindahl
KF,0117,S,19,Marie Ende
KF,0117,S,20,Jonas Bergqvist
KF,0117,S,21,inte lämnat förklaring
KF,0117,S,22,Cornelius Raapke-Eckert
KF,0117,S,23,Valentina Mujkic
KF,0117,S,24,Tomas Wård
KF,0117,S,25,Wafa von Treskow
KF,0117,S,26,Ivar Bergqvist
KF,0117,S,27,Frida Hultqvist Wård
KF,0117,S,28,Lars Westerlund
KF,0117,S,29,Gunilla Niss
KF,0117,S,30,Per Persson
KF,0117,S,31,Lizette Holm
KF,0117,S,32,Urban Petersson
KF,0117,S,33,Katinka Vikingsen
KF,0117,S,34,Jens Saverstam
KF,0117,S,35,Minèa Bergqvist
KF,0117,S,36,Ola Hammenstig
KF,0117,S,37,Clara Hultqvist
KF,0117,S,38,Krister Wicander
KF,0117,S,39,Marita Säfström
KF,0117,S,40,Anna Samsioe
KF,0117,SD,1,Michael Engelberg
KF,0117,SD,2,Annika Lilius
KF,0117,SD,3,Angelo Strandberg
KF,0117,SD,4,Leif Haag
KF,0117,SD,5,Zazza Carlén
KF,0117,SD,6,Leif Hermansson
KF,0117,SD,7,Toni Schelin
KF,0117,SD,8,Göran Karlsson
KF,0117,SD,9,Göran Westrin
KF,0117,SD,10,Caj Johansson
KF,0117,SD,11,Alex Gorton
KF,0117,SD,12,Karl Johansson
KF,0117,SD,13,Gerth Axner
KF,0117,SD,14,Mikael Rubach
KF,0117,SD,15,Inga Nyström
KF,0117,SD,16,Håkan Dahlberg
KF,0117,SD,17,Anders Borelid
KF,0117,V,1,Norma Aznar
KF,0117,V,2,Francisco Contreras
KF,0117,V,3,Anna Hamnström
KF,0117,V,4,Golriz Kamangar
KF,0117,V,5,Daniel Contreras Aznar
KF,0117,V,6,Love Hörnsten
KF,0117,V,7,Amanda Elfström
KF,0117,V,8,Ed Vivenius
KF,0117,V,9,Mohadesa Hussaini
KF,0117,V,10,Carolina Ekman
KF,0117,V,11,Patrik Schylström
KF,0117,V,12,Daniel Estius
KF,0117,V,13,Anders Dahl
KF,0120,C,1,Kristina Lång
KF,0120,C,2,Miranda Ahlers
KF,0120,C,3,Peter Berg
KF,0120,C,4,Saana Nordvall
KF,0120,C,5,Charlotta Törnell Nivelius
KF,0120,C,6,Robinson Chu
KF,0120,C,7,Krister Wennberg
KF,0120,C,8,Diana Zetterberg Rogers
KF,0120,C,9,Johan Hedlund
KF,0120,C,10,Anette Snejbjerg
KF,0120,C,11,Sara Sjöström
KF,0120,C,12,Dag Boborg
KF,0120,C,13,Börje Larsson
KF,0120,C,14,Mattias Höglund
KF,0120,C,15,Charlotta Lindgren
KF,0120,C,16,Malin Dohlwitz-Strindlund
KF,0120,C,17,Vera Berg
KF,0120,C,18,Hans Lindqvist
KF,0120,C,19,Linda Jacobsson
KF,0120,C,20,Kerstin Malmström
KF,0120,KD,1,Jessica Becker
KF,0120,KD,2,Dan Wimund
KF,0120,KD,3,Ove Johansson
KF,0120,KD,4,Jan Boman
KF,0120,KD,5,Madeleine Stjernström
KF,0120,KD,6,Tobias Söderstedt
KF,0120,KD,7,Gabriella Bernhoff
KF,0120,KD,8,Linda Pierzynska Bergqvist
KF,0120,KD,9,Patrick Bernhoft Kampmann
KF,0120,KD,10,Urszula Felix
KF,0120,KD,11,Ulf Lindskog
KF,0120,KD,12,Maria Leeb
KF,0120,KD,13,Jonas Danson
KF,0120,KD,14,Ulf Kjellsson
KF,0120,KD,15,Jenny Sundelin
KF,0120,KD,16,Per-Olof Fransson
KF,0120,KD,17,Cecilia Nilsson
KF,0120,KD,18,Anita Elonen
KF,0120,KD,19,Ulrik Lindgren
KF,0120,KD,20,Viktoria Wiestål
KF,0120,KD,21,Hans Petersson
KF,0120,KD,22,Gunilla Nordström
KF,0120,KD,23,Peter Brännström
KF,0120,L,1,Amie Kronblad
KF,0120,L,2,Claes Landréus
KF,0120,L,3,Mats Ångmark
KF,0120,L,4,Robin Rosenberg
KF,0120,L,5,Lars-Erik Wåhlström
KF,0120,L,6,Harry Goldman
KF,0120,L,7,Elisabet Bjurner
