valtyp,omrade,parti,ordning,namn
KF,0163,M,25,Michael Bergman-Olson
KF,0163,M,26,Viktor Barthelson
KF,0163,M,27,Gella von Schoultz
KF,0163,M,28,Fredrik Lindstrand
KF,0163,M,29,Tommy Höijer
KF,0163,M,30,Joakim Stockhaus
KF,0163,M,31,Christian Bergqvist
KF,0163,M,32,Suzanne Sjölin
KF,0163,M,33,Håkan Westin
KF,0163,M,34,Ove Öhrn
KF,0163,M,35,"Karl-Gustav ""K-G"" Holmgren"
KF,0163,M,36,Anders Hultkvist
KF,0163,M,37,Per Liedberg
KF,0163,M,38,Peder Ekstrand
KF,0163,M,39,Erik Lundgren
KF,0163,M,40,Peter Gummesson
KF,0163,M,41,Helena Möller
KF,0163,M,42,Jan Lindmark
KF,0163,M,43,Malin Barthelson
KF,0163,M,44,Erica Carlsson
KF,0163,M,45,Martin Carlsson
KF,0163,M,46,Anesa Dzamastagic
KF,0163,M,47,Ulf Zettervall
KF,0163,M,48,Katarina Lovén Väistö
KF,0163,M,49,Marianne Lindmark Stjernswärd
KF,0163,M,50,Benkt Kullgard
KF,0163,MP,1,Peter Godlund
KF,0163,MP,2,Reza Etemad
KF,0163,MP,3,Åsa Berner
KF,0163,MP,4,Rosie Karlsson
KF,0163,MP,5,Joakim Nordlund
KF,0163,MP,6,Eje Sandberg
KF,0163,MP,7,Annika Gustafsson
KF,0163,MP,8,Ingrid Måhl
KF,0163,MP,9,Stefan Borg
KF,0163,MP,10,Ola Forssberg
KF,0163,MP,11,Sofia Söderlund
KF,0163,MP,12,Sara Falck-Jones
KF,0163,MP,13,Gunnar Blom
KF,0163,MP,14,Anna Hjelmstedt
KF,0163,MP,15,Valter Oom
KF,0163,MP,16,Mats Linder
KF,0163,MP,17,Jan Marklund
KF,0163,MP,18,Svante Söderquist
KF,0163,MP,19,Carl Holmberg
KF,0163,S,1,Anton Lindgren
KF,0163,S,2,Katarina Roa Godoy
KF,0163,S,3,Roger Sjöberg
KF,0163,S,4,Swapna Sharma
KF,0163,S,5,Joakim Jonsson
KF,0163,S,6,Anne Marie Leijon
KF,0163,S,7,Casper Widmark
KF,0163,S,8,Anna Emanuelsson
KF,0163,S,9,Per Malmquist
KF,0163,S,10,Hanna Kretz
KF,0163,S,11,Oscar Martinpelto
KF,0163,S,12,Alma Handzar
KF,0163,S,13,Juwanro Haddad
KF,0163,S,14,Britt Stålhandske
KF,0163,S,15,Richard Meyer
KF,0163,S,16,Hanna Amin Andersson
KF,0163,S,17,Johan Nybom
KF,0163,S,18,Natasha Chiapponi
KF,0163,S,19,Anders Fridfeldt
KF,0163,S,20,Maria Arkeby
KF,0163,S,21,Jonas Juntunen
KF,0163,S,22,Maria Danielsson
KF,0163,S,23,Homar Kadir
KF,0163,S,24,Irene Österberg
KF,0163,S,25,Robin Sjöberg
KF,0163,S,26,Emilie Sundbom
KF,0163,S,27,Cristian Roa Godoy
KF,0163,S,28,Karin Lundqvist
KF,0163,S,29,Kaj Karlberg
KF,0163,S,30,Jessica Carlsson
KF,0163,S,31,Micael Lénström
KF,0163,S,32,Nadire Dedic
KF,0163,S,33,Kari Nortemo
KF,0163,S,34,Siv Enström
KF,0163,S,35,Freddie Lundqvist
KF,0163,S,36,Anna Vikström
KF,0163,S,37,Jörgen Bäckström
KF,0163,S,38,Siv Gustavsson
KF,0163,S,39,Jon Artur Maddock Holte
KF,0163,S,40,Maj Sjöberg
KF,0163,S,41,Björn Brage Grön
KF,0163,S,42,Kerstin Magnusson
KF,0163,S,43,Abu Ahmed
KF,0163,S,44,Monika Hammarström
KF,0163,S,45,Stig Nyman
KF,0163,S,46,Ellika Cedergren
KF,0163,S,47,Budh Deo Sharma
KF,0163,S,48,Yuliya Zhuk
KF,0163,S,49,Aram Barseghyan
KF,0163,S,50,Gunilla Hultman
KF,0163,SD,1,Bo Ehlin
KF,0163,SD,2,Arne Nilsson
KF,0163,SD,3,Jan Holgersson
KF,0163,SD,4,Robert Appelfeldt
KF,0163,SD,5,Per-Eric Lundgren
KF,0163,SD,6,Jan Alvarsson
KF,0163,SD,7,Jörgen Arvidsson
KF,0163,SD,8,Alexander Belstock
KF,0163,SD,9,Claudia Eriksson
KF,0163,SD,10,Per Hedlund
KF,0163,SD,11,Erik Durrant
KF,0163,SD,12,Karl Mattias Bergsten
KF,0163,SD,13,Javiera Ortiz Del Gaiso
KF,0163,SD,14,Dan Stefan Essmyren
KF,0163,SD,15,Hans Nilsson
KF,0163,SD,16,Johan Magnus Krok
KF,0163,SD,17,Robert Nilsson
KF,0163,SD,18,Jessi Gill
KF,0163,V,1,Maria Wånggren Sallah
KF,0163,V,2,Samuel Scherman
KF,0163,V,3,Sahar Nassar
KF,0163,V,4,Mikael Olsson
KF,0163,V,5,Berit Qvarnström
KF,0163,V,6,Babak Ghorani
KF,0163,V,7,Susanna Oom
KF,0163,V,8,Elinor Appelberg
KF,0163,V,9,Justin Lex-Hammarskjöld
KF,0163,V,10,Maya Mahlin
KF,0163,V,11,Maria Brändström
KF,0163,V,12,Lana Ohlsson
KF,0163,V,13,Lisa Tegeback
KF,0180,C,1,Jonas Naddebo
KF,0180,C,1,Jonas Naddebo
KF,0180,C,1,Jonas Naddebo
KF,0180,C,1,Jonas Naddebo
KF,0180,C,1,Jonas Naddebo
KF,0180,C,1,Jonas Naddebo
KF,0180,C,2,Kristin Jacobsson
KF,0180,C,2,Kristin Jacobsson
KF,0180,C,2,Kristin Jacobsson
KF,0180,C,2,Kristin Jacobsson
KF,0180,C,2,Kristin Jacobsson
KF,0180,C,2,Kristin Jacobsson
KF,0180,C,3,Patrick Amofah
KF,0180,C,3,Patrick Amofah
KF,0180,C,3,Patrick Amofah
KF,0180,C,3,Patrick Amofah
KF,0180,C,3,Patrick Amofah
KF,0180,C,3,Patrick Amofah
KF,0180,C,4,Louise Grabo
KF,0180,C,4,Louise Grabo
KF,0180,C,4,Louise Grabo
KF,0180,C,4,Louise Grabo
KF,0180,C,4,Louise Grabo
KF,0180,C,4,Louise Grabo
KF,0180,C,5,Mikael Blomstrand
KF,0180,C,5,Mikael Blomstrand
KF,0180,C,5,Mikael Blomstrand
KF,0180,C,5,Mikael Blomstrand
KF,0180,C,5,Mikael Blomstrand
KF,0180,C,5,Mikael Blomstrand
KF,0180,C,6,Svante Linusson
KF,0180,C,6,Svante Linusson
KF,0180,C,6,Svante Linusson
KF,0180,C,6,Svante Linusson
KF,0180,C,6,Svante Linusson
KF,0180,C,6,Svante Linusson
KF,0180,C,7,Veronica Palmgren
KF,0180,C,7,Veronica Palmgren
KF,0180,C,7,Veronica Palmgren
KF,0180,C,7,Veronica Palmgren
KF,0180,C,7,Veronica Palmgren
KF,0180,C,7,Veronica Palmgren
KF,0180,C,8,Johan Kling
KF,0180,C,8,Johan Kling
KF,0180,C,8,Johan Kling
KF,0180,C,8,Johan Kling
KF,0180,C,8,Johan Kling
KF,0180,C,8,Johan Kling
KF,0180,C,9,Eva Koch
KF,0180,C,9,Eva Koch
KF,0180,C,9,Eva Koch
KF,0180,C,9,Eva Koch
KF,0180,C,9,Eva Koch
KF,0180,C,9,Eva Koch
KF,0180,C,10,Helena Schmidt
KF,0180,C,10,Helena Schmidt
KF,0180,C,10,Helena Schmidt
KF,0180,C,10,Helena Schmidt
KF,0180,C,10,Helena Schmidt
KF,0180,C,10,Helena Schmidt
KF,0180,KD,1,Nike Örbrink
KF,0180,KD,1,Nike Örbrink
KF,0180,KD,1,Nike Örbrink
KF,0180,KD,1,Nike Örbrink
KF,0180,KD,1,Nike Örbrink
KF,0180,KD,1,Nike Örbrink
KF,0180,KD,2,Aron Modig
KF,0180,KD,2,Aron Modig
KF,0180,KD,2,Aron Modig
KF,0180,KD,2,Aron Modig
KF,0180,KD,2,Aron Modig
KF,0180,KD,2,Aron Modig
KF,0180,KD,3,Destiny Zandi Lindgren
KF,0180,KD,3,Destiny Zandi Lindgren
KF,0180,KD,3,Destiny Zandi Lindgren
KF,0180,KD,3,Destiny Zandi Lindgren
KF,0180,KD,3,Destiny Zandi Lindgren
KF,0180,KD,3,Destiny Zandi Lindgren
KF,0180,KD,4,Fredrik Wallén
KF,0180,KD,4,Fredrik Wallén
KF,0180,KD,4,Fredrik Wallén
KF,0180,KD,4,Fredrik Wallén
KF,0180,KD,4,Fredrik Wallén
KF,0180,KD,4,Fredrik Wallén
KF,0180,KD,5,Ella Bohlin
KF,0180,KD,5,Ella Bohlin
KF,0180,KD,5,Ella Bohlin
KF,0180,KD,5,Ella Bohlin
KF,0180,KD,5,Ella Bohlin
KF,0180,KD,5,Ella Bohlin
KF,0180,KD,6,Lovisa Hedin
KF,0180,KD,6,Lovisa Hedin
KF,0180,KD,6,Lovisa Hedin
KF,0180,KD,6,Lovisa Hedin
KF,0180,KD,6,Lovisa Hedin
KF,0180,KD,6,Lovisa Hedin
KF,0180,KD,7,Gaby Roseen
KF,0180,KD,7,Gaby Roseen
KF,0180,KD,7,Gaby Roseen
KF,0180,KD,7,Gaby Roseen
KF,0180,KD,7,Gaby Roseen
KF,0180,KD,7,Gaby Roseen
KF,0180,KD,8,Ulf Dahlin
KF,0180,KD,8,Ulf Dahlin
KF,0180,KD,8,Ulf Dahlin
KF,0180,KD,8,Ulf Dahlin
KF,0180,KD,8,Ulf Dahlin
KF,0180,KD,8,Ulf Dahlin
KF,0180,KD,9,Paul Geara
KF,0180,KD,9,Paul Geara
KF,0180,KD,9,Paul Geara
KF,0180,KD,9,Paul Geara
KF,0180,KD,9,Paul Geara
KF,0180,KD,9,Paul Geara
KF,0180,KD,10,Elisabeth Kornfeld
KF,0180,KD,10,Elisabeth Kornfeld
KF,0180,KD,10,Elisabeth Kornfeld
KF,0180,KD,10,Elisabeth Kornfeld
KF,0180,KD,10,Elisabeth Kornfeld
KF,0180,KD,10,Elisabeth Kornfeld
KF,0180,L,1,Gulan Avci
KF,0180,L,1,Gulan Avci
KF,0180,L,1,Gulan Avci
KF,0180,L,1,Gulan Avci
KF,0180,L,1,Gulan Avci
KF,0180,L,1,Gulan Avci
KF,0180,L,2,Björn Ljung
KF,0180,L,2,Björn Ljung
KF,0180,L,2,Björn Ljung
KF,0180,L,2,Björn Ljung
KF,0180,L,2,Björn Ljung
KF,0180,L,2,Björn Ljung
KF,0180,L,3,Åsa Nilsson Söderström
KF,0180,L,3,Åsa Nilsson Söderström
KF,0180,L,3,Åsa Nilsson Söderström
KF,0180,L,3,Åsa Nilsson Söderström
KF,0180,L,3,Åsa Nilsson Söderström
KF,0180,L,3,Åsa Nilsson Söderström
KF,0180,L,4,Elin Hjelmestam
KF,0180,L,4,Elin Hjelmestam
KF,0180,L,4,Elin Hjelmestam
KF,0180,L,4,Elin Hjelmestam
KF,0180,L,4,Elin Hjelmestam
KF,0180,L,4,Elin Hjelmestam
KF,0180,L,5,Sara Svanström
KF,0180,L,5,Sara Svanström
KF,0180,L,5,Sara Svanström
KF,0180,L,5,Sara Svanström
KF,0180,L,5,Sara Svanström
KF,0180,L,5,Sara Svanström
KF,0180,L,6,Joakim Rönnbäck
KF,0180,L,6,Joakim Rönnbäck
KF,0180,L,6,Joakim Rönnbäck
KF,0180,L,6,Joakim Rönnbäck
KF,0180,L,6,Joakim Rönnbäck
KF,0180,L,6,Joakim Rönnbäck
KF,0180,L,7,Hanna Wistrand
KF,0180,L,7,Hanna Wistrand
KF,0180,L,7,Hanna Wistrand
KF,0180,L,7,Hanna Wistrand
KF,0180,L,7,Hanna Wistrand
KF,0180,L,7,Hanna Wistrand
KF,0180,L,8,Robin Nilsen
KF,0180,L,8,Robin Nilsen
KF,0180,L,8,Robin Nilsen
KF,0180,L,8,Robin Nilsen
KF,0180,L,8,Robin Nilsen
KF,0180,L,8,Robin Nilsen
KF,0180,L,9,Rickard Ydrenäs
KF,0180,L,9,Rickard Ydrenäs
KF,0180,L,9,Rickard Ydrenäs
KF,0180,L,9,Rickard Ydrenäs
KF,0180,L,9,Rickard Ydrenäs
KF,0180,L,9,Rickard Ydrenäs
KF,0180,L,10,Mattias Henning
KF,0180,L,10,Mattias Henning
KF,0180,L,10,Mattias Henning
KF,0180,L,10,Mattias Henning
KF,0180,L,10,Mattias Henning
KF,0180,L,10,Mattias Henning
KF,0180,M,1,Christofer Fjellner
KF,0180,M,1,Christofer Fjellner
KF,0180,M,1,Christofer Fjellner
KF,0180,M,1,Christofer Fjellner
KF,0180,M,1,Christofer Fjellner
KF,0180,M,1,Christofer Fjellner
KF,0180,M,2,Johan Paccamonti
KF,0180,M,2,Johan Paccamonti
KF,0180,M,2,Johan Paccamonti
KF,0180,M,2,Johan Paccamonti
KF,0180,M,2,Johan Paccamonti
KF,0180,M,2,Johan Paccamonti
KF,0180,M,3,Alicja Lindell
KF,0180,M,3,Alicja Lindell
KF,0180,M,3,Alicja Lindell
KF,0180,M,3,Alicja Lindell
KF,0180,M,3,Alicja Lindell
KF,0180,M,3,Alicja Lindell
KF,0180,M,4,Peter Jönsson
KF,0180,M,4,Peter Jönsson
KF,0180,M,4,Peter Jönsson
KF,0180,M,4,Peter Jönsson
KF,0180,M,4,Peter Jönsson
KF,0180,M,4,Peter Jönsson
KF,0180,M,5,Matyas Keresztesi
KF,0180,M,5,Matyas Keresztesi
KF,0180,M,5,Matyas Keresztesi
KF,0180,M,5,Matyas Keresztesi
KF,0180,M,5,Matyas Keresztesi
KF,0180,M,5,Matyas Keresztesi
KF,0180,M,6,Henrik Sjölander
KF,0180,M,6,Henrik Sjölander
KF,0180,M,6,Henrik Sjölander
KF,0180,M,6,Henrik Sjölander
KF,0180,M,6,Henrik Sjölander
KF,0180,M,6,Henrik Sjölander
KF,0180,M,7,Rita Valanko
KF,0180,M,7,Rita Valanko
KF,0180,M,7,Rita Valanko
KF,0180,M,7,Rita Valanko
KF,0180,M,7,Rita Valanko
KF,0180,M,7,Rita Valanko
KF,0180,M,8,Kjell Karlsson
KF,0180,M,8,Kjell Karlsson
KF,0180,M,8,Kjell Karlsson
KF,0180,M,8,Kjell Karlsson
KF,0180,M,8,Kjell Karlsson
KF,0180,M,8,Kjell Karlsson
KF,0180,M,9,Simon Monti Danielsson
KF,0180,M,9,Simon Monti Danielsson
KF,0180,M,9,Simon Monti Danielsson
KF,0180,M,9,Simon Monti Danielsson
KF,0180,M,9,Simon Monti Danielsson
KF,0180,M,9,Simon Monti Danielsson
KF,0180,M,10,Christoffer Hökmark
KF,0180,M,10,Christoffer Hökmark
KF,0180,M,10,Christoffer Hökmark
KF,0180,M,10,Christoffer Hökmark
KF,0180,M,10,Christoffer Hökmark
KF,0180,M,10,Christoffer Hökmark
KF,0180,MP,1,Lars Strömgren
KF,0180,MP,1,Lars Strömgren
KF,0180,MP,1,Lars Strömgren
KF,0180,MP,1,Lars Strömgren
KF,0180,MP,1,Lars Strömgren
KF,0180,MP,1,Lars Strömgren
KF,0180,MP,2,Cindy Falquet Lindh
KF,0180,MP,2,Cindy Falquet Lindh
KF,0180,MP,2,Cindy Falquet Lindh
KF,0180,MP,2,Cindy Falquet Lindh
KF,0180,MP,2,Cindy Falquet Lindh
KF,0180,MP,2,Cindy Falquet Lindh
KF,0180,MP,3,Sverre Dahlstedt Eriksson
KF,0180,MP,3,Sverre Dahlstedt Eriksson
KF,0180,MP,3,Sverre Dahlstedt Eriksson
KF,0180,MP,3,Sverre Dahlstedt Eriksson
KF,0180,MP,3,Sverre Dahlstedt Eriksson
KF,0180,MP,3,Sverre Dahlstedt Eriksson
KF,0180,MP,4,Sara Grolander
KF,0180,MP,4,Sara Grolander
KF,0180,MP,4,Sara Grolander
KF,0180,MP,4,Sara Grolander
KF,0180,MP,4,Sara Grolander
KF,0180,MP,4,Sara Grolander
KF,0180,MP,5,Giulia Ray
KF,0180,MP,5,Giulia Ray
KF,0180,MP,5,Giulia Ray
KF,0180,MP,5,Giulia Ray
KF,0180,MP,5,Giulia Ray
KF,0180,MP,5,Giulia Ray
KF,0180,MP,6,Markus Barnevik
KF,0180,MP,6,Markus Barnevik
KF,0180,MP,6,Markus Barnevik
KF,0180,MP,6,Markus Barnevik
KF,0180,MP,6,Markus Barnevik
KF,0180,MP,6,Markus Barnevik
KF,0180,MP,7,Camilla Bonnevier Ngabissio
KF,0180,MP,7,Camilla Bonnevier Ngabissio
KF,0180,MP,7,Camilla Bonnevier Ngabissio
KF,0180,MP,7,Camilla Bonnevier Ngabissio
KF,0180,MP,7,Camilla Bonnevier Ngabissio
KF,0180,MP,7,Camilla Bonnevier Ngabissio
KF,0180,MP,8,Martin Prieto Beaulieu
KF,0180,MP,8,Martin Prieto Beaulieu
KF,0180,MP,8,Martin Prieto Beaulieu
KF,0180,MP,8,Martin Prieto Beaulieu
KF,0180,MP,8,Martin Prieto Beaulieu
KF,0180,MP,8,Martin Prieto Beaulieu
KF,0180,MP,9,Olivia Forsberg
KF,0180,MP,9,Olivia Forsberg
KF,0180,MP,9,Olivia Forsberg
KF,0180,MP,9,Olivia Forsberg
KF,0180,MP,9,Olivia Forsberg
KF,0180,MP,9,Olivia Forsberg
KF,0180,MP,10,Anton Bylin
KF,0180,MP,10,Anton Bylin
KF,0180,MP,10,Anton Bylin
KF,0180,MP,10,Anton Bylin
KF,0180,MP,10,Anton Bylin
KF,0180,MP,10,Anton Bylin
KF,0180,S,1,Anders Göransson
KF,0180,S,1,Anders Göransson
KF,0180,S,1,Anders Göransson
KF,0180,S,1,Anders Göransson
KF,0180,S,1,Anders Göransson
KF,0180,S,1,Anders Göransson
KF,0180,S,2,Ewa Carlsson Hallberg
KF,0180,S,2,Ewa Carlsson Hallberg
KF,0180,S,2,Ewa Carlsson Hallberg
KF,0180,S,2,Ewa Carlsson Hallberg
KF,0180,S,2,Ewa Carlsson Hallberg
KF,0180,S,2,Ewa Carlsson Hallberg
KF,0180,S,3,Olle Burell
KF,0180,S,3,Olle Burell
KF,0180,S,3,Olle Burell
KF,0180,S,3,Olle Burell
KF,0180,S,3,Olle Burell
KF,0180,S,3,Olle Burell
KF,0180,S,4,Ingela Edlund
KF,0180,S,4,Ingela Edlund
KF,0180,S,4,Ingela Edlund
KF,0180,S,4,Ingela Edlund
KF,0180,S,4,Ingela Edlund
KF,0180,S,4,Ingela Edlund
KF,0180,S,5,Gustav Österman
KF,0180,S,5,Gustav Österman
KF,0180,S,5,Gustav Österman
KF,0180,S,5,Gustav Österman
KF,0180,S,5,Gustav Österman
KF,0180,S,5,Gustav Österman
KF,0180,S,6,Elfva Barrio
KF,0180,S,6,Elfva Barrio
KF,0180,S,6,Elfva Barrio
KF,0180,S,6,Elfva Barrio
KF,0180,S,6,Elfva Barrio
KF,0180,S,6,Elfva Barrio
KF,0180,S,7,Felix Finnveden
KF,0180,S,7,Felix Finnveden
KF,0180,S,7,Felix Finnveden
KF,0180,S,7,Felix Finnveden
KF,0180,S,7,Felix Finnveden
KF,0180,S,7,Felix Finnveden
KF,0180,S,8,Amanda Hansson Åkerlind
KF,0180,S,8,Amanda Hansson Åkerlind
KF,0180,S,8,Amanda Hansson Åkerlind
KF,0180,S,8,Amanda Hansson Åkerlind
KF,0180,S,8,Amanda Hansson Åkerlind
KF,0180,S,8,Amanda Hansson Åkerlind
KF,0180,S,9,Emil Bustos
KF,0180,S,9,Emil Bustos
KF,0180,S,9,Emil Bustos
KF,0180,S,9,Emil Bustos
KF,0180,S,9,Emil Bustos
KF,0180,S,9,Emil Bustos
KF,0180,S,10,Joanna Abrahamsson
KF,0180,S,10,Joanna Abrahamsson
KF,0180,S,10,Joanna Abrahamsson
KF,0180,S,10,Joanna Abrahamsson
KF,0180,S,10,Joanna Abrahamsson
KF,0180,S,10,Joanna Abrahamsson
KF,0180,SD,1,Gabriel Kroon
KF,0180,SD,1,Gabriel Kroon
KF,0180,SD,1,Gabriel Kroon
KF,0180,SD,1,Gabriel Kroon
KF,0180,SD,1,Gabriel Kroon
KF,0180,SD,1,Gabriel Kroon
KF,0180,SD,2,Linnéa Vinge
KF,0180,SD,2,Linnéa Vinge
KF,0180,SD,2,Linnéa Vinge
KF,0180,SD,2,Linnéa Vinge
KF,0180,SD,2,Linnéa Vinge
KF,0180,SD,2,Linnéa Vinge
KF,0180,SD,3,Anders Edin
KF,0180,SD,3,Anders Edin
KF,0180,SD,3,Anders Edin
KF,0180,SD,3,Anders Edin
KF,0180,SD,3,Anders Edin
KF,0180,SD,3,Anders Edin
KF,0180,SD,4,Liliane Åkerlund
KF,0180,SD,4,Liliane Åkerlund
KF,0180,SD,4,Liliane Åkerlund
KF,0180,SD,4,Liliane Åkerlund
KF,0180,SD,4,Liliane Åkerlund
KF,0180,SD,4,Liliane Åkerlund
KF,0180,SD,5,Leif Söderström
KF,0180,SD,5,Leif Söderström
KF,0180,SD,5,Leif Söderström
KF,0180,SD,5,Leif Söderström
KF,0180,SD,5,Leif Söderström
KF,0180,SD,5,Leif Söderström
KF,0180,SD,6,Tapani Juntunen
KF,0180,SD,6,Tapani Juntunen
KF,0180,SD,6,Tapani Juntunen
KF,0180,SD,6,Tapani Juntunen
KF,0180,SD,6,Tapani Juntunen
KF,0180,SD,6,Tapani Juntunen
KF,0180,SD,7,Anders Lindman
KF,0180,SD,7,Anders Lindman
KF,0180,SD,7,Anders Lindman
KF,0180,SD,7,Anders Lindman
KF,0180,SD,7,Anders Lindman
KF,0180,SD,7,Anders Lindman
KF,0180,SD,8,Julian Kroon
KF,0180,SD,8,Julian Kroon
KF,0180,SD,8,Julian Kroon
KF,0180,SD,8,Julian Kroon
KF,0180,SD,8,Julian Kroon
KF,0180,SD,8,Julian Kroon
KF,0180,SD,9,Mats Johnsson
KF,0180,SD,9,Mats Johnsson
KF,0180,SD,9,Mats Johnsson
KF,0180,SD,9,Mats Johnsson
KF,0180,SD,9,Mats Johnsson
KF,0180,SD,9,Mats Johnsson
KF,0180,SD,10,Åke Nordström
KF,0180,SD,10,Åke Nordström
KF,0180,SD,10,Åke Nordström
KF,0180,SD,10,Åke Nordström
KF,0180,SD,10,Åke Nordström
KF,0180,SD,10,Åke Nordström
KF,0180,V,1,Alexandra Mattsson
KF,0180,V,1,Alexandra Mattsson
KF,0180,V,1,Alexandra Mattsson
KF,0180,V,1,Alexandra Mattsson
KF,0180,V,1,Alexandra Mattsson
KF,0180,V,1,Alexandra Mattsson
KF,0180,V,2,Deniz Butros
KF,0180,V,2,Deniz Butros
KF,0180,V,2,Deniz Butros
KF,0180,V,2,Deniz Butros
KF,0180,V,2,Deniz Butros
KF,0180,V,2,Deniz Butros
KF,0180,V,3,Robert Mjörnberg
KF,0180,V,3,Robert Mjörnberg
KF,0180,V,3,Robert Mjörnberg
KF,0180,V,3,Robert Mjörnberg
KF,0180,V,3,Robert Mjörnberg
KF,0180,V,3,Robert Mjörnberg
KF,0180,V,4,Rashid Mohammed
KF,0180,V,4,Rashid Mohammed
KF,0180,V,4,Rashid Mohammed
KF,0180,V,4,Rashid Mohammed
KF,0180,V,4,Rashid Mohammed
KF,0180,V,4,Rashid Mohammed
KF,0180,V,5,Maria Ljuslin
KF,0180,V,5,Maria Ljuslin
KF,0180,V,5,Maria Ljuslin
KF,0180,V,5,Maria Ljuslin
KF,0180,V,5,Maria Ljuslin
KF,0180,V,5,Maria Ljuslin
KF,0180,V,6,Hassan Jama
KF,0180,V,6,Hassan Jama
KF,0180,V,6,Hassan Jama
KF,0180,V,6,Hassan Jama
KF,0180,V,6,Hassan Jama
KF,0180,V,6,Hassan Jama
KF,0180,V,7,Shamso Ali Hassan
KF,0180,V,7,Shamso Ali Hassan
KF,0180,V,7,Shamso Ali Hassan
KF,0180,V,7,Shamso Ali Hassan
KF,0180,V,7,Shamso Ali Hassan
KF,0180,V,7,Shamso Ali Hassan
KF,0180,V,8,Sara Stenudd
KF,0180,V,8,Sara Stenudd
KF,0180,V,8,Sara Stenudd
KF,0180,V,8,Sara Stenudd
KF,0180,V,8,Sara Stenudd
KF,0180,V,8,Sara Stenudd
KF,0180,V,9,Aidin Zandian
KF,0180,V,9,Aidin Zandian
KF,0180,V,9,Aidin Zandian
KF,0180,V,9,Aidin Zandian
KF,0180,V,9,Aidin Zandian
KF,0180,V,9,Aidin Zandian
KF,0180,V,10,Marre Mayr
KF,0180,V,10,Marre Mayr
KF,0180,V,10,Marre Mayr
KF,0180,V,10,Marre Mayr
KF,0180,V,10,Marre Mayr
KF,0180,V,10,Marre Mayr
KF,0181,C,1,Robil Haidari
KF,0181,C,2,Linda Chalkias
KF,0181,C,3,Johan Johander
KF,0181,C,4,Margrith Aho
KF,0181,C,5,Tage Gripenstam
KF,0181,C,6,Abir Tasci
KF,0181,C,7,Tina Karlsson
KF,0181,C,8,Åsa Hittig
KF,0181,C,9,Jan-Christer Carlsson
KF,0181,C,10,Kerstin Lundgren
KF,0181,C,11,Karin Halldin
KF,0181,C,12,Henrik Hittig
KF,0181,C,13,Christina Fritshammar
KF,0181,C,14,Souheil Haddad
KF,0181,C,15,Hamest Laklakian
KF,0181,C,16,Lars-Olov Collin
KF,0181,C,17,Regiana Gripenstam
KF,0181,C,18,Bengt Tandberg
KF,0181,C,19,Christopher Derwinger
KF,0181,C,20,Per-Anders Fritshammar
KF,0181,C,21,Anders Bruse
KF,0181,KD,1,Anna-Tuulia Syrjänen
KF,0181,KD,2,Robert Halef
KF,0181,KD,3,Lovisa-Teolinda Pettersson
KF,0181,KD,4,Eisa Kandela
KF,0181,KD,5,Tony Garabet
KF,0181,KD,6,Mats Siljebrand
KF,0181,KD,7,Eva Molnar
KF,0181,KD,8,Nada Yakob
KF,0181,KD,9,Daniella Åslund
KF,0181,KD,10,Bedros Yevno
KF,0181,KD,11,Sara Yonadam
KF,0181,KD,12,Saymon Dursahakian
KF,0181,KD,13,Amanuel Hanno
KF,0181,KD,14,Tony Aoun
KF,0181,KD,15,Julia Deniz
KF,0181,KD,16,Michel Bakircioglu
KF,0181,KD,17,Kenneth Carlie
KF,0181,KD,18,Julie Chamoun
KF,0181,KD,19,Mikael Halkola
KF,0181,KD,20,Maha Haddad
KF,0181,KD,21,Daniel Borg
KF,0181,KD,22,Jane Sundin
KF,0181,KD,23,Daniel Antonyan
KF,0181,KD,24,Ruth Irakoze
KF,0181,KD,25,Bo Siljebrand
KF,0181,KD,26,Erik Oscarsson
KF,0181,KD,27,Ehab Mageed
KF,0181,KD,28,Angelika Örnborg
KF,0181,KD,29,Jessica Jene
KF,0181,KD,30,Banibal Yonadam
KF,0181,KD,31,Romil Varli
KF,0181,L,1,Metin Hawsho
KF,0181,L,2,Victor Zetterman von Nastase
KF,0181,L,3,Sevina Salci
KF,0181,L,4,Michael Andersson
KF,0181,L,5,Alvin Hanna
KF,0181,L,6,Gabriel Gawrye
KF,0181,L,7,Anna Söderqvist
KF,0181,L,8,Jonny Elzaouki
KF,0181,L,9,Hanna Hanna
KF,0181,L,10,Eddie Issa
KF,0181,L,11,Christer Erlandsson
KF,0181,L,12,Joseph Abdul-Jalil
KF,0181,L,13,Jan Helin
KF,0181,L,14,Rudi Benedek
KF,0181,L,15,Evelyn del Carmen Paz
KF,0181,L,16,Simona Ok
KF,0181,L,17,Viveca Rabenius
KF,0181,L,18,John Wigsten
KF,0181,M,1,Alexander Rosenberg
KF,0181,M,2,Maria Frithz Warg
KF,0181,M,3,Izla Markous
KF,0181,M,4,Katarina Seppänen
KF,0181,M,5,Josef Larsen
KF,0181,M,6,Göran Karlsson
KF,0181,M,7,Per Holmgren
KF,0181,M,8,Lukas Kerimo
KF,0181,M,9,Tyra Andersson
KF,0181,M,10,Fredrik Schmiterlöw
KF,0181,M,11,Anne-Marie Larsson
KF,0181,M,12,Leo Seppänen
KF,0181,M,13,Sandro Banovac
KF,0181,M,14,Anna Liljekvist
KF,0181,M,15,Axel Cyréus
KF,0181,M,16,Vivek Noel Munigala
