kommunkod,syssgrad,arbloshet,arbloshet_ung,langtidsarbl,medianink,lag_ekstand,ekbistand,gini,hyresratt,trangbodd,brott,tathet,tatortsgrad,utrikesfodda,medelalder,ensamhushall,valdeltagande
2182,79.0,7.98573,8.089601,5.626585,344300.0,19.0,7.819305,0.295,38.032642,17.266462,10105.71158,24.01880274,77.0,13.156228,46.1,51.822629,82.0
2183,80.7,7.432206,6.217598,5.043994,338700.0,20.0,3.827374,0.286,40.881033,15.65038,9854.43168,14.74766407,70.0,11.579778,45.0,51.965165,84.0
2184,84.0,3.976306,5.054327,3.130019,362600.0,14.0,3.786351,0.296,36.610889,11.583514,8444.6919,15.17773846,72.0,10.069518,45.1,50.951284,85.0
2260,82.6,3.843311,4.53785,3.082302,348700.0,18.0,2.41715,0.263,30.674388,6.332288,7575.09795,3.02704439,60.0,8.202997,46.9,51.515798,85.0
2262,83.3,5.298092,6.617505,4.21616,365900.0,13.0,2.900755,0.251,26.039536,13.97281,7506.23651,22.88548956,84.0,10.290639,44.1,46.905073,86.0
2280,80.5,7.082231,5.692228,5.4131,347800.0,19.0,3.468789,0.274,32.739254,12.752669,12555.3707,23.63480019,79.0,14.912175,44.9,51.176614,85.0
2281,83.4,4.591943,4.676361,3.756894,378400.0,13.0,3.037409,0.275,31.850099,10.88429,11012.15634,31.16294675,88.0,11.810469,43.0,51.222174,86.0
2282,78.6,5.652866,5.917567,4.125672,339500.0,20.0,4.434763,0.281,33.702094,15.068079,11061.29382,10.62473814,69.0,13.103217,47.4,51.772663,84.0
2283,82.0,4.567127,5.695329,3.668622,339900.0,20.0,3.42851,0.273,32.260465,12.290112,10933.53966,3.48627559,65.0,12.06407,46.8,53.091328,85.0
2284,84.4,3.934748,3.637406,3.355079,374300.0,14.0,2.70533,0.267,34.220786,10.303608,8042.73657,8.75444795,76.0,9.505553,44.1,45.121531,87.0
2303,83.3,3.637977,5.271216,2.793696,330000.0,20.0,3.092385,0.264,29.647547,15.12605,6664.09861,2.07496147,46.0,11.905682,47.0,51.941561,85.0
2305,81.2,4.234405,4.916986,2.624515,336300.0,21.0,4.057124,0.265,30.258303,13.363533,7068.16892,1.81185998,47.0,11.927945,47.5,49.91891,83.0
2309,89.5,1.913546,2.201136,1.464406,377000.0,13.0,1.84136,0.262,23.13137,16.947422,5452.66157,2.49445523,58.0,7.391192,41.9,42.579112,88.0
2313,83.8,4.090354,4.641132,2.836008,336100.0,20.0,4.808283,0.29,30.681284,19.441572,7013.55487,1.09640279,59.0,12.029481,47.1,52.866242,83.0
2321,87.2,2.38205,2.053446,1.728427,350900.0,14.0,1.200324,0.328,27.49098,22.270742,9251.65643,1.70548992,63.0,11.816707,40.4,48.394495,88.0
2326,85.4,3.675048,4.689266,2.115419,333600.0,20.0,2.675585,0.278,24.91745,29.160305,7714.3456,1.24950528,37.0,9.057971,46.2,49.592312,84.0
2361,85.3,3.099788,3.250099,1.874483,346800.0,16.0,1.85567,0.319,31.42816,19.741379,8089.06842,0.89631575,66.0,11.202749,47.5,51.716821,84.0
2380,84.6,3.456177,3.863568,2.311683,357300.0,14.0,2.718114,0.279,40.633223,9.607881,12075.51263,29.12762923,89.0,10.524771,42.3,53.918399,86.0
2401,84.2,3.713355,4.459178,2.828626,355200.0,15.0,,0.258,29.716576,9.623016,5012.00056,5.76926202,57.0,9.623549,45.9,43.288084,85.0
2403,86.2,4.493308,2.662037,2.850184,337800.0,18.0,3.288364,0.272,26.398601,17.679558,6712.81728,1.83283335,42.0,11.214165,45.9,44.311927,83.0
2404,85.8,2.808047,3.425141,2.084041,351200.0,16.0,1.726017,0.256,27.936858,16.275168,7761.89614,2.11016988,56.0,11.119186,45.1,45.595654,84.0
2409,86.3,2.359588,3.184411,1.916644,355600.0,13.0,1.553484,0.24,22.614173,14.647887,8135.84348,5.25098079,46.0,9.868324,45.2,41.805913,85.0
2417,85.7,3.350664,3.207237,2.682267,352700.0,15.0,1.545478,0.238,33.480609,13.736264,5405.4054,2.28332557,60.0,10.311629,46.4,48.148148,83.0
2418,86.1,3.007519,4.42055,1.770186,366000.0,17.0,4.286185,0.248,35.758323,19.230769,5966.70512,1.89837381,66.0,12.792615,45.7,50.133869,82.0
2421,85.1,2.777778,3.751729,2.31937,346000.0,18.0,2.209849,0.262,26.979983,8.536585,8031.15534,0.7957407,57.0,9.500609,47.3,50.206612,83.0
2422,86.1,2.772643,2.835951,1.576073,335700.0,17.0,3.366174,0.279,31.160458,19.847328,5923.20261,0.33393877,46.0,12.807882,47.4,52.14923,82.0
2425,86.0,2.946955,2.878788,2.364865,358300.0,18.0,5.097389,0.316,38.807947,6.345178,8743.84236,0.88951108,53.0,7.832574,48.7,55.00394,81.0
2460,86.3,3.195489,3.361266,2.307743,366700.0,14.0,2.298338,0.298,34.613626,9.292721,4207.1377,17.09882722,70.0,8.880955,41.7,42.590751,85.0
2462,84.0,3.922942,4.273504,2.874758,330100.0,20.0,2.878148,0.266,31.760834,10.639938,9737.53688,0.80586936,51.0,8.149539,45.8,53.51938,82.0
2463,82.0,4.863481,5.243056,4.017757,335300.0,22.0,2.192667,0.286,30.536706,7.591623,12095.18697,0.66462252,60.0,12.473041,47.6,53.272981,83.0
2480,79.8,2.908914,2.563955,2.112339,359200.0,14.0,1.90343,0.291,47.375738,8.719406,8481.49161,56.54489811,90.0,13.199985,39.4,49.955951,88.0
2481,85.4,4.004897,4.814164,2.837633,354600.0,16.0,4.631218,0.264,45.267737,9.72752,11180.47904,2.22248801,74.0,11.239075,43.4,50.3772,84.0
2482,85.5,2.422695,2.807892,1.751584,378000.0,12.0,2.088654,0.29,34.413815,9.282026,8990.83189,10.78939128,82.0,10.724174,43.6,46.732872,86.0
2505,85.3,3.073624,4.775459,2.223039,368100.0,15.0,2.241859,0.254,41.833423,6.681351,6463.19569,1.0862108,76.0,9.671085,46.2,53.445065,86.0
2506,87.0,2.361564,2.657005,1.048602,361600.0,15.0,0.63742,0.248,39.411765,9.384164,10569.40826,0.2155816,63.0,10.986127,48.3,53.774929,83.0
2510,85.3,2.300966,3.475936,1.574997,365400.0,17.0,1.344538,0.266,36.414048,12.382234,8176.10062,0.27157795,75.0,13.046218,47.7,52.601626,82.0
2513,82.2,3.866566,2.723735,2.412539,341500.0,17.0,3.06962,0.25,34.96063,7.392996,6519.02682,1.1762323,54.0,13.291139,50.7,52.706722,82.0
2514,84.0,3.204483,3.603604,2.311915,367300.0,13.0,,0.286,30.742256,8.982585,9359.62155,8.74455129,78.0,11.602772,47.2,49.140203,85.0
2518,82.5,3.219697,3.881988,2.396229,356200.0,17.0,1.699442,0.263,35.094637,14.800759,8691.47659,1.78581273,58.0,25.297402,51.3,48.282443,80.0
2521,83.7,1.792742,2.570243,1.498862,371600.0,17.0,1.478837,0.284,31.04067,15.0,6005.39811,0.76188168,51.0,14.176441,49.1,54.442218,81.0
2523,88.4,2.046066,2.244508,1.615629,443300.0,10.0,1.360505,0.248,45.630365,9.470305,8552.00894,1.11201536,82.0,10.568312,45.1,55.139353,82.0
2560,83.1,3.633315,3.31849,2.918331,358200.0,16.0,2.186828,0.284,36.397573,10.70163,6896.98492,4.71325585,75.0,10.327392,45.3,47.400926,84.0
2580,81.6,3.434661,2.71147,2.701478,382800.0,13.0,2.197012,0.277,44.29328,8.046719,11256.64881,37.76449801,90.0,12.344152,42.4,51.375433,88.0
2581,85.4,3.176021,3.96064,2.371005,384200.0,10.0,1.768094,0.258,41.906077,8.789797,7706.20534,13.7139839,83.0,7.131391,44.0,45.928513,88.0
2582,84.8,3.140133,3.870218,2.868145,372400.0,13.0,2.802339,0.252,42.002309,9.389089,9190.86251,7.0156382,84.0,10.357245,44.7,49.755371,86.0
2583,78.2,5.483522,5.394575,3.522597,342400.0,21.0,3.608137,0.271,34.583574,10.080223,12178.80654,10.31165165,80.0,40.685225,47.4,54.98008,73.0
2584,86.7,1.746919,2.150163,1.222575,440600.0,11.0,1.623333,0.275,45.528455,10.691579,7674.86326,1.17699426,89.0,13.539669,42.8,51.457739,83.0
