niva,kod,year,val,parti,andel
kommun,0860,2022,RF,SD,15.57
kommun,0861,2022,KF,M,7.18
kommun,0861,2022,KF,S,34.29
kommun,0861,2022,KF,L,2.29
kommun,0861,2022,KF,C,24.43
kommun,0861,2022,KF,V,3.39
kommun,0861,2022,KF,KD,8.72
kommun,0861,2022,KF,SD,18.87
kommun,0861,2022,RD,M,13.98
kommun,0861,2022,RD,S,31.57
kommun,0861,2022,RD,L,2.63
kommun,0861,2022,RD,C,6.27
kommun,0861,2022,RD,V,3.58
kommun,0861,2022,RD,MP,2.17
kommun,0861,2022,RD,KD,8.02
kommun,0861,2022,RD,SD,30.6
kommun,0861,2022,RF,M,11.23
kommun,0861,2022,RF,S,34.24
kommun,0861,2022,RF,L,2.3
kommun,0861,2022,RF,C,10.98
kommun,0861,2022,RF,V,4.85
kommun,0861,2022,RF,MP,1.47
kommun,0861,2022,RF,KD,13.98
kommun,0861,2022,RF,SD,20.57
kommun,0862,2022,KF,M,16.26
kommun,0862,2022,KF,S,33.03
kommun,0862,2022,KF,L,1.05
kommun,0862,2022,KF,C,18.93
kommun,0862,2022,KF,V,4.31
kommun,0862,2022,KF,MP,2.03
kommun,0862,2022,KF,KD,4.63
kommun,0862,2022,KF,SD,18.27
kommun,0862,2022,KF,Bästa Alternativet,1.39
kommun,0862,2022,RD,M,14.59
kommun,0862,2022,RD,S,33.35
kommun,0862,2022,RD,L,2.45
kommun,0862,2022,RD,C,6.91
kommun,0862,2022,RD,V,4.36
kommun,0862,2022,RD,MP,2.69
kommun,0862,2022,RD,KD,6.26
kommun,0862,2022,RD,SD,28.04
kommun,0862,2022,RF,M,15.73
kommun,0862,2022,RF,S,35.75
kommun,0862,2022,RF,L,1.67
kommun,0862,2022,RF,C,10.97
kommun,0862,2022,RF,V,5.35
kommun,0862,2022,RF,MP,2.18
kommun,0862,2022,RF,KD,8.73
kommun,0862,2022,RF,SD,19.17
kommun,0880,2022,KF,M,21.06
kommun,0880,2022,KF,S,38.19
kommun,0880,2022,KF,L,3.57
kommun,0880,2022,KF,C,5.91
kommun,0880,2022,KF,V,6.69
kommun,0880,2022,KF,MP,3.83
kommun,0880,2022,KF,KD,6.34
kommun,0880,2022,KF,SD,12.69
kommun,0880,2022,KF,Framtid Kalmar,1.36
kommun,0880,2022,RD,M,20.57
kommun,0880,2022,RD,S,31.79
kommun,0880,2022,RD,L,3.91
kommun,0880,2022,RD,C,6.44
kommun,0880,2022,RD,V,5.46
kommun,0880,2022,RD,MP,4.68
kommun,0880,2022,RD,KD,5.85
kommun,0880,2022,RD,SD,20.13
kommun,0880,2022,RF,M,20.7
kommun,0880,2022,RF,S,35.32
kommun,0880,2022,RF,L,3.65
kommun,0880,2022,RF,C,6.33
kommun,0880,2022,RF,V,7.71
kommun,0880,2022,RF,MP,3.19
kommun,0880,2022,RF,KD,8.66
kommun,0880,2022,RF,SD,13.63
kommun,0881,2022,KF,M,15.28
kommun,0881,2022,KF,S,31.12
kommun,0881,2022,KF,L,2.5
kommun,0881,2022,KF,C,16.8
kommun,0881,2022,KF,V,5.83
kommun,0881,2022,KF,KD,6.17
kommun,0881,2022,KF,SD,19.52
kommun,0881,2022,KF,Kommunistiska Partiet,1.28
kommun,0881,2022,RD,M,15.7
kommun,0881,2022,RD,S,32.72
kommun,0881,2022,RD,L,2.76
kommun,0881,2022,RD,C,6.28
kommun,0881,2022,RD,V,4.7
kommun,0881,2022,RD,MP,2.19
kommun,0881,2022,RD,KD,6.91
kommun,0881,2022,RD,SD,27.21
kommun,0881,2022,RF,M,15.41
kommun,0881,2022,RF,S,33.96
kommun,0881,2022,RF,L,2.48
kommun,0881,2022,RF,C,8.81
kommun,0881,2022,RF,V,6.66
kommun,0881,2022,RF,MP,1.37
kommun,0881,2022,RF,KD,10.74
kommun,0881,2022,RF,SD,19.9
kommun,0882,2022,KF,M,19.52
kommun,0882,2022,KF,S,32.19
kommun,0882,2022,KF,L,2.41
kommun,0882,2022,KF,C,3.79
kommun,0882,2022,KF,V,7.27
kommun,0882,2022,KF,KD,6.72
kommun,0882,2022,KF,SD,22.83
kommun,0882,2022,KF,KUSTLANDSPARTIET,4.45
kommun,0882,2022,RD,M,18.92
kommun,0882,2022,RD,S,31.17
kommun,0882,2022,RD,L,3.26
kommun,0882,2022,RD,C,4.18
kommun,0882,2022,RD,V,4.42
kommun,0882,2022,RD,MP,1.84
kommun,0882,2022,RD,KD,7.36
kommun,0882,2022,RD,SD,27.65
kommun,0882,2022,RF,M,17.14
kommun,0882,2022,RF,S,32.9
kommun,0882,2022,RF,L,2.61
kommun,0882,2022,RF,C,4.67
kommun,0882,2022,RF,V,6.19
kommun,0882,2022,RF,KD,12.52
kommun,0882,2022,RF,SD,21.14
kommun,0882,2022,RF,KUSTLANDSPARTIET,1.54
kommun,0883,2022,KF,M,23.36
kommun,0883,2022,KF,S,32.02
kommun,0883,2022,KF,L,3.08
kommun,0883,2022,KF,C,7.27
kommun,0883,2022,KF,V,4.58
kommun,0883,2022,KF,Westerwikspartiet,3.19
kommun,0883,2022,KF,MP,2.33
kommun,0883,2022,KF,KD,4.89
kommun,0883,2022,KF,SD,15.05
kommun,0883,2022,KF,Socialisterna-Välfärdspartiet,3.58
kommun,0883,2022,RD,M,17.38
kommun,0883,2022,RD,S,34.37
kommun,0883,2022,RD,L,3.53
kommun,0883,2022,RD,C,6.11
kommun,0883,2022,RD,V,4.45
kommun,0883,2022,RD,MP,3.23
kommun,0883,2022,RD,KD,6.16
kommun,0883,2022,RD,SD,23.19
kommun,0883,2022,RF,M,19.81
kommun,0883,2022,RF,S,35.99
kommun,0883,2022,RF,L,3.62
kommun,0883,2022,RF,C,7.57
kommun,0883,2022,RF,V,5.98
kommun,0883,2022,RF,MP,1.99
kommun,0883,2022,RF,KD,8.7
kommun,0883,2022,RF,SD,15.78
kommun,0884,2022,KF,M,19.9
kommun,0884,2022,KF,S,26.51
kommun,0884,2022,KF,C,15.64
kommun,0884,2022,KF,V,10.9
kommun,0884,2022,KF,MP,1.58
kommun,0884,2022,KF,KD,9.64
kommun,0884,2022,KF,SD,13.94
kommun,0884,2022,KF,Landsbygdspartiet Oberoende,1.38
kommun,0884,2022,RD,M,17.77
kommun,0884,2022,RD,S,30.43
kommun,0884,2022,RD,L,1.83
kommun,0884,2022,RD,C,8.13
kommun,0884,2022,RD,V,4.56
kommun,0884,2022,RD,MP,2.99
kommun,0884,2022,RD,KD,7.77
kommun,0884,2022,RD,SD,24.86
kommun,0884,2022,RF,M,15.54
kommun,0884,2022,RF,S,30.16
kommun,0884,2022,RF,L,1.03
kommun,0884,2022,RF,C,10.34
kommun,0884,2022,RF,V,6.89
kommun,0884,2022,RF,MP,1.8
kommun,0884,2022,RF,KD,18.17
kommun,0884,2022,RF,SD,15.23
kommun,0885,2022,KF,M,15.58
kommun,0885,2022,KF,S,43.33
kommun,0885,2022,KF,L,1.14
kommun,0885,2022,KF,C,9.31
kommun,0885,2022,KF,V,4.17
kommun,0885,2022,KF,KD,4.14
kommun,0885,2022,KF,SD,12.01
kommun,0885,2022,KF,Ölandspartiet,1.73
kommun,0885,2022,KF,Framtid Öland,7.49
kommun,0885,2022,RD,M,17.77
kommun,0885,2022,RD,S,28.11
kommun,0885,2022,RD,L,3.1
kommun,0885,2022,RD,C,8.72
kommun,0885,2022,RD,V,3.76
kommun,0885,2022,RD,MP,4.37
kommun,0885,2022,RD,KD,7.4
kommun,0885,2022,RD,SD,25.5
kommun,0885,2022,RF,M,18.63
kommun,0885,2022,RF,S,34.03
kommun,0885,2022,RF,L,2.55
kommun,0885,2022,RF,C,10.75
kommun,0885,2022,RF,V,5.52
kommun,0885,2022,RF,MP,2.17
kommun,0885,2022,RF,KD,10.75
kommun,0885,2022,RF,SD,15.02
kommun,0980,2022,KF,M,18.1
kommun,0980,2022,KF,S,31.25
kommun,0980,2022,KF,L,2.59
kommun,0980,2022,KF,C,18.54
kommun,0980,2022,KF,V,8.75
kommun,0980,2022,KF,MP,5.37
kommun,0980,2022,KF,KD,2.93
kommun,0980,2022,KF,SD,10.52
kommun,0980,2022,KF,Socialisterna-Välfärdspartiet,1.08
kommun,0980,2022,RD,M,16.81
kommun,0980,2022,RD,S,34.64
kommun,0980,2022,RD,L,2.82
kommun,0980,2022,RD,C,11.72
kommun,0980,2022,RD,V,6.37
kommun,0980,2022,RD,MP,6.47
kommun,0980,2022,RD,KD,3.97
kommun,0980,2022,RD,SD,15.69
kommun,1060,2022,KF,M,11.3
kommun,1060,2022,KF,S,38.0
kommun,1060,2022,KF,C,11.56
kommun,1060,2022,KF,V,5.02
kommun,1060,2022,KF,KD,4.61
kommun,1060,2022,KF,SD,26.51
kommun,1060,2022,RD,M,13.34
kommun,1060,2022,RD,S,32.99
kommun,1060,2022,RD,L,2.03
kommun,1060,2022,RD,C,4.5
kommun,1060,2022,RD,V,4.62
kommun,1060,2022,RD,MP,2.0
kommun,1060,2022,RD,KD,4.94
kommun,1060,2022,RD,SD,34.7
kommun,1060,2022,RF,M,12.49
kommun,1060,2022,RF,S,37.12
kommun,1060,2022,RF,L,1.31
kommun,1060,2022,RF,C,6.73
kommun,1060,2022,RF,V,4.83
kommun,1060,2022,RF,MP,1.14
kommun,1060,2022,RF,KD,6.26
kommun,1060,2022,RF,SD,29.19
kommun,1080,2022,KF,M,20.5
kommun,1080,2022,KF,S,32.62
kommun,1080,2022,KF,L,3.68
kommun,1080,2022,KF,C,5.84
kommun,1080,2022,KF,V,5.67
kommun,1080,2022,KF,MP,2.78
kommun,1080,2022,KF,KD,7.34
kommun,1080,2022,KF,SD,21.26
kommun,1080,2022,RD,M,19.02
kommun,1080,2022,RD,S,31.87
kommun,1080,2022,RD,L,4.25
kommun,1080,2022,RD,C,5.39
kommun,1080,2022,RD,V,4.57
kommun,1080,2022,RD,MP,3.39
kommun,1080,2022,RD,KD,5.9
kommun,1080,2022,RD,SD,24.36
kommun,1080,2022,RF,M,18.33
kommun,1080,2022,RF,S,35.6
kommun,1080,2022,RF,L,3.29
kommun,1080,2022,RF,C,5.58
kommun,1080,2022,RF,V,5.71
kommun,1080,2022,RF,MP,2.41
kommun,1080,2022,RF,KD,8.13
kommun,1080,2022,RF,SD,20.29
kommun,1081,2022,KF,M,17.21
kommun,1081,2022,KF,S,30.78
kommun,1081,2022,KF,L,4.81
kommun,1081,2022,KF,C,6.17
kommun,1081,2022,KF,V,5.04
kommun,1081,2022,KF,MP,2.19
kommun,1081,2022,KF,KD,3.65
kommun,1081,2022,KF,SD,26.32
kommun,1081,2022,KF,Ronnebypartiet,2.58
kommun,1081,2022,RD,M,16.31
kommun,1081,2022,RD,S,30.73
kommun,1081,2022,RD,L,3.26
kommun,1081,2022,RD,C,4.56
kommun,1081,2022,RD,V,4.66
kommun,1081,2022,RD,MP,2.46
kommun,1081,2022,RD,KD,5.39
kommun,1081,2022,RD,SD,31.07
kommun,1081,2022,RF,M,16.6
kommun,1081,2022,RF,S,33.8
kommun,1081,2022,RF,L,3.18
kommun,1081,2022,RF,C,5.77
kommun,1081,2022,RF,V,5.8
kommun,1081,2022,RF,MP,2.16
kommun,1081,2022,RF,KD,6.18
kommun,1081,2022,RF,SD,25.58
kommun,1082,2022,KF,M,25.24
kommun,1082,2022,KF,S,25.07
kommun,1082,2022,KF,L,3.09
kommun,1082,2022,KF,C,7.78
kommun,1082,2022,KF,V,5.46
kommun,1082,2022,KF,MP,4.39
kommun,1082,2022,KF,KD,3.9
kommun,1082,2022,KF,SD,21.58
kommun,1082,2022,KF,Medborgerlig Samling,3.27
kommun,1082,2022,RD,M,17.78
kommun,1082,2022,RD,S,31.74
kommun,1082,2022,RD,L,3.05
kommun,1082,2022,RD,C,4.72
kommun,1082,2022,RD,V,4.6
kommun,1082,2022,RD,MP,3.29
kommun,1082,2022,RD,KD,4.91
kommun,1082,2022,RD,SD,28.79
kommun,1082,2022,RF,M,21.41
kommun,1082,2022,RF,S,30.58
kommun,1082,2022,RF,L,2.89
kommun,1082,2022,RF,C,6.63
kommun,1082,2022,RF,V,5.83
kommun,1082,2022,RF,MP,2.99
kommun,1082,2022,RF,KD,5.97
kommun,1082,2022,RF,SD,22.45
kommun,1082,2022,RF,Medborgerlig Samling,1.01
kommun,1083,2022,KF,M,15.07
kommun,1083,2022,KF,S,28.62
kommun,1083,2022,KF,L,1.65
kommun,1083,2022,KF,C,2.95
kommun,1083,2022,KF,V,5.06
kommun,1083,2022,KF,KD,3.31
kommun,1083,2022,KF,SD,38.87
kommun,1083,2022,KF,SoL-partiet Sölvesborg och Lister,2.4
kommun,1083,2022,KF,Medborgerlig Samling,1.21
kommun,1083,2022,RD,M,19.2
kommun,1083,2022,RD,S,26.7
kommun,1083,2022,RD,L,2.99
kommun,1083,2022,RD,C,3.68
kommun,1083,2022,RD,V,3.21
kommun,1083,2022,RD,MP,1.79
kommun,1083,2022,RD,KD,5.92
kommun,1083,2022,RD,SD,35.44
kommun,1083,2022,RF,M,17.81
kommun,1083,2022,RF,S,30.0
kommun,1083,2022,RF,L,2.28
kommun,1083,2022,RF,C,3.46
kommun,1083,2022,RF,V,4.01
kommun,1083,2022,RF,KD,7.05
kommun,1083,2022,RF,SD,33.26
kommun,1214,2022,KF,M,12.12
kommun,1214,2022,KF,S,23.01
kommun,1214,2022,KF,L,4.36
kommun,1214,2022,KF,C,12.15
kommun,1214,2022,KF,V,5.66
kommun,1214,2022,KF,MP,1.35
kommun,1214,2022,KF,KD,4.87
kommun,1214,2022,KF,SD,35.41
kommun,1214,2022,RD,M,14.48
kommun,1214,2022,RD,S,24.75
kommun,1214,2022,RD,L,3.13
kommun,1214,2022,RD,C,5.79
kommun,1214,2022,RD,V,4.47
kommun,1214,2022,RD,MP,3.67
kommun,1214,2022,RD,KD,5.32
kommun,1214,2022,RD,SD,36.69
kommun,1214,2022,RF,M,15.33
kommun,1214,2022,RF,S,25.21
kommun,1214,2022,RF,L,3.51
kommun,1214,2022,RF,C,6.75
kommun,1214,2022,RF,V,5.87
kommun,1214,2022,RF,MP,2.54
kommun,1214,2022,RF,KD,6.61
kommun,1214,2022,RF,SD,32.2
kommun,1230,2022,KF,M,44.38
kommun,1230,2022,KF,S,25.54
kommun,1230,2022,KF,L,6.11
kommun,1230,2022,KF,C,4.35
kommun,1230,2022,KF,V,2.97
kommun,1230,2022,KF,MP,3.41
kommun,1230,2022,KF,KD,2.42
kommun,1230,2022,KF,SD,10.26
kommun,1230,2022,RD,M,26.87
kommun,1230,2022,RD,S,26.25
kommun,1230,2022,RD,L,5.39
kommun,1230,2022,RD,C,6.19
kommun,1230,2022,RD,V,3.17
kommun,1230,2022,RD,MP,3.51
kommun,1230,2022,RD,KD,4.52
kommun,1230,2022,RD,SD,23.22
kommun,1230,2022,RF,M,34.99
kommun,1230,2022,RF,S,29.1
kommun,1230,2022,RF,L,4.85
kommun,1230,2022,RF,C,4.45
kommun,1230,2022,RF,V,3.57
kommun,1230,2022,RF,MP,2.69
kommun,1230,2022,RF,KD,5.44
kommun,1230,2022,RF,SD,14.05
kommun,1231,2022,KF,M,20.41
kommun,1231,2022,KF,S,32.79
kommun,1231,2022,KF,L,4.5
kommun,1231,2022,KF,C,5.23
kommun,1231,2022,KF,V,7.66
kommun,1231,2022,KF,MP,3.68
kommun,1231,2022,KF,KD,1.75
kommun,1231,2022,KF,SD,21.57
kommun,1231,2022,KF,Partiet Nyans,1.02
kommun,1231,2022,RD,M,17.61
kommun,1231,2022,RD,S,32.64
kommun,1231,2022,RD,L,3.64
kommun,1231,2022,RD,C,4.9
kommun,1231,2022,RD,V,7.17
kommun,1231,2022,RD,MP,3.76
kommun,1231,2022,RD,KD,3.34
kommun,1231,2022,RD,SD,24.22
kommun,1231,2022,RD,Partiet Nyans,1.68
kommun,1231,2022,RF,M,19.23
kommun,1231,2022,RF,S,34.16
kommun,1231,2022,RF,L,3.48
kommun,1231,2022,RF,C,4.12
kommun,1231,2022,RF,V,7.94
kommun,1231,2022,RF,MP,3.14
kommun,1231,2022,RF,KD,3.81
kommun,1231,2022,RF,SD,20.62
kommun,1231,2022,RF,Partiet Nyans,1.92
kommun,1233,2022,KF,M,42.18
kommun,1233,2022,KF,S,8.51
kommun,1233,2022,KF,L,16.96
kommun,1233,2022,KF,C,5.83
kommun,1233,2022,KF,MP,3.89
kommun,1233,2022,KF,KD,5.44
kommun,1233,2022,KF,SD,15.63
kommun,1233,2022,RD,M,35.73
kommun,1233,2022,RD,S,14.83
kommun,1233,2022,RD,L,7.59
kommun,1233,2022,RD,C,6.12
kommun,1233,2022,RD,V,1.25
kommun,1233,2022,RD,MP,2.18
kommun,1233,2022,RD,KD,6.34
kommun,1233,2022,RD,SD,25.25
kommun,1233,2022,RF,M,41.66
kommun,1233,2022,RF,S,15.18
kommun,1233,2022,RF,L,8.68
kommun,1233,2022,RF,C,4.73
kommun,1233,2022,RF,V,1.45
kommun,1233,2022,RF,MP,2.08
kommun,1233,2022,RF,KD,8.26
kommun,1233,2022,RF,SD,16.96
kommun,1256,2022,KF,M,46.42
kommun,1256,2022,KF,S,19.32
kommun,1256,2022,KF,C,3.99
kommun,1256,2022,KF,V,2.78
kommun,1256,2022,KF,KD,3.6
kommun,1256,2022,KF,SD,20.2
kommun,1256,2022,KF,Mitt Göinge,2.0
kommun,1256,2022,RD,M,17.33
kommun,1256,2022,RD,S,25.43
kommun,1256,2022,RD,L,2.18
kommun,1256,2022,RD,C,4.36
kommun,1256,2022,RD,V,3.22
kommun,1256,2022,RD,MP,2.0
kommun,1256,2022,RD,KD,6.14
kommun,1256,2022,RD,SD,37.99
kommun,1256,2022,RF,M,27.73
kommun,1256,2022,RF,S,27.73
kommun,1256,2022,RF,L,1.49
kommun,1256,2022,RF,C,4.17
kommun,1256,2022,RF,V,3.55
kommun,1256,2022,RF,MP,1.43
kommun,1256,2022,RF,KD,6.6
kommun,1256,2022,RF,SD,26.32
kommun,1257,2022,KF,M,18.35
kommun,1257,2022,KF,S,20.15
kommun,1257,2022,KF,L,1.36
kommun,1257,2022,KF,C,8.09
kommun,1257,2022,KF,V,1.22
kommun,1257,2022,KF,MP,1.96
kommun,1257,2022,KF,KD,13.06
kommun,1257,2022,KF,SD,34.99
kommun,1257,2022,RD,M,14.21
kommun,1257,2022,RD,S,21.59
kommun,1257,2022,RD,L,2.46
kommun,1257,2022,RD,C,4.37
kommun,1257,2022,RD,V,2.53
kommun,1257,2022,RD,MP,2.23
kommun,1257,2022,RD,KD,11.24
kommun,1257,2022,RD,SD,39.26
kommun,1257,2022,RF,M,16.62
kommun,1257,2022,RF,S,22.72
kommun,1257,2022,RF,L,2.0
kommun,1257,2022,RF,C,4.58
kommun,1257,2022,RF,V,2.51
kommun,1257,2022,RF,MP,1.67
kommun,1257,2022,RF,KD,14.32
kommun,1257,2022,RF,SD,34.19
kommun,1260,2022,KF,M,14.7
kommun,1260,2022,KF,S,31.52
kommun,1260,2022,KF,L,1.61
kommun,1260,2022,KF,C,3.48
kommun,1260,2022,KF,V,3.56
kommun,1260,2022,KF,KD,3.82
kommun,1260,2022,KF,SD,38.92
kommun,1260,2022,RD,M,15.06
kommun,1260,2022,RD,S,27.1
kommun,1260,2022,RD,L,1.79
kommun,1260,2022,RD,C,2.94
kommun,1260,2022,RD,V,3.68
kommun,1260,2022,RD,MP,1.36
kommun,1260,2022,RD,KD,4.11
kommun,1260,2022,RD,SD,42.07
kommun,1260,2022,RF,M,15.11
kommun,1260,2022,RF,S,30.82
kommun,1260,2022,RF,L,1.66
kommun,1260,2022,RF,C,2.94
kommun,1260,2022,RF,V,3.96
kommun,1260,2022,RF,KD,5.14
kommun,1260,2022,RF,SD,37.16
kommun,1260,2022,RF,Partiet Nyans,1.24
kommun,1261,2022,KF,M,32.06
kommun,1261,2022,KF,S,22.85
kommun,1261,2022,KF,L,5.53
kommun,1261,2022,KF,C,6.36
kommun,1261,2022,KF,V,2.29
kommun,1261,2022,KF,MP,3.61
kommun,1261,2022,KF,KD,2.98
kommun,1261,2022,KF,SD,18.88
kommun,1261,2022,KF,Löddebygden,5.26
kommun,1261,2022,RD,M,24.52
kommun,1261,2022,RD,S,25.15
kommun,1261,2022,RD,L,5.22
kommun,1261,2022,RD,C,6.89
kommun,1261,2022,RD,V,2.54
kommun,1261,2022,RD,MP,3.39
kommun,1261,2022,RD,KD,4.64
kommun,1261,2022,RD,SD,26.82
kommun,1261,2022,RF,M,28.22
kommun,1261,2022,RF,S,28.41
kommun,1261,2022,RF,L,5.42
kommun,1261,2022,RF,C,5.56
kommun,1261,2022,RF,V,2.91
kommun,1261,2022,RF,MP,2.79
kommun,1261,2022,RF,KD,5.66
kommun,1261,2022,RF,SD,20.19
kommun,1262,2022,KF,M,41.35
kommun,1262,2022,KF,S,18.6
kommun,1262,2022,KF,L,6.31
kommun,1262,2022,KF,C,3.76
kommun,1262,2022,KF,V,1.79
kommun,1262,2022,KF,MP,3.47
kommun,1262,2022,KF,KD,2.72
kommun,1262,2022,KF,SD,10.08
kommun,1262,2022,KF,Fokus Bjärred,11.59
kommun,1262,2022,RD,M,29.42
kommun,1262,2022,RD,S,23.2
kommun,1262,2022,RD,L,8.91
kommun,1262,2022,RD,C,8.49
kommun,1262,2022,RD,V,2.2
kommun,1262,2022,RD,MP,4.55
kommun,1262,2022,RD,KD,4.84
kommun,1262,2022,RD,SD,17.62
kommun,1262,2022,RF,M,34.38
kommun,1262,2022,RF,S,26.19
kommun,1262,2022,RF,L,8.29
kommun,1262,2022,RF,C,5.27
kommun,1262,2022,RF,V,2.72
kommun,1262,2022,RF,MP,3.34
kommun,1262,2022,RF,KD,7.16
kommun,1262,2022,RF,SD,11.72
kommun,1263,2022,KF,M,24.75
kommun,1263,2022,KF,S,22.99
kommun,1263,2022,KF,L,2.16
kommun,1263,2022,KF,C,4.45
kommun,1263,2022,KF,V,2.34
kommun,1263,2022,KF,MP,2.74
kommun,1263,2022,KF,KD,3.67
kommun,1263,2022,KF,SD,27.17
kommun,1263,2022,KF,BARAPARTIET,3.37
kommun,1263,2022,KF,Älska Svedala,5.85
kommun,1263,2022,RD,M,22.0
kommun,1263,2022,RD,S,24.76
kommun,1263,2022,RD,L,3.46
kommun,1263,2022,RD,C,4.85
kommun,1263,2022,RD,V,3.05
kommun,1263,2022,RD,MP,2.81
kommun,1263,2022,RD,KD,5.41
kommun,1263,2022,RD,SD,32.7
kommun,1263,2022,RF,M,24.67
kommun,1263,2022,RF,S,27.19
kommun,1263,2022,RF,L,3.16
kommun,1263,2022,RF,C,4.23
kommun,1263,2022,RF,V,3.62
kommun,1263,2022,RF,MP,2.2
kommun,1263,2022,RF,KD,6.3
kommun,1263,2022,RF,SD,27.49
kommun,1264,2022,KF,M,28.56
kommun,1264,2022,KF,S,23.65
kommun,1264,2022,KF,L,3.15
kommun,1264,2022,KF,C,5.94
kommun,1264,2022,KF,V,5.79
kommun,1264,2022,KF,KD,3.4
kommun,1264,2022,KF,SD,24.26
kommun,1264,2022,KF,Kommunens Väl,3.31
kommun,1264,2022,RD,M,20.13
kommun,1264,2022,RD,S,24.04
kommun,1264,2022,RD,L,3.27
kommun,1264,2022,RD,C,5.14
kommun,1264,2022,RD,V,3.77
kommun,1264,2022,RD,MP,2.36
kommun,1264,2022,RD,KD,5.03
kommun,1264,2022,RD,SD,34.88
kommun,1264,2022,RF,M,25.4
kommun,1264,2022,RF,S,26.03
kommun,1264,2022,RF,L,3.12
kommun,1264,2022,RF,C,4.82
kommun,1264,2022,RF,V,4.78
kommun,1264,2022,RF,MP,1.64
kommun,1264,2022,RF,KD,5.69
kommun,1264,2022,RF,SD,26.64
kommun,1265,2022,KF,M,23.06
kommun,1265,2022,KF,S,16.62
kommun,1265,2022,KF,L,2.74
kommun,1265,2022,KF,C,6.17
kommun,1265,2022,KF,V,4.12
kommun,1265,2022,KF,MP,2.35
kommun,1265,2022,KF,KD,9.5
kommun,1265,2022,KF,SD,34.57
kommun,1265,2022,RD,M,17.65
kommun,1265,2022,RD,S,19.06
kommun,1265,2022,RD,L,2.92
kommun,1265,2022,RD,C,4.3
kommun,1265,2022,RD,V,2.69
kommun,1265,2022,RD,MP,2.74
kommun,1265,2022,RD,KD,6.9
kommun,1265,2022,RD,SD,42.56
kommun,1265,2022,RF,M,21.48
kommun,1265,2022,RF,S,19.93
kommun,1265,2022,RF,L,2.41
kommun,1265,2022,RF,C,4.78
kommun,1265,2022,RF,V,3.56
kommun,1265,2022,RF,MP,2.32
kommun,1265,2022,RF,KD,9.6
kommun,1265,2022,RF,SD,34.61
kommun,1266,2022,KF,M,12.17
kommun,1266,2022,KF,S,17.73
kommun,1266,2022,KF,L,6.51
kommun,1266,2022,KF,C,9.45
kommun,1266,2022,KF,V,3.75
kommun,1266,2022,KF,MP,1.83
kommun,1266,2022,KF,KD,5.03
kommun,1266,2022,KF,SD,39.32
kommun,1266,2022,KF,Sveriges Pensionärers Intresseparti,3.24
kommun,1266,2022,RD,M,16.27
kommun,1266,2022,RD,S,21.09
kommun,1266,2022,RD,L,3.7
kommun,1266,2022,RD,C,5.6
kommun,1266,2022,RD,V,3.72
kommun,1266,2022,RD,MP,2.8
kommun,1266,2022,RD,KD,6.86
kommun,1266,2022,RD,SD,38.96
kommun,1266,2022,RF,M,17.5
kommun,1266,2022,RF,S,22.35
kommun,1266,2022,RF,L,3.82
kommun,1266,2022,RF,C,6.12
kommun,1266,2022,RF,V,4.29
kommun,1266,2022,RF,MP,1.96
kommun,1266,2022,RF,KD,7.57
kommun,1266,2022,RF,SD,34.99
kommun,1267,2022,KF,M,26.64
kommun,1267,2022,KF,S,18.95
kommun,1267,2022,KF,L,4.14
kommun,1267,2022,KF,C,5.89
kommun,1267,2022,KF,V,6.89
kommun,1267,2022,KF,MP,5.53
kommun,1267,2022,KF,KD,4.52
kommun,1267,2022,KF,SD,21.87
kommun,1267,2022,KF,Medborgerlig Samling,5.06
kommun,1267,2022,RD,M,17.62
kommun,1267,2022,RD,S,23.12
kommun,1267,2022,RD,L,4.32
kommun,1267,2022,RD,C,5.31
kommun,1267,2022,RD,V,5.19
kommun,1267,2022,RD,MP,6.2
kommun,1267,2022,RD,KD,5.95
kommun,1267,2022,RD,SD,30.61
kommun,1267,2022,RF,M,22.23
kommun,1267,2022,RF,S,24.33
kommun,1267,2022,RF,L,3.72
kommun,1267,2022,RF,C,4.84
kommun,1267,2022,RF,V,6.71
kommun,1267,2022,RF,MP,4.78
kommun,1267,2022,RF,KD,6.8
kommun,1267,2022,RF,SD,23.62
kommun,1267,2022,RF,Medborgerlig Samling,1.82
kommun,1270,2022,KF,M,20.89
kommun,1270,2022,KF,S,22.48
kommun,1270,2022,KF,L,2.03
kommun,1270,2022,KF,C,13.44
kommun,1270,2022,KF,V,4.5
kommun,1270,2022,KF,MP,2.94
kommun,1270,2022,KF,KD,3.18
kommun,1270,2022,KF,SD,30.15
kommun,1270,2022,RD,M,16.96
kommun,1270,2022,RD,S,23.27
kommun,1270,2022,RD,L,2.61
kommun,1270,2022,RD,C,5.78
kommun,1270,2022,RD,V,3.95
kommun,1270,2022,RD,MP,3.54
kommun,1270,2022,RD,KD,5.46
kommun,1270,2022,RD,SD,37.2
kommun,1270,2022,RF,M,20.61
kommun,1270,2022,RF,S,24.66
kommun,1270,2022,RF,L,2.12
kommun,1270,2022,RF,C,7.88
kommun,1270,2022,RF,V,4.85
kommun,1270,2022,RF,MP,2.79
kommun,1270,2022,RF,KD,5.51
kommun,1270,2022,RF,SD,30.28
kommun,1272,2022,KF,M,20.71
kommun,1272,2022,KF,S,29.3
kommun,1272,2022,KF,L,3.73
kommun,1272,2022,KF,C,2.15
kommun,1272,2022,KF,V,4.13
kommun,1272,2022,KF,MP,1.44
