kommunkod,valar,parti,andel
0192,2018,SD,15.1
0192,2022,SD,17.8
0192,1973,ÖVRIGA,0.1
0192,1976,ÖVRIGA,0.2
0192,1979,ÖVRIGA,1.9
0192,1982,ÖVRIGA,0.1
0192,1985,ÖVRIGA,0.1
0192,1988,ÖVRIGA,0.1
0192,1991,ÖVRIGA,8.5
0192,1994,ÖVRIGA,3.4
0192,1998,ÖVRIGA,4.4
0192,2002,ÖVRIGA,5.2
0192,2006,ÖVRIGA,7.8
0192,2010,ÖVRIGA,6.1
0192,2014,ÖVRIGA,10.4
0192,2018,ÖVRIGA,13.2
0192,2022,ÖVRIGA,9.5
0305,1973,M,12.6
0305,1976,M,18.2
0305,1979,M,23.2
0305,1982,M,32.8
0305,1985,M,36.0
0305,1988,M,39.4
0305,1991,M,38.2
0305,1994,M,34.9
0305,1998,M,30.8
0305,2002,M,27.4
0305,2006,M,31.8
0305,2010,M,27.3
0305,2014,M,25.3
0305,2018,M,25.9
0305,2022,M,21.1
0305,1973,C,29.3
0305,1976,C,27.1
0305,1979,C,20.4
0305,1982,C,14.5
0305,1985,C,9.6
0305,1988,C,8.1
0305,1991,C,7.7
0305,1994,C,5.8
0305,1998,C,6.1
0305,2002,C,0.5
0305,2006,C,6.1
0305,2010,C,6.4
0305,2014,C,7.2
0305,2018,C,7.6
0305,2022,C,5.4
0305,1973,L,10.6
0305,1976,L,10.2
0305,1979,L,9.3
0305,1982,L,4.0
0305,1985,L,10.1
0305,1988,L,9.6
0305,1991,L,8.0
0305,1994,L,5.6
0305,1998,L,3.5
0305,2002,L,1.7
0305,2006,L,5.9
0305,2010,L,9.1
0305,2014,L,3.9
0305,2018,L,3.9
0305,2022,L,3.5
0305,1973,KD,0.6
0305,1976,KD,0.8
0305,1979,KD,0.7
0305,1982,KD,0.8
0305,1985,KD,0.1
0305,1988,KD,0.8
0305,1991,KD,2.5
0305,1994,KD,1.6
0305,1998,KD,4.9
0305,2002,KD,5.5
0305,2006,KD,3.9
0305,2010,KD,3.0
0305,2014,KD,3.0
0305,2018,KD,3.1
0305,2022,KD,4.4
0305,1982,MP,0.5
0305,1985,MP,1.5
0305,1988,MP,3.4
0305,1991,MP,1.1
0305,1994,MP,1.2
0305,1998,MP,2.5
0305,2002,MP,2.3
0305,2006,MP,2.7
0305,2010,MP,4.1
0305,2014,MP,5.9
0305,2018,MP,2.5
0305,2022,MP,2.2
0305,1973,S,41.5
0305,1976,S,38.9
0305,1979,S,41.2
0305,1982,S,42.6
0305,1985,S,38.3
0305,1988,S,35.4
0305,1991,S,31.9
0305,1994,S,36.0
0305,1998,S,32.0
0305,2002,S,37.0
0305,2006,S,30.5
0305,2010,S,36.6
0305,2014,S,35.7
0305,2018,S,26.0
0305,2022,S,25.4
0305,1973,V,5.4
0305,1976,V,4.7
0305,1979,V,5.2
0305,1982,V,4.6
0305,1985,V,4.3
0305,1988,V,3.2
0305,1991,V,2.5
0305,1994,V,3.4
0305,1998,V,5.1
0305,2002,V,3.7
0305,2006,V,2.5
0305,2010,V,2.4
0305,2014,V,2.8
0305,2018,V,4.0
0305,2022,V,3.6
0305,2002,SD,0.2
0305,2006,SD,1.0
0305,2010,SD,3.6
0305,2014,SD,11.3
0305,2018,SD,19.4
0305,2022,SD,19.4
0305,1973,ÖVRIGA,0.0
0305,1976,ÖVRIGA,0.1
0305,1979,ÖVRIGA,0.0
0305,1982,ÖVRIGA,0.1
0305,1985,ÖVRIGA,0.2
0305,1988,ÖVRIGA,0.2
0305,1991,ÖVRIGA,8.1
0305,1994,ÖVRIGA,11.5
0305,1998,ÖVRIGA,15.1
0305,2002,ÖVRIGA,21.5
0305,2006,ÖVRIGA,15.6
0305,2010,ÖVRIGA,7.5
0305,2014,ÖVRIGA,4.9
0305,2018,ÖVRIGA,7.6
0305,2022,ÖVRIGA,14.9
0319,1973,M,3.5
0319,1976,M,4.7
0319,1979,M,5.9
0319,1982,M,8.4
0319,1985,M,7.7
0319,1988,M,5.4
0319,1991,M,7.9
0319,1994,M,6.6
0319,1998,M,8.4
0319,2002,M,8.7
0319,2006,M,13.7
0319,2010,M,16.0
0319,2014,M,13.4
0319,2018,M,12.6
0319,2022,M,19.9
0319,1973,C,13.9
0319,1976,C,12.6
0319,1979,C,10.6
0319,1982,C,8.9
0319,1985,C,5.9
0319,1988,C,6.0
0319,1991,C,4.6
0319,1994,C,3.1
0319,1998,C,2.6
0319,2002,C,3.6
0319,2006,C,4.9
0319,2010,C,4.7
0319,2014,C,4.9
0319,2018,C,6.0
0319,2022,C,5.3
0319,1973,L,6.0
0319,1976,L,6.8
0319,1979,L,7.3
0319,1982,L,3.8
0319,1985,L,8.3
0319,1988,L,11.6
0319,1991,L,11.7
0319,1994,L,9.9
0319,1998,L,6.9
0319,2002,L,9.6
0319,2006,L,6.3
0319,2010,L,4.5
0319,2014,L,2.0
0319,2018,L,2.3
0319,2022,L,1.6
0319,1973,KD,0.0
0319,1979,KD,0.1
0319,1982,KD,0.2
0319,1985,KD,0.8
0319,1988,KD,0.8
0319,1991,KD,2.2
0319,1994,KD,1.0
0319,1998,KD,2.8
0319,2002,KD,2.8
0319,2006,KD,2.4
0319,2010,KD,1.5
0319,2014,KD,1.6
0319,2018,KD,3.0
0319,2022,KD,6.7
0319,1982,MP,0.3
0319,1985,MP,0.8
0319,1988,MP,1.3
0319,1991,MP,0.9
0319,1994,MP,2.4
0319,1998,MP,3.5
0319,2002,MP,3.1
0319,2006,MP,3.2
0319,2010,MP,3.7
0319,2014,MP,4.6
0319,2018,MP,2.6
0319,2022,MP,2.1
0319,1973,S,64.7
0319,1976,S,65.8
0319,1979,S,63.1
0319,1982,S,66.1
0319,1985,S,59.4
0319,1988,S,45.6
0319,1991,S,47.6
0319,1994,S,50.1
0319,1998,S,49.2
0319,2002,S,51.0
0319,2006,S,44.8
0319,2010,S,43.2
0319,2014,S,40.5
0319,2018,S,38.1
0319,2022,S,32.5
0319,1973,V,4.5
0319,1976,V,5.1
0319,1979,V,7.3
0319,1982,V,6.0
0319,1985,V,6.8
0319,1988,V,8.3
0319,1991,V,5.8
0319,1994,V,5.9
0319,1998,V,10.5
0319,2002,V,7.9
0319,2006,V,7.0
0319,2010,V,5.4
0319,2014,V,5.1
0319,2018,V,5.3
0319,2022,V,5.6
0319,2002,SD,3.3
0319,2006,SD,5.3
0319,2010,SD,7.2
0319,2014,SD,14.2
0319,2018,SD,18.6
0319,2022,SD,20.4
0319,1973,ÖVRIGA,7.5
0319,1976,ÖVRIGA,4.9
0319,1979,ÖVRIGA,5.7
0319,1982,ÖVRIGA,6.3
0319,1985,ÖVRIGA,10.2
0319,1988,ÖVRIGA,20.9
0319,1991,ÖVRIGA,19.2
0319,1994,ÖVRIGA,20.9
0319,1998,ÖVRIGA,16.2
0319,2002,ÖVRIGA,9.9
0319,2006,ÖVRIGA,12.3
0319,2010,ÖVRIGA,13.8
0319,2014,ÖVRIGA,13.8
0319,2018,ÖVRIGA,11.4
0319,2022,ÖVRIGA,5.8
0330,2002,M,23.2
0330,2006,M,27.9
0330,2010,M,30.5
0330,2014,M,25.4
0330,2018,M,16.8
0330,2022,M,14.0
0330,2002,C,8.1
0330,2006,C,9.3
0330,2010,C,8.5
0330,2014,C,9.3
0330,2018,C,9.3
0330,2022,C,5.7
0330,2002,L,14.1
0330,2006,L,10.9
0330,2010,L,9.8
0330,2014,L,3.6
0330,2018,L,5.8
0330,2022,L,3.5
0330,2002,KD,5.8
0330,2006,KD,6.5
0330,2010,KD,4.7
0330,2014,KD,8.6
0330,2018,KD,12.8
0330,2022,KD,11.3
0330,2002,MP,3.7
0330,2006,MP,4.1
0330,2010,MP,5.2
0330,2014,MP,7.5
0330,2018,MP,5.2
0330,2022,MP,4.5
0330,2002,S,26.3
0330,2006,S,23.5
0330,2010,S,19.5
0330,2014,S,19.6
0330,2018,S,16.8
0330,2022,S,15.3
0330,2002,V,6.1
0330,2006,V,3.4
0330,2010,V,3.4
0330,2014,V,4.6
0330,2018,V,5.1
0330,2022,V,5.2
0330,2002,SD,0.0
0330,2006,SD,2.0
0330,2010,SD,2.6
0330,2014,SD,7.7
0330,2018,SD,12.2
0330,2022,SD,12.6
0330,2002,ÖVRIGA,12.8
0330,2006,ÖVRIGA,12.5
0330,2010,ÖVRIGA,15.8
0330,2014,ÖVRIGA,13.5
0330,2018,ÖVRIGA,16.0
0330,2022,ÖVRIGA,27.9
0331,1973,M,4.5
0331,1976,M,5.8
0331,1979,M,7.4
0331,1982,M,10.6
0331,1985,M,9.4
0331,1988,M,7.3
0331,1991,M,10.1
0331,1994,M,10.6
0331,1998,M,10.8
0331,2002,M,5.8
0331,2006,M,12.3
0331,2010,M,14.0
0331,2014,M,9.1
0331,2018,M,10.3
0331,2022,M,13.1
0331,1973,C,40.7
0331,1976,C,39.4
0331,1979,C,36.8
0331,1982,C,32.6
0331,1985,C,32.5
0331,1988,C,30.6
0331,1991,C,29.0
0331,1994,C,26.2
0331,1998,C,21.5
0331,2002,C,21.2
0331,2006,C,19.2
0331,2010,C,20.8
0331,2014,C,21.1
0331,2018,C,24.0
0331,2022,C,15.5
0331,1973,L,6.6
0331,1976,L,6.7
0331,1979,L,6.0
0331,1982,L,4.2
0331,1985,L,8.0
0331,1988,L,6.9
0331,1991,L,5.1
0331,1994,L,3.7
0331,1998,L,3.5
0331,2002,L,4.6
0331,2006,L,5.3
0331,2010,L,4.2
0331,2014,L,2.7
0331,2018,L,3.6
0331,2022,L,2.5
0331,1973,KD,1.4
0331,1976,KD,1.7
0331,1979,KD,1.9
0331,1982,KD,2.3
0331,1985,KD,2.0
0331,1988,KD,3.8
0331,1991,KD,7.0
0331,1994,KD,3.8
0331,1998,KD,6.4
0331,2002,KD,5.1
0331,2006,KD,5.4
0331,2010,KD,4.1
0331,2014,KD,3.7
0331,2018,KD,5.9
0331,2022,KD,9.1
0331,1982,MP,1.1
0331,1985,MP,0.6
0331,1988,MP,3.2
0331,1991,MP,2.2
0331,1994,MP,5.4
0331,1998,MP,3.5
0331,2002,MP,2.4
0331,2006,MP,1.0
0331,2010,MP,3.9
0331,2014,MP,3.8
0331,2018,MP,3.0
0331,2022,MP,2.8
0331,1973,S,41.8
0331,1976,S,42.4
0331,1979,S,43.0
0331,1982,S,44.2
0331,1985,S,42.7
0331,1988,S,43.6
0331,1991,S,38.0
0331,1994,S,43.9
0331,1998,S,33.9
0331,2002,S,34.0
0331,2006,S,37.2
0331,2010,S,33.4
0331,2014,S,34.4
0331,2018,S,28.7
0331,2022,S,26.2
0331,1973,V,4.9
0331,1976,V,4.0
0331,1979,V,4.8
0331,1982,V,5.0
0331,1985,V,4.7
0331,1988,V,4.7
0331,1991,V,4.0
0331,1994,V,5.1
0331,1998,V,9.7
0331,2002,V,7.4
0331,2006,V,6.9
0331,2010,V,4.4
0331,2014,V,5.0
0331,2018,V,5.7
0331,2022,V,5.8
0331,2002,SD,0.0
0331,2006,SD,2.2
0331,2010,SD,5.1
0331,2014,SD,12.2
0331,2018,SD,18.3
0331,2022,SD,23.6
0331,1973,ÖVRIGA,0.1
0331,1979,ÖVRIGA,0.0
0331,1982,ÖVRIGA,0.0
0331,1985,ÖVRIGA,0.1
0331,1988,ÖVRIGA,0.1
0331,1991,ÖVRIGA,4.7
0331,1994,ÖVRIGA,1.5
0331,1998,ÖVRIGA,10.7
0331,2002,ÖVRIGA,19.5
0331,2006,ÖVRIGA,10.4
0331,2010,ÖVRIGA,10.1
0331,2014,ÖVRIGA,8.0
0331,2018,ÖVRIGA,0.5
0331,2022,ÖVRIGA,1.5
0360,1973,M,5.9
0360,1976,M,8.3
0360,1979,M,8.5
0360,1982,M,9.8
0360,1985,M,9.4
0360,1988,M,8.3
0360,1991,M,12.2
0360,1994,M,10.4
0360,1998,M,11.3
0360,2002,M,8.0
0360,2006,M,11.4
0360,2010,M,15.0
0360,2014,M,11.7
0360,2018,M,13.2
0360,2022,M,13.5
0360,1973,C,27.2
0360,1976,C,25.3
0360,1979,C,25.5
0360,1982,C,23.9
0360,1985,C,19.9
0360,1988,C,24.7
0360,1991,C,20.9
0360,1994,C,16.7
0360,1998,C,14.5
0360,2002,C,17.7
0360,2006,C,20.7
0360,2010,C,17.7
0360,2014,C,17.6
0360,2018,C,22.5
0360,2022,C,15.9
0360,1973,L,8.2
0360,1976,L,9.6
0360,1979,L,8.7
0360,1982,L,5.6
0360,1985,L,9.5
0360,1988,L,8.7
0360,1991,L,7.0
0360,1994,L,5.0
0360,1998,L,3.2
0360,2002,L,5.1
0360,2006,L,6.4
0360,2010,L,3.8
0360,2014,L,2.8
0360,2018,L,2.9
0360,2022,L,2.3
0360,1973,KD,3.3
0360,1976,KD,2.9
0360,1979,KD,2.4
0360,1982,KD,2.2
0360,1985,KD,2.1
0360,1988,KD,2.9
0360,1991,KD,5.2
0360,1994,KD,2.8
0360,1998,KD,6.1
0360,2002,KD,6.2
0360,2006,KD,4.7
0360,2010,KD,2.5
0360,2014,KD,2.3
0360,2018,KD,4.0
0360,2022,KD,4.8
0360,1982,MP,0.4
0360,1985,MP,0.7
0360,1988,MP,2.2
0360,1991,MP,1.8
0360,1994,MP,3.4
0360,1998,MP,4.1
0360,2002,MP,4.4
0360,2006,MP,4.8
0360,2010,MP,5.0
0360,2014,MP,5.1
0360,2018,MP,3.3
0360,2022,MP,2.8
0360,1973,S,51.9
0360,1976,S,51.5
0360,1979,S,52.3
0360,1982,S,55.2
0360,1985,S,55.2
0360,1988,S,49.3
0360,1991,S,48.8
0360,1994,S,56.4
0360,1998,S,49.3
0360,2002,S,49.8
0360,2006,S,43.9
0360,2010,S,44.7
0360,2014,S,42.2
0360,2018,S,29.4
0360,2022,S,31.8
0360,1973,V,2.3
0360,1976,V,2.3
0360,1979,V,2.6
0360,1982,V,2.9
0360,1985,V,2.9
0360,1988,V,2.8
0360,1991,V,2.8
0360,1994,V,4.4
0360,1998,V,7.7
0360,2002,V,6.2
0360,2006,V,4.7
0360,2010,V,4.9
0360,2014,V,5.7
0360,2018,V,7.0
0360,2022,V,5.1
0360,2002,SD,1.4
0360,2006,SD,3.4
0360,2010,SD,5.7
0360,2014,SD,11.8
0360,2018,SD,16.0
0360,2022,SD,18.6
0360,1973,ÖVRIGA,1.2
0360,1976,ÖVRIGA,0.0
0360,1979,ÖVRIGA,0.0
0360,1982,ÖVRIGA,0.1
0360,1985,ÖVRIGA,0.3
0360,1988,ÖVRIGA,1.1
0360,1991,ÖVRIGA,1.2
0360,1994,ÖVRIGA,1.0
0360,1998,ÖVRIGA,3.9
0360,2002,ÖVRIGA,1.2
0360,2006,ÖVRIGA,0.1
0360,2010,ÖVRIGA,0.7
0360,2014,ÖVRIGA,0.8
0360,2018,ÖVRIGA,1.8
0360,2022,ÖVRIGA,5.2
0380,1973,M,14.7
0380,1976,M,15.6
0380,1979,M,19.9
0380,1982,M,23.2
0380,1985,M,22.7
0380,1988,M,20.6
0380,1991,M,26.1
0380,1994,M,21.3
0380,1998,M,24.9
0380,2002,M,16.5
0380,2006,M,26.4
0380,2010,M,28.1
0380,2014,M,19.0
0380,2018,M,17.4
0380,2022,M,17.1
0380,1973,C,24.0
0380,1976,C,20.5
0380,1979,C,16.9
0380,1982,C,13.9
0380,1985,C,9.1
0380,1988,C,10.2
0380,1991,C,8.5
0380,1994,C,6.0
0380,1998,C,5.1
0380,2002,C,5.8
0380,2006,C,9.5
0380,2010,C,7.0
0380,2014,C,6.6
0380,2018,C,9.6
0380,2022,C,8.3
0380,1973,L,12.7
0380,1976,L,13.9
0380,1979,L,12.2
0380,1982,L,7.1
0380,1985,L,16.1
0380,1988,L,15.5
0380,1991,L,15.2
0380,1994,L,11.2
0380,1998,L,10.0
0380,2002,L,19.1
0380,2006,L,12.9
0380,2010,L,9.8
0380,2014,L,8.2
0380,2018,L,9.3
0380,2022,L,5.8
0380,1973,KD,1.7
0380,1976,KD,1.7
0380,1979,KD,1.6
0380,1982,KD,1.9
0380,1985,KD,1.5
0380,1988,KD,1.9
0380,1991,KD,5.2
0380,1994,KD,3.4
0380,1998,KD,8.2
0380,2002,KD,7.1
0380,2006,KD,6.8
0380,2010,KD,5.6
0380,2014,KD,5.6
0380,2018,KD,7.1
0380,2022,KD,6.8
0380,1982,MP,2.5
0380,1985,MP,3.3
0380,1988,MP,6.7
0380,1991,MP,5.8
0380,1994,MP,7.5
0380,1998,MP,7.6
0380,2002,MP,7.0
0380,2006,MP,8.6
0380,2010,MP,12.1
0380,2014,MP,13.1
0380,2018,MP,7.1
0380,2022,MP,6.4
0380,1973,S,39.2
0380,1976,S,40.1
0380,1979,S,39.3
0380,1982,S,43.1
0380,1985,S,38.8
0380,1988,S,36.6
0380,1991,S,31.0
0380,1994,S,38.4
0380,1998,S,28.7
0380,2002,S,31.3
0380,2006,S,25.0
0380,2010,S,24.5
0380,2014,S,26.8
0380,2018,S,25.3
0380,2022,S,27.1
0380,1973,V,6.3
0380,1976,V,7.1
0380,1979,V,9.3
0380,1982,V,7.8
0380,1985,V,7.1
0380,1988,V,7.3
0380,1991,V,6.0
0380,1994,V,7.1
0380,1998,V,10.9
0380,2002,V,9.9
0380,2006,V,7.2
0380,2010,V,6.7
0380,2014,V,8.7
0380,2018,V,10.7
0380,2022,V,13.4
0380,2002,SD,1.5
0380,2006,SD,2.3
0380,2010,SD,3.3
0380,2014,SD,6.6
0380,2018,SD,9.1
0380,2022,SD,9.3
0380,1973,ÖVRIGA,1.4
0380,1976,ÖVRIGA,1.1
0380,1979,ÖVRIGA,0.9
0380,1982,ÖVRIGA,0.6
0380,1985,ÖVRIGA,1.4
0380,1988,ÖVRIGA,1.3
0380,1991,ÖVRIGA,2.1
0380,1994,ÖVRIGA,5.0
0380,1998,ÖVRIGA,4.6
0380,2002,ÖVRIGA,1.8
0380,2006,ÖVRIGA,1.4
0380,2010,ÖVRIGA,2.7
0380,2014,ÖVRIGA,5.2
0380,2018,ÖVRIGA,4.4
0380,2022,ÖVRIGA,5.8
0381,1973,M,11.9
0381,1976,M,13.3
0381,1979,M,16.1
0381,1982,M,19.7
0381,1985,M,19.2
0381,1988,M,16.5
0381,1991,M,19.7
0381,1994,M,17.4
0381,1998,M,22.4
0381,2002,M,15.9
0381,2006,M,25.3
0381,2010,M,33.8
0381,2014,M,19.9
0381,2018,M,20.6
0381,2022,M,20.2
0381,1973,C,33.6
0381,1976,C,32.2
0381,1979,C,28.1
0381,1982,C,24.8
0381,1985,C,22.3
0381,1988,C,23.1
0381,1991,C,20.8
0381,1994,C,20.4
0381,1998,C,21.6
0381,2002,C,22.6
0381,2006,C,18.9
0381,2010,C,13.0
0381,2014,C,9.8
0381,2018,C,11.7
0381,2022,C,6.9
0381,1973,L,7.5
0381,1976,L,7.9
0381,1979,L,7.7
0381,1982,L,4.1
0381,1985,L,10.2
0381,1988,L,9.8
0381,1991,L,8.1
0381,1994,L,6.3
0381,1998,L,3.8
0381,2002,L,6.7
0381,2006,L,4.1
0381,2010,L,4.4
0381,2014,L,3.8
0381,2018,L,4.1
0381,2022,L,2.7
0381,1973,KD,1.9
0381,1976,KD,1.6
0381,1979,KD,1.6
0381,1982,KD,1.5
0381,1985,KD,0.1
0381,1988,KD,1.5
0381,1991,KD,4.3
0381,1994,KD,2.1
0381,1998,KD,6.2
0381,2002,KD,6.1
0381,2006,KD,4.1
0381,2010,KD,3.2
0381,2014,KD,2.5
0381,2018,KD,4.2
0381,2022,KD,6.2
0381,1982,MP,2.0
0381,1985,MP,2.4
0381,1988,MP,3.9
0381,1991,MP,2.6
0381,1994,MP,4.3
0381,1998,MP,4.1
0381,2002,MP,3.5
0381,2006,MP,4.8
0381,2010,MP,6.2
0381,2014,MP,5.5
0381,2018,MP,3.5
0381,2022,MP,3.2
0381,1973,S,42.3
0381,1976,S,42.0
0381,1979,S,42.9
0381,1982,S,44.9
0381,1985,S,43.0
0381,1988,S,41.8
0381,1991,S,36.5
0381,1994,S,43.3
0381,1998,S,34.1
0381,2002,S,36.3
0381,2006,S,32.6
0381,2010,S,30.6
0381,2014,S,30.9
0381,2018,S,25.3
0381,2022,S,25.8
0381,1973,V,2.8
0381,1976,V,3.0
0381,1979,V,2.9
0381,1982,V,3.0
0381,1985,V,2.8
0381,1988,V,2.7
0381,1991,V,2.8
0381,1994,V,3.8
0381,1998,V,6.3
0381,2002,V,5.2
0381,2006,V,3.9
0381,2010,V,3.6
0381,2014,V,4.1
0381,2018,V,4.1
0381,2022,V,5.1
0381,2002,SD,0.5
0381,2006,SD,2.3
0381,2010,SD,4.5
0381,2014,SD,8.9
0381,2018,SD,14.6
0381,2022,SD,17.7
0381,1973,ÖVRIGA,0.0
0381,1976,ÖVRIGA,0.1
0381,1979,ÖVRIGA,0.7
0381,1982,ÖVRIGA,0.0
0381,1985,ÖVRIGA,0.1
0381,1988,ÖVRIGA,0.7
0381,1991,ÖVRIGA,5.3
0381,1994,ÖVRIGA,2.4
0381,1998,ÖVRIGA,1.5
0381,2002,ÖVRIGA,3.2
0381,2006,ÖVRIGA,4.0
0381,2010,ÖVRIGA,0.7
0381,2014,ÖVRIGA,14.5
0381,2018,ÖVRIGA,11.7
0381,2022,ÖVRIGA,12.1
0382,1973,M,9.3
0382,1976,M,10.0
0382,1979,M,11.9
0382,1982,M,13.7
0382,1985,M,15.2
0382,1988,M,13.4
0382,1991,M,17.1
0382,1994,M,15.4
0382,1998,M,18.8
0382,2002,M,15.7
0382,2006,M,18.4
0382,2010,M,19.6
0382,2014,M,14.4
0382,2018,M,14.7
0382,2022,M,19.7
0382,1973,C,32.2
0382,1976,C,30.6
0382,1979,C,27.2
0382,1982,C,24.7
0382,1985,C,18.8
0382,1988,C,20.9
0382,1991,C,20.1
0382,1994,C,17.2
0382,1998,C,15.5
0382,2002,C,17.3
0382,2006,C,17.9
0382,2010,C,18.4
0382,2014,C,15.7
0382,2018,C,14.7
0382,2022,C,8.9
0382,1973,L,5.5
0382,1976,L,6.5
0382,1979,L,6.7
0382,1982,L,4.1
0382,1985,L,9.2
0382,1988,L,8.9
0382,1991,L,7.3
0382,1994,L,4.5
0382,1998,L,3.9
0382,2002,L,6.9
0382,2006,L,5.1
0382,2010,L,4.3
0382,2014,L,3.0
0382,2018,L,3.5
0382,2022,L,2.4
0382,1973,KD,2.2
0382,1976,KD,1.8
0382,1979,KD,1.5
0382,1982,KD,1.8
0382,1985,KD,1.5
0382,1988,KD,1.5
0382,1991,KD,3.0
0382,1994,KD,1.2
0382,1998,KD,4.5
0382,2002,KD,4.2
0382,2006,KD,4.0
0382,2010,KD,2.8
0382,2014,KD,2.4
0382,2018,KD,6.1
0382,2022,KD,8.9
0382,1982,MP,3.5
0382,1985,MP,3.5
0382,1988,MP,4.6
0382,1991,MP,2.9
0382,1994,MP,4.9
0382,1998,MP,4.7
0382,2002,MP,3.7
0382,2006,MP,3.6
0382,2010,MP,4.1
0382,2014,MP,4.3
0382,2018,MP,2.4
0382,2022,MP,1.9
0382,1973,S,45.8
0382,1976,S,46.1
0382,1979,S,48.6
0382,1982,S,48.5
0382,1985,S,48.6
0382,1988,S,46.5
0382,1991,S,41.8
0382,1994,S,51.0
0382,1998,S,44.1
0382,2002,S,42.6
0382,2006,S,37.5
0382,2010,S,38.0
0382,2014,S,39.1
0382,2018,S,31.2
0382,2022,S,29.5
0382,1973,V,5.0
0382,1976,V,5.1
0382,1979,V,3.9
0382,1982,V,3.5
0382,1985,V,3.2
0382,1988,V,3.4
0382,1991,V,2.7
0382,1994,V,3.4
0382,1998,V,7.1
0382,2002,V,4.7
0382,2006,V,3.4
0382,2010,V,3.8
0382,2014,V,3.8
0382,2018,V,4.0
0382,2022,V,4.0
0382,2002,SD,0.0
0382,2006,SD,1.5
0382,2010,SD,4.2
0382,2014,SD,9.8
0382,2018,SD,15.0
0382,2022,SD,17.8
0382,1973,ÖVRIGA,0.0
0382,1976,ÖVRIGA,0.0
0382,1979,ÖVRIGA,0.1
0382,1982,ÖVRIGA,0.2
0382,1985,ÖVRIGA,0.1
0382,1988,ÖVRIGA,0.8
0382,1991,ÖVRIGA,5.1
0382,1994,ÖVRIGA,2.2
0382,1998,ÖVRIGA,1.3
0382,2002,ÖVRIGA,4.9
0382,2006,ÖVRIGA,8.7
0382,2010,ÖVRIGA,4.9
0382,2014,ÖVRIGA,7.4
0382,2018,ÖVRIGA,8.5
0382,2022,ÖVRIGA,7.0
0428,1973,M,7.8
0428,1976,M,8.8
0428,1979,M,10.5
0428,1982,M,12.3
0428,1985,M,12.2
0428,1988,M,9.8
0428,1991,M,13.9
0428,1994,M,13.6
0428,1998,M,15.6
0428,2002,M,12.1
0428,2006,M,17.0
0428,2010,M,21.0
0428,2014,M,15.4
0428,2018,M,17.7
0428,2022,M,18.3
0428,1973,C,25.8
0428,1976,C,27.2
0428,1979,C,23.0
0428,1982,C,20.0
0428,1985,C,15.2
0428,1988,C,14.8
0428,1991,C,14.8
0428,1994,C,10.3
0428,1998,C,8.1
0428,2002,C,8.3
0428,2006,C,7.2
0428,2010,C,5.4
0428,2014,C,6.2
0428,2018,C,8.2
0428,2022,C,6.8
0428,1973,L,13.1
0428,1976,L,12.3
0428,1979,L,13.1
0428,1982,L,7.9
0428,1985,L,11.7
0428,1988,L,10.5
0428,1991,L,7.4
0428,1994,L,4.7
0428,1998,L,3.8
0428,2002,L,6.9
0428,2006,L,3.6
0428,2010,L,3.6
0428,2014,L,2.8
0428,2018,L,1.6
0428,2022,L,1.1
0428,1973,KD,3.4
0428,1976,KD,3.0
0428,1979,KD,2.9
0428,1982,KD,3.3
0428,1985,KD,2.9
0428,1988,KD,3.3
0428,1991,KD,6.3
0428,1994,KD,3.3
0428,1998,KD,7.5
0428,2002,KD,6.9
0428,2006,KD,5.5
0428,2010,KD,4.6
0428,2014,KD,4.0
0428,2018,KD,4.7
0428,2022,KD,4.5
0428,1982,MP,3.1
0428,1985,MP,6.2
0428,1988,MP,8.6
0428,1991,MP,5.5
0428,1994,MP,14.1
0428,1998,MP,16.3
0428,2002,MP,5.2
0428,2006,MP,3.6
0428,2010,MP,4.6
0428,2014,MP,6.1
0428,2018,MP,2.7
0428,2022,MP,2.5
0428,1973,S,46.4
0428,1976,S,46.0
0428,1979,S,47.1
0428,1982,S,50.4
0428,1985,S,48.9
0428,1988,S,49.9
0428,1991,S,46.5
0428,1994,S,49.9
0428,1998,S,41.7
0428,2002,S,45.2
0428,2006,S,50.1
0428,2010,S,41.3
0428,2014,S,39.1
0428,2018,S,36.0
0428,2022,S,33.3
0428,1973,V,3.5
0428,1976,V,2.7
0428,1979,V,3.4
0428,1982,V,2.9
0428,1985,V,2.8
0428,1988,V,3.0
0428,1991,V,2.8
0428,1994,V,3.7
0428,1998,V,6.8
0428,2002,V,2.9
0428,2006,V,2.6
0428,2010,V,3.7
0428,2014,V,3.4
0428,2018,V,5.6
0428,2022,V,4.5
0428,2002,SD,0.0
0428,2006,SD,1.6
0428,2010,SD,3.2
0428,2014,SD,17.3
0428,2018,SD,19.1
0428,2022,SD,22.9
0428,1973,ÖVRIGA,0.0
0428,1979,ÖVRIGA,0.1
0428,1982,ÖVRIGA,0.1
0428,1985,ÖVRIGA,0.1
0428,1988,ÖVRIGA,0.1
0428,1991,ÖVRIGA,2.9
0428,1994,ÖVRIGA,0.5
0428,1998,ÖVRIGA,0.2
0428,2002,ÖVRIGA,12.4
0428,2006,ÖVRIGA,8.9
0428,2010,ÖVRIGA,12.5
0428,2014,ÖVRIGA,5.7
0428,2018,ÖVRIGA,4.4
0428,2022,ÖVRIGA,6.1
0461,1991,M,19.0
0461,1994,M,15.9
0461,1998,M,21.1
0461,2002,M,17.2
0461,2006,M,25.8
0461,2010,M,24.8
0461,2014,M,27.1
0461,2018,M,23.1
