kommunkod,valar,parti,andel
1447,2014,S,43.3
1447,2018,S,33.2
1447,2022,S,32.0
1447,1973,V,0.0
1447,1976,V,0.4
1447,1979,V,2.1
1447,1982,V,2.3
1447,1985,V,2.4
1447,1988,V,0.7
1447,1991,V,3.4
1447,1994,V,4.8
1447,1998,V,9.1
1447,2002,V,4.6
1447,2006,V,1.3
1447,2010,V,0.9
1447,2014,V,1.3
1447,2018,V,4.3
1447,2022,V,4.5
1447,2002,SD,0.0
1447,2006,SD,0.9
1447,2010,SD,3.8
1447,2014,SD,7.0
1447,2018,SD,9.5
1447,2022,SD,14.1
1447,1973,ÖVRIGA,0.4
1447,1982,ÖVRIGA,0.4
1447,1991,ÖVRIGA,3.8
1447,1994,ÖVRIGA,0.5
1447,1998,ÖVRIGA,25.0
1447,2002,ÖVRIGA,44.2
1447,2006,ÖVRIGA,43.5
1447,2010,ÖVRIGA,6.2
1447,2014,ÖVRIGA,11.2
1447,2018,ÖVRIGA,10.5
1447,2022,ÖVRIGA,5.6
1452,1973,M,15.0
1452,1976,M,14.5
1452,1979,M,15.7
1452,1982,M,19.4
1452,1985,M,18.6
1452,1988,M,14.8
1452,1991,M,18.0
1452,1994,M,17.2
1452,1998,M,17.2
1452,2002,M,12.8
1452,2006,M,15.3
1452,2010,M,18.8
1452,2014,M,14.2
1452,2018,M,14.1
1452,2022,M,16.5
1452,1973,C,38.7
1452,1976,C,35.7
1452,1979,C,32.0
1452,1982,C,29.4
1452,1985,C,25.7
1452,1988,C,27.3
1452,1991,C,22.9
1452,1994,C,24.0
1452,1998,C,24.9
1452,2002,C,27.2
1452,2006,C,29.2
1452,2010,C,22.9
1452,2014,C,22.8
1452,2018,C,22.3
1452,2022,C,20.8
1452,1973,L,8.2
1452,1976,L,8.0
1452,1979,L,7.8
1452,1982,L,4.8
1452,1985,L,10.4
1452,1988,L,9.4
1452,1991,L,9.4
1452,1994,L,6.7
1452,1998,L,3.9
1452,2002,L,5.3
1452,2006,L,5.6
1452,2010,L,4.8
1452,2014,L,2.8
1452,2018,L,3.3
1452,2022,L,3.1
1452,1973,KD,0.8
1452,1976,KD,1.9
1452,1979,KD,3.8
1452,1982,KD,3.2
1452,1985,KD,3.9
1452,1988,KD,3.6
1452,1991,KD,8.2
1452,1994,KD,4.1
1452,1998,KD,8.3
1452,2002,KD,8.5
1452,2006,KD,5.6
1452,2010,KD,4.2
1452,2014,KD,4.2
1452,2018,KD,6.0
1452,2022,KD,5.9
1452,1982,MP,0.6
1452,1985,MP,0.7
1452,1988,MP,3.5
1452,1991,MP,2.2
1452,1994,MP,3.6
1452,1998,MP,4.7
1452,2002,MP,3.3
1452,2006,MP,1.2
1452,2010,MP,4.1
1452,2014,MP,5.7
1452,2018,MP,3.3
1452,2022,MP,2.9
1452,1973,S,37.0
1452,1976,S,38.7
1452,1979,S,40.0
1452,1982,S,42.0
1452,1985,S,40.1
1452,1988,S,41.0
1452,1991,S,35.5
1452,1994,S,42.9
1452,1998,S,39.6
1452,2002,S,38.7
1452,2006,S,35.8
1452,2010,S,35.8
1452,2014,S,36.1
1452,2018,S,33.4
1452,2022,S,30.2
1452,1973,V,0.2
1452,1976,V,1.3
1452,1982,V,0.6
1452,1985,V,0.5
1452,1988,V,0.5
1452,1991,V,0.4
1452,1994,V,0.8
1452,1998,V,1.2
1452,2002,V,3.6
1452,2006,V,3.6
1452,2010,V,3.2
1452,2014,V,2.8
1452,2018,V,4.0
1452,2022,V,3.9
1452,2002,SD,0.0
1452,2006,SD,3.0
1452,2010,SD,5.6
1452,2014,SD,10.8
1452,2018,SD,13.1
1452,2022,SD,16.4
1452,1973,ÖVRIGA,0.2
1452,1979,ÖVRIGA,0.6
1452,1982,ÖVRIGA,0.0
1452,1985,ÖVRIGA,0.0
1452,1988,ÖVRIGA,0.0
1452,1991,ÖVRIGA,3.3
1452,1994,ÖVRIGA,0.8
1452,1998,ÖVRIGA,0.2
1452,2002,ÖVRIGA,0.6
1452,2006,ÖVRIGA,0.5
1452,2010,ÖVRIGA,0.6
1452,2014,ÖVRIGA,0.5
1452,2018,ÖVRIGA,0.3
1452,2022,ÖVRIGA,0.3
1460,1973,M,8.7
1460,1976,M,9.5
1460,1979,M,11.2
1460,1982,M,12.8
1460,1985,M,12.2
1460,1988,M,9.6
1460,1991,M,11.3
1460,1994,M,12.8
1460,1998,M,16.9
1460,2002,M,8.6
1460,2006,M,11.0
1460,2010,M,13.7
1460,2014,M,15.3
1460,2018,M,19.2
1460,2022,M,32.0
1460,1973,C,32.2
1460,1976,C,32.1
1460,1979,C,30.0
1460,1982,C,27.3
1460,1985,C,24.6
1460,1988,C,25.4
1460,1991,C,23.9
1460,1994,C,19.2
1460,1998,C,14.0
1460,2002,C,18.3
1460,2006,C,24.6
1460,2010,C,22.1
1460,2014,C,17.8
1460,2018,C,17.1
1460,2022,C,9.7
1460,1973,L,9.6
1460,1976,L,10.1
1460,1979,L,9.0
1460,1982,L,6.9
1460,1985,L,10.7
1460,1988,L,9.1
1460,1991,L,6.9
1460,1994,L,6.2
1460,1998,L,6.0
1460,2002,L,10.4
1460,2006,L,7.6
1460,2010,L,7.7
1460,2014,L,5.1
1460,2018,L,3.7
1460,2022,L,2.7
1460,1973,KD,3.3
1460,1976,KD,3.0
1460,1979,KD,3.2
1460,1982,KD,3.7
1460,1985,KD,3.2
1460,1988,KD,3.6
1460,1991,KD,6.6
1460,1994,KD,4.7
1460,1998,KD,7.7
1460,2002,KD,7.5
1460,2006,KD,7.6
1460,2010,KD,5.1
1460,2014,KD,3.5
1460,2018,KD,3.8
1460,2022,KD,3.6
1460,1982,MP,1.8
1460,1985,MP,2.1
1460,1988,MP,5.3
1460,1991,MP,2.6
1460,1994,MP,1.8
1460,1998,MP,1.0
1460,2002,MP,0.7
1460,2006,MP,1.1
1460,2010,MP,2.3
1460,2014,MP,2.3
1460,2018,MP,1.1
1460,2022,MP,1.2
1460,1973,S,44.4
1460,1976,S,43.2
1460,1979,S,43.1
1460,1982,S,43.9
1460,1985,S,43.5
1460,1988,S,42.5
1460,1991,S,40.3
1460,1994,S,47.1
1460,1998,S,35.8
1460,2002,S,46.5
1460,2006,S,39.2
1460,2010,S,41.7
1460,2014,S,43.6
1460,2018,S,37.1
1460,2022,S,31.7
1460,1973,V,1.7
1460,1976,V,2.1
1460,1979,V,3.4
1460,1982,V,3.6
1460,1985,V,3.7
1460,1988,V,3.8
1460,1991,V,0.5
1460,1994,V,1.5
1460,1998,V,4.7
1460,2002,V,5.9
1460,2006,V,4.7
1460,2010,V,4.5
1460,2014,V,3.5
1460,2018,V,4.3
1460,2022,V,4.3
1460,2002,SD,0.0
1460,2006,SD,1.0
1460,2010,SD,2.5
1460,2014,SD,8.4
1460,2018,SD,13.7
1460,2022,SD,14.6
1460,1973,ÖVRIGA,0.0
1460,1976,ÖVRIGA,0.0
1460,1982,ÖVRIGA,0.1
1460,1985,ÖVRIGA,0.0
1460,1988,ÖVRIGA,0.6
1460,1991,ÖVRIGA,7.8
1460,1994,ÖVRIGA,6.6
1460,1998,ÖVRIGA,13.8
1460,2002,ÖVRIGA,2.0
1460,2006,ÖVRIGA,3.1
1460,2010,ÖVRIGA,0.5
1460,2014,ÖVRIGA,0.5
1460,2018,ÖVRIGA,0.2
1460,2022,ÖVRIGA,0.2
1461,1973,M,11.9
1461,1976,M,14.1
1461,1979,M,16.5
1461,1982,M,18.3
1461,1985,M,17.6
1461,1988,M,13.6
1461,1991,M,16.3
1461,1994,M,14.1
1461,1998,M,16.3
1461,2002,M,12.9
1461,2006,M,13.7
1461,2010,M,17.2
1461,2014,M,12.3
1461,2018,M,14.1
1461,2022,M,20.4
1461,1973,C,43.7
1461,1976,C,41.9
1461,1979,C,37.4
1461,1982,C,35.2
1461,1985,C,30.7
1461,1988,C,30.5
1461,1991,C,28.3
1461,1994,C,25.8
1461,1998,C,19.3
1461,2002,C,19.1
1461,2006,C,24.6
1461,2010,C,19.8
1461,2014,C,23.5
1461,2018,C,19.1
1461,2022,C,16.1
1461,1973,L,7.1
1461,1976,L,7.6
1461,1979,L,7.3
1461,1982,L,5.2
1461,1985,L,9.4
1461,1988,L,8.8
1461,1991,L,6.5
1461,1994,L,4.8
1461,1998,L,6.2
1461,2002,L,10.9
1461,2006,L,5.4
1461,2010,L,5.8
1461,2014,L,3.6
1461,2018,L,2.6
1461,2022,L,0.9
1461,1973,KD,3.2
1461,1976,KD,3.5
1461,1979,KD,4.8
1461,1982,KD,4.3
1461,1985,KD,3.7
1461,1988,KD,4.4
1461,1991,KD,8.5
1461,1994,KD,4.3
1461,1998,KD,9.7
1461,2002,KD,12.5
1461,2006,KD,12.7
1461,2010,KD,8.2
1461,2014,KD,6.0
1461,2018,KD,5.5
1461,2022,KD,5.7
1461,1982,MP,2.6
1461,1985,MP,5.2
1461,1988,MP,8.6
1461,1991,MP,4.6
1461,1994,MP,11.0
1461,1998,MP,14.0
1461,2002,MP,3.8
1461,2006,MP,2.8
1461,2010,MP,4.3
1461,2014,MP,5.1
1461,2018,MP,2.7
1461,2022,MP,1.2
1461,1973,S,32.6
1461,1976,S,31.6
1461,1979,S,32.9
1461,1982,S,33.9
1461,1985,S,32.9
1461,1988,S,33.5
1461,1991,S,30.1
1461,1994,S,35.5
1461,1998,S,29.6
1461,2002,S,30.0
1461,2006,S,28.5
1461,2010,S,29.3
1461,2014,S,30.6
1461,2018,S,26.3
1461,2022,S,24.4
1461,1973,V,1.3
1461,1976,V,1.3
1461,1979,V,1.2
1461,1982,V,0.5
1461,1985,V,0.5
1461,1988,V,0.4
1461,1991,V,0.8
1461,1994,V,1.2
1461,1998,V,2.4
1461,2002,V,6.9
1461,2006,V,6.2
1461,2010,V,6.8
1461,2014,V,4.1
1461,2018,V,3.4
1461,2022,V,4.0
1461,2002,SD,0.0
1461,2006,SD,2.8
1461,2010,SD,5.4
1461,2014,SD,10.2
1461,2018,SD,18.9
1461,2022,SD,21.8
1461,1973,ÖVRIGA,0.0
1461,1979,ÖVRIGA,0.0
1461,1982,ÖVRIGA,0.1
1461,1988,ÖVRIGA,0.1
1461,1991,ÖVRIGA,5.0
1461,1994,ÖVRIGA,3.4
1461,1998,ÖVRIGA,2.5
1461,2002,ÖVRIGA,3.9
1461,2006,ÖVRIGA,3.3
1461,2010,ÖVRIGA,3.2
1461,2014,ÖVRIGA,4.6
1461,2018,ÖVRIGA,7.4
1461,2022,ÖVRIGA,5.5
1462,1973,M,6.9
1462,1976,M,8.3
1462,1979,M,9.9
1462,1982,M,13.6
1462,1985,M,12.9
1462,1988,M,9.1
1462,1991,M,14.2
1462,1994,M,8.3
1462,1998,M,11.2
1462,2002,M,11.3
1462,2006,M,14.9
1462,2010,M,15.8
1462,2014,M,14.7
1462,2018,M,14.0
1462,2022,M,12.5
1462,1973,C,30.2
1462,1976,C,28.6
1462,1979,C,23.9
1462,1982,C,20.9
1462,1985,C,18.5
1462,1988,C,21.2
1462,1991,C,24.0
1462,1994,C,24.1
1462,1998,C,23.0
1462,2002,C,22.5
1462,2006,C,23.0
1462,2010,C,15.7
1462,2014,C,16.1
1462,2018,C,18.4
1462,2022,C,16.3
1462,1973,L,9.4
1462,1976,L,10.0
1462,1979,L,11.8
1462,1982,L,7.0
1462,1985,L,14.0
1462,1988,L,10.7
1462,1991,L,8.3
1462,1994,L,3.3
1462,1998,L,3.8
1462,2002,L,10.7
1462,2006,L,5.9
1462,2010,L,5.6
1462,2014,L,3.8
1462,2018,L,3.0
1462,2022,L,1.6
1462,1973,KD,0.9
1462,1976,KD,1.2
1462,1979,KD,1.1
1462,1982,KD,1.5
1462,1985,KD,1.3
1462,1988,KD,2.5
1462,1991,KD,5.7
1462,1994,KD,2.6
1462,1998,KD,7.9
1462,2002,KD,6.3
1462,2006,KD,4.9
1462,2010,KD,2.8
1462,2014,KD,2.2
1462,2018,KD,2.7
1462,2022,KD,3.6
1462,1982,MP,1.3
1462,1985,MP,1.0
1462,1988,MP,5.5
1462,1991,MP,2.1
1462,1994,MP,3.2
1462,1998,MP,3.8
1462,2002,MP,4.3
1462,2006,MP,3.0
1462,2010,MP,3.9
1462,2014,MP,4.3
1462,2018,MP,2.0
1462,2022,MP,0.8
1462,1973,S,48.9
1462,1976,S,48.0
1462,1979,S,48.2
1462,1982,S,50.6
1462,1985,S,46.1
1462,1988,S,42.9
1462,1991,S,33.7
1462,1994,S,43.7
1462,1998,S,32.6
1462,2002,S,34.1
1462,2006,S,35.7
1462,2010,S,37.2
1462,2014,S,33.8
1462,2018,S,26.5
1462,2022,S,22.0
1462,1973,V,3.5
1462,1976,V,3.9
1462,1979,V,4.9
1462,1982,V,5.0
1462,1985,V,6.0
1462,1988,V,7.8
1462,1991,V,9.1
1462,1994,V,12.4
1462,1998,V,16.3
1462,2002,V,10.2
1462,2006,V,9.4
1462,2010,V,11.0
1462,2014,V,8.0
1462,2018,V,7.5
1462,2022,V,7.2
1462,2002,SD,0.0
1462,2006,SD,2.7
1462,2010,SD,7.7
1462,2014,SD,16.5
1462,2018,SD,25.5
1462,2022,SD,31.4
1462,1973,ÖVRIGA,0.2
1462,1976,ÖVRIGA,0.0
1462,1979,ÖVRIGA,0.1
1462,1982,ÖVRIGA,0.1
1462,1985,ÖVRIGA,0.0
1462,1988,ÖVRIGA,0.2
1462,1991,ÖVRIGA,3.0
1462,1994,ÖVRIGA,2.4
1462,1998,ÖVRIGA,1.4
1462,2002,ÖVRIGA,0.8
1462,2006,ÖVRIGA,0.4
1462,2010,ÖVRIGA,0.3
1462,2014,ÖVRIGA,0.5
1462,2018,ÖVRIGA,0.4
1462,2022,ÖVRIGA,4.5
1463,1973,M,17.0
1463,1976,M,15.6
1463,1979,M,17.1
1463,1982,M,18.5
1463,1985,M,17.7
1463,1988,M,13.3
1463,1991,M,16.1
1463,1994,M,13.2
1463,1998,M,13.9
1463,2002,M,10.7
1463,2006,M,16.1
1463,2010,M,18.7
1463,2014,M,16.0
1463,2018,M,17.1
1463,2022,M,20.1
1463,1973,C,29.8
1463,1976,C,29.8
1463,1979,C,26.3
1463,1982,C,23.8
1463,1985,C,22.1
1463,1988,C,21.8
1463,1991,C,20.5
1463,1994,C,19.3
1463,1998,C,15.4
1463,2002,C,15.5
1463,2006,C,14.8
1463,2010,C,10.8
1463,2014,C,11.4
1463,2018,C,16.0
1463,2022,C,11.5
1463,1973,L,4.5
1463,1976,L,5.4
1463,1979,L,6.0
1463,1982,L,3.7
1463,1985,L,8.4
1463,1988,L,7.5
1463,1991,L,6.0
1463,1994,L,4.0
1463,1998,L,3.1
1463,2002,L,7.3
1463,2006,L,4.7
1463,2010,L,6.1
1463,2014,L,4.8
1463,2018,L,5.3
1463,2022,L,2.8
1463,1973,KD,1.5
1463,1976,KD,1.8
1463,1979,KD,2.0
1463,1982,KD,2.3
1463,1985,KD,2.4
1463,1988,KD,3.7
1463,1991,KD,7.1
1463,1994,KD,3.5
1463,1998,KD,9.6
1463,2002,KD,8.1
1463,2006,KD,5.6
1463,2010,KD,5.4
1463,2014,KD,4.5
1463,2018,KD,6.6
1463,2022,KD,7.9
1463,1982,MP,1.9
1463,1985,MP,1.7
1463,1988,MP,4.6
1463,1991,MP,2.3
1463,1994,MP,3.4
1463,1998,MP,3.5
1463,2002,MP,3.0
1463,2006,MP,2.8
1463,2010,MP,4.3
1463,2014,MP,4.5
1463,2018,MP,2.5
1463,2022,MP,2.6
1463,1973,S,43.1
1463,1976,S,43.2
1463,1979,S,42.3
1463,1982,S,43.7
1463,1985,S,41.8
1463,1988,S,43.5
1463,1991,S,40.2
1463,1994,S,45.0
1463,1998,S,35.6
1463,2002,S,38.7
1463,2006,S,36.1
1463,2010,S,33.1
1463,2014,S,31.6
1463,2018,S,28.9
1463,2022,S,29.4
1463,1973,V,4.0
1463,1976,V,4.2
1463,1979,V,6.3
1463,1982,V,6.1
1463,1985,V,5.9
1463,1988,V,5.6
1463,1991,V,4.8
1463,1994,V,6.2
1463,1998,V,11.4
1463,2002,V,7.9
1463,2006,V,5.7
1463,2010,V,5.8
1463,2014,V,6.7
1463,2018,V,7.8
1463,2022,V,6.9
1463,2002,SD,0.0
1463,2006,SD,1.4
1463,2010,SD,2.6
1463,2014,SD,9.4
1463,2018,SD,15.4
1463,2022,SD,18.6
1463,1973,ÖVRIGA,0.1
1463,1976,ÖVRIGA,0.0
1463,1979,ÖVRIGA,0.0
1463,1982,ÖVRIGA,0.0
1463,1985,ÖVRIGA,0.0
1463,1988,ÖVRIGA,0.1
1463,1991,ÖVRIGA,3.0
1463,1994,ÖVRIGA,5.5
1463,1998,ÖVRIGA,7.5
1463,2002,ÖVRIGA,8.8
1463,2006,ÖVRIGA,12.7
1463,2010,ÖVRIGA,13.1
1463,2014,ÖVRIGA,11.0
1463,2018,ÖVRIGA,0.5
1463,2022,ÖVRIGA,0.4
1465,1973,M,19.0
1465,1976,M,18.9
1465,1979,M,18.9
1465,1982,M,23.3
1465,1985,M,21.2
1465,1988,M,16.2
1465,1991,M,15.1
1465,1994,M,13.9
1465,1998,M,15.7
1465,2002,M,12.0
1465,2006,M,17.4
1465,2010,M,20.5
1465,2014,M,15.2
1465,2018,M,14.6
1465,2022,M,18.7
1465,1973,C,39.6
1465,1976,C,38.6
1465,1979,C,33.7
1465,1982,C,30.1
1465,1985,C,27.4
1465,1988,C,27.0
1465,1991,C,24.3
1465,1994,C,21.4
1465,1998,C,18.8
1465,2002,C,20.6
1465,2006,C,27.4
1465,2010,C,25.8
1465,2014,C,14.8
1465,2018,C,20.6
1465,2022,C,9.7
1465,1973,L,8.2
1465,1976,L,7.7
1465,1979,L,9.9
1465,1982,L,5.9
1465,1985,L,12.1
1465,1988,L,11.2
1465,1991,L,9.0
1465,1994,L,6.8
1465,1998,L,5.4
1465,2002,L,8.5
1465,2006,L,6.7
1465,2010,L,5.7
1465,2014,L,4.4
1465,2018,L,3.2
1465,2022,L,3.2
1465,1973,KD,2.2
1465,1976,KD,2.8
1465,1979,KD,5.2
1465,1982,KD,4.8
1465,1985,KD,3.1
1465,1988,KD,3.3
1465,1991,KD,5.4
1465,1994,KD,2.9
1465,1998,KD,8.3
1465,2002,KD,9.0
1465,2006,KD,4.9
1465,2010,KD,3.1
1465,2014,KD,2.7
1465,2018,KD,3.0
1465,2022,KD,5.9
1465,1982,MP,0.5
1465,1985,MP,2.1
1465,1988,MP,7.4
1465,1991,MP,2.6
1465,1994,MP,2.6
1465,1998,MP,0.8
1465,2002,MP,3.1
1465,2006,MP,1.1
1465,2010,MP,4.0
1465,2014,MP,3.7
1465,2018,MP,2.2
1465,2022,MP,2.3
1465,1973,S,30.6
1465,1976,S,31.2
1465,1979,S,30.5
1465,1982,S,33.5
1465,1985,S,32.3
1465,1988,S,34.3
1465,1991,S,25.6
1465,1994,S,34.4
1465,1998,S,32.5
1465,2002,S,34.2
1465,2006,S,34.6
1465,2010,S,32.8
1465,2014,S,30.6
1465,2018,S,21.6
1465,2022,S,24.6
1465,1973,V,0.5
1465,1976,V,0.9
1465,1979,V,1.9
1465,1982,V,1.8
1465,1985,V,1.8
1465,1988,V,0.6
1465,1991,V,0.5
1465,1994,V,0.6
1465,1998,V,2.2
1465,2002,V,3.2
1465,2006,V,1.4
1465,2010,V,1.2
1465,2014,V,1.2
1465,2018,V,2.9
1465,2022,V,3.8
1465,2002,SD,0.0
1465,2006,SD,1.7
1465,2010,SD,6.7
1465,2014,SD,12.9
1465,2018,SD,17.1
1465,2022,SD,20.9
1465,1973,ÖVRIGA,0.0
1465,1982,ÖVRIGA,0.0
1465,1985,ÖVRIGA,0.1
1465,1988,ÖVRIGA,0.0
1465,1991,ÖVRIGA,17.6
1465,1994,ÖVRIGA,17.4
1465,1998,ÖVRIGA,16.2
1465,2002,ÖVRIGA,9.4
1465,2006,ÖVRIGA,4.8
1465,2010,ÖVRIGA,0.3
1465,2014,ÖVRIGA,14.5
1465,2018,ÖVRIGA,14.8
1465,2022,ÖVRIGA,10.9
1466,1973,M,18.2
1466,1976,M,18.5
1466,1979,M,19.0
1466,1982,M,21.6
1466,1985,M,18.9
1466,1988,M,15.5
1466,1991,M,18.9
1466,1994,M,18.4
1466,1998,M,16.1
1466,2002,M,13.8
1466,2006,M,12.9
1466,2010,M,13.0
1466,2014,M,14.1
1466,2018,M,13.8
1466,2022,M,18.1
1466,1973,C,38.8
1466,1976,C,38.0
1466,1979,C,35.7
1466,1982,C,31.0
1466,1985,C,28.0
1466,1988,C,28.8
1466,1991,C,27.4
1466,1994,C,24.8
1466,1998,C,22.1
1466,2002,C,24.3
1466,2006,C,13.9
1466,2010,C,16.9
1466,2014,C,15.5
1466,2018,C,18.2
1466,2022,C,19.0
1466,1973,L,14.1
1466,1976,L,14.6
1466,1979,L,13.3
1466,1982,L,10.2
1466,1985,L,14.6
1466,1988,L,12.7
1466,1991,L,9.9
1466,1994,L,8.6
1466,1998,L,9.5
1466,2002,L,11.4
1466,2006,L,7.4
1466,2010,L,9.8
1466,2014,L,10.5
1466,2018,L,10.1
1466,2022,L,3.9
1466,1973,KD,1.3
1466,1976,KD,1.3
1466,1979,KD,2.5
1466,1982,KD,2.9
1466,1985,KD,3.0
1466,1988,KD,3.5
1466,1991,KD,6.7
1466,1994,KD,4.1
1466,1998,KD,11.3
1466,2002,KD,9.9
1466,2006,KD,7.0
1466,2010,KD,7.6
1466,2014,KD,5.7
1466,2018,KD,7.5
1466,2022,KD,8.0
1466,1982,MP,0.3
1466,1985,MP,3.0
1466,1988,MP,6.2
1466,1991,MP,2.6
1466,1994,MP,4.7
1466,1998,MP,3.4
1466,2002,MP,2.6
1466,2006,MP,1.7
1466,2010,MP,3.4
1466,2014,MP,2.8
1466,2018,MP,2.0
1466,2022,MP,1.9
1466,1973,S,25.8
1466,1976,S,25.8
1466,1979,S,26.1
1466,1982,S,30.6
1466,1985,S,27.6
1466,1988,S,28.0
1466,1991,S,25.3
1466,1994,S,32.6
1466,1998,S,25.8
1466,2002,S,28.5
1466,2006,S,20.6
1466,2010,S,23.4
1466,2014,S,27.4
1466,2018,S,21.5
1466,2022,S,22.8
1466,1973,V,0.3
1466,1976,V,1.8
1466,1979,V,3.4
1466,1982,V,3.3
1466,1985,V,4.8
1466,1988,V,5.3
1466,1991,V,5.1
1466,1994,V,6.2
1466,1998,V,11.3
1466,2002,V,8.9
1466,2006,V,5.0
1466,2010,V,2.0
1466,2014,V,4.1
1466,2018,V,5.2
1466,2022,V,7.3
1466,2002,SD,0.0
1466,2006,SD,1.1
1466,2010,SD,3.7
1466,2014,SD,10.1
1466,2018,SD,11.8
1466,2022,SD,18.7
1466,1973,ÖVRIGA,1.5
1466,1982,ÖVRIGA,0.0
1466,1985,ÖVRIGA,0.1
1466,1988,ÖVRIGA,0.1
1466,1991,ÖVRIGA,4.0
1466,1994,ÖVRIGA,0.6
1466,1998,ÖVRIGA,0.6
1466,2002,ÖVRIGA,0.7
1466,2006,ÖVRIGA,30.4
1466,2010,ÖVRIGA,20.1
1466,2014,ÖVRIGA,9.7
1466,2018,ÖVRIGA,9.9
1466,2022,ÖVRIGA,0.3
1470,1973,M,25.4
1470,1976,M,23.9
1470,1979,M,21.5
1470,1982,M,23.7
1470,1985,M,22.1
1470,1988,M,20.4
1470,1991,M,27.9
1470,1994,M,26.1
1470,1998,M,31.2
1470,2002,M,29.6
1470,2006,M,35.0
1470,2010,M,30.6
1470,2014,M,29.9
1470,2018,M,27.5
1470,2022,M,31.7
1470,1973,C,40.2
1470,1976,C,39.3
1470,1979,C,31.8
1470,1982,C,27.2
1470,1985,C,26.2
1470,1988,C,26.4
1470,1991,C,21.1
1470,1994,C,22.2
1470,1998,C,19.2
1470,2002,C,19.5
1470,2006,C,17.9
1470,2010,C,13.8
1470,2014,C,11.8
1470,2018,C,10.4
1470,2022,C,7.8
1470,1973,L,10.2
1470,1976,L,8.9
1470,1979,L,7.5
1470,1982,L,4.8
1470,1985,L,8.5
1470,1988,L,8.5
1470,1991,L,7.3
1470,1994,L,5.8
1470,1998,L,5.6
1470,2002,L,8.4
1470,2006,L,6.7
1470,2010,L,7.7
1470,2014,L,3.5
1470,2018,L,3.9
1470,2022,L,1.3
1470,1973,KD,1.6
1470,1976,KD,1.5
1470,1979,KD,1.6
1470,1982,KD,2.0
1470,1985,KD,1.6
1470,1988,KD,2.2
1470,1991,KD,4.8
1470,1994,KD,2.7
1470,1998,KD,7.9
1470,2002,KD,6.8
1470,2006,KD,4.9
1470,2010,KD,4.9
1470,2014,KD,2.6
1470,2018,KD,1.7
1470,2022,KD,2.6
1470,1982,MP,0.7
1470,1985,MP,1.1
1470,1988,MP,2.7
1470,1991,MP,1.7
1470,1994,MP,3.8
1470,1998,MP,2.6
1470,2002,MP,1.8
1470,2006,MP,1.3
1470,2010,MP,2.3
1470,2014,MP,2.2
1470,2018,MP,1.0
1470,2022,MP,0.7
1470,1973,S,21.4
1470,1976,S,20.6
1470,1979,S,20.7
1470,1982,S,23.7
1470,1985,S,25.4
1470,1988,S,26.5
1470,1991,S,21.8
1470,1994,S,28.7
1470,1998,S,24.1
1470,2002,S,28.0
1470,2006,S,27.4
1470,2010,S,31.8
1470,2014,S,34.9
1470,2018,S,26.8
1470,2022,S,23.6
1470,1973,V,1.3
1470,1976,V,0.9
1470,1979,V,1.4
1470,1982,V,1.3
1470,1985,V,0.3
1470,1988,V,1.5
1470,1991,V,1.7
1470,1994,V,2.7
1470,1998,V,7.0
1470,2002,V,5.5
1470,2006,V,4.7
1470,2010,V,5.5
1470,2014,V,4.1
1470,2018,V,4.1
1470,2022,V,4.0
1470,2002,SD,0.0
1470,2006,SD,1.5
1470,2010,SD,3.4
1470,2014,SD,10.4
1470,2018,SD,14.6
1470,2022,SD,17.8
1470,1973,ÖVRIGA,0.0
1470,1976,ÖVRIGA,5.0
1470,1979,ÖVRIGA,15.5
1470,1982,ÖVRIGA,16.6
1470,1985,ÖVRIGA,14.9
1470,1988,ÖVRIGA,11.7
1470,1991,ÖVRIGA,13.8
1470,1994,ÖVRIGA,8.0
1470,1998,ÖVRIGA,2.4
1470,2002,ÖVRIGA,0.3
1470,2006,ÖVRIGA,0.7
1470,2010,ÖVRIGA,0.0
1470,2014,ÖVRIGA,0.4
1470,2018,ÖVRIGA,10.1
1470,2022,ÖVRIGA,10.5
1471,1973,M,14.8
1471,1976,M,14.4
1471,1979,M,16.6
1471,1982,M,19.5
1471,1985,M,17.0
1471,1988,M,14.4
1471,1991,M,16.4
1471,1994,M,14.4
1471,1998,M,16.1
1471,2002,M,11.6
1471,2006,M,16.5
1471,2010,M,16.3
1471,2014,M,12.5
1471,2018,M,13.5
1471,2022,M,13.2
1471,1973,C,28.9
1471,1976,C,28.1
1471,1979,C,23.9
1471,1982,C,20.8
1471,1985,C,19.1
1471,1988,C,22.4
1471,1991,C,23.7
1471,1994,C,17.7
1471,1998,C,14.1
1471,2002,C,14.4
1471,2006,C,13.3
1471,2010,C,11.3
1471,2014,C,12.3
1471,2018,C,15.3
1471,2022,C,10.3
1471,1973,L,12.1
1471,1976,L,13.8
1471,1979,L,13.4
1471,1982,L,10.5
1471,1985,L,16.1
1471,1988,L,11.8
1471,1991,L,9.0
1471,1994,L,6.9
1471,1998,L,5.8
1471,2002,L,10.0
1471,2006,L,7.2
1471,2010,L,6.3
1471,2014,L,5.0
1471,2018,L,4.7
1471,2022,L,2.8
1471,1973,KD,5.7
1471,1976,KD,4.8
1471,1979,KD,4.9
1471,1982,KD,5.6
1471,1985,KD,4.9
1471,1988,KD,6.0
1471,1991,KD,8.5
1471,1994,KD,5.7
1471,1998,KD,11.1
1471,2002,KD,13.1
1471,2006,KD,13.3
1471,2010,KD,7.5
1471,2014,KD,5.2
1471,2018,KD,6.8
