niva,kod,year,val,party,share,roster
kommun,0114,2014,KF,V,6.62,25119
kommun,0114,2014,KF,S,31.36,25119
kommun,0114,2014,KF,MP,9.92,25119
kommun,0114,2014,KF,C,3.2,25119
kommun,0114,2014,KF,L,6.95,25119
kommun,0114,2014,KF,KD,4.45,25119
kommun,0114,2014,KF,M,26.17,25119
kommun,0114,2014,KF,SD,6.31,25119
kommun,0114,2014,RD,V,5.83,24527
kommun,0114,2014,RD,S,30.28,24527
kommun,0114,2014,RD,MP,6.85,24527
kommun,0114,2014,RD,C,3.75,24527
kommun,0114,2014,RD,L,6.12,24527
kommun,0114,2014,RD,KD,4.46,24527
kommun,0114,2014,RD,M,28.43,24527
kommun,0114,2014,RD,SD,10.92,24527
kommun,0114,2014,RF,V,6.88,25023
kommun,0114,2014,RF,S,34.54,25023
kommun,0114,2014,RF,MP,7.36,25023
kommun,0114,2014,RF,C,3.24,25023
kommun,0114,2014,RF,L,6.68,25023
kommun,0114,2014,RF,KD,5.69,25023
kommun,0114,2014,RF,M,26.06,25023
kommun,0114,2014,RF,SD,7.11,25023
kommun,0114,2018,KF,V,7.6,26678
kommun,0114,2018,KF,S,25.68,26678
kommun,0114,2018,KF,MP,4.72,26678
kommun,0114,2018,KF,C,4.73,26678
kommun,0114,2018,KF,L,5.19,26678
kommun,0114,2018,KF,KD,5.62,26678
kommun,0114,2018,KF,M,23.4,26678
kommun,0114,2018,KF,SD,12.94,26678
kommun,0114,2018,RD,V,8.01,25830
kommun,0114,2018,RD,S,26.97,25830
kommun,0114,2018,RD,MP,3.92,25830
kommun,0114,2018,RD,C,6.26,25830
kommun,0114,2018,RD,L,5.66,25830
kommun,0114,2018,RD,KD,6.71,25830
kommun,0114,2018,RD,M,23.11,25830
kommun,0114,2018,RD,SD,18.04,25830
kommun,0114,2018,RF,V,8.61,26564
kommun,0114,2018,RF,S,30.81,26564
kommun,0114,2018,RF,MP,3.86,26564
kommun,0114,2018,RF,C,5.53,26564
kommun,0114,2018,RF,L,5.75,26564
kommun,0114,2018,RF,KD,8.51,26564
kommun,0114,2018,RF,M,22.15,26564
kommun,0114,2018,RF,SD,13.51,26564
kommun,0114,2022,KF,V,7.78,26698
kommun,0114,2022,KF,S,26.64,26698
kommun,0114,2022,KF,MP,3.02,26698
kommun,0114,2022,KF,C,4.71,26698
kommun,0114,2022,KF,L,3.78,26698
kommun,0114,2022,KF,KD,4.37,26698
kommun,0114,2022,KF,M,20.92,26698
kommun,0114,2022,KF,SD,14.71,26698
kommun,0114,2022,RD,V,7.62,25908
kommun,0114,2022,RD,S,30.14,25908
kommun,0114,2022,RD,MP,3.62,25908
kommun,0114,2022,RD,C,5.89,25908
kommun,0114,2022,RD,L,4.34,25908
kommun,0114,2022,RD,KD,4.99,25908
kommun,0114,2022,RD,M,20.52,25908
kommun,0114,2022,RD,SD,20.94,25908
kommun,0114,2022,RF,V,9.29,26559
kommun,0114,2022,RF,S,34.48,26559
kommun,0114,2022,RF,MP,2.35,26559
kommun,0114,2022,RF,C,4.82,26559
kommun,0114,2022,RF,L,3.98,26559
kommun,0114,2022,RF,KD,7.45,26559
kommun,0114,2022,RF,M,19.91,26559
kommun,0114,2022,RF,SD,15.92,26559
kommun,0115,2014,KF,V,3.35,20104
kommun,0115,2014,KF,S,22.63,20104
kommun,0115,2014,KF,MP,9.78,20104
kommun,0115,2014,KF,C,12.45,20104
kommun,0115,2014,KF,L,10.19,20104
kommun,0115,2014,KF,KD,4.22,20104
kommun,0115,2014,KF,M,29.39,20104
kommun,0115,2014,KF,SD,6.37,20104
kommun,0115,2014,RD,V,3.24,20051
kommun,0115,2014,RD,S,19.58,20051
kommun,0115,2014,RD,MP,8.25,20051
kommun,0115,2014,RD,C,6.8,20051
kommun,0115,2014,RD,L,7.0,20051
kommun,0115,2014,RD,KD,4.91,20051
kommun,0115,2014,RD,M,36.34,20051
kommun,0115,2014,RD,SD,10.33,20051
kommun,0115,2014,RF,V,3.86,19994
kommun,0115,2014,RF,S,23.39,19994
kommun,0115,2014,RF,MP,8.42,19994
kommun,0115,2014,RF,C,7.32,19994
kommun,0115,2014,RF,L,9.0,19994
kommun,0115,2014,RF,KD,6.24,19994
kommun,0115,2014,RF,M,32.32,19994
kommun,0115,2014,RF,SD,6.62,19994
kommun,0115,2018,KF,V,3.79,21150
kommun,0115,2018,KF,S,19.21,21150
kommun,0115,2018,KF,MP,4.97,21150
kommun,0115,2018,KF,C,11.95,21150
kommun,0115,2018,KF,L,9.87,21150
kommun,0115,2018,KF,KD,5.62,21150
kommun,0115,2018,KF,M,30.53,21150
kommun,0115,2018,KF,SD,13.33,21150
kommun,0115,2018,RD,V,4.47,20952
kommun,0115,2018,RD,S,18.91,20952
kommun,0115,2018,RD,MP,4.85,20952
kommun,0115,2018,RD,C,10.11,20952
kommun,0115,2018,RD,L,7.73,20952
kommun,0115,2018,RD,KD,7.58,20952
kommun,0115,2018,RD,M,28.29,20952
kommun,0115,2018,RD,SD,16.63,20952
kommun,0115,2018,RF,V,5.07,21054
kommun,0115,2018,RF,S,22.33,21054
kommun,0115,2018,RF,MP,4.46,21054
kommun,0115,2018,RF,C,9.84,21054
kommun,0115,2018,RF,L,8.73,21054
kommun,0115,2018,RF,KD,9.54,21054
kommun,0115,2018,RF,M,26.05,21054
kommun,0115,2018,RF,SD,12.88,21054
kommun,0115,2022,KF,V,4.07,21469
kommun,0115,2022,KF,S,21.69,21469
kommun,0115,2022,KF,MP,4.93,21469
kommun,0115,2022,KF,C,9.15,21469
kommun,0115,2022,KF,L,7.05,21469
kommun,0115,2022,KF,KD,4.54,21469
kommun,0115,2022,KF,M,32.85,21469
kommun,0115,2022,KF,SD,14.85,21469
kommun,0115,2022,RD,V,3.68,21293
kommun,0115,2022,RD,S,24.08,21293
kommun,0115,2022,RD,MP,5.23,21293
kommun,0115,2022,RD,C,7.94,21293
kommun,0115,2022,RD,L,6.01,21293
kommun,0115,2022,RD,KD,5.18,21293
kommun,0115,2022,RD,M,26.02,21293
kommun,0115,2022,RD,SD,20.66,21293
kommun,0115,2022,RF,V,5.1,21364
kommun,0115,2022,RF,S,29.6,21364
kommun,0115,2022,RF,MP,3.29,21364
kommun,0115,2022,RF,C,6.4,21364
kommun,0115,2022,RF,L,5.93,21364
kommun,0115,2022,RF,KD,8.2,21364
kommun,0115,2022,RF,M,25.1,21364
kommun,0115,2022,RF,SD,15.1,21364
kommun,0117,2014,KF,V,3.39,26022
kommun,0117,2014,KF,S,21.79,26022
kommun,0117,2014,KF,MP,8.72,26022
kommun,0117,2014,KF,C,4.7,26022
kommun,0117,2014,KF,L,9.42,26022
kommun,0117,2014,KF,KD,3.12,26022
kommun,0117,2014,KF,M,27.33,26022
kommun,0117,2014,KF,SD,4.6,26022
kommun,0117,2014,RD,V,3.54,25813
kommun,0117,2014,RD,S,20.39,25813
kommun,0117,2014,RD,MP,7.76,25813
kommun,0117,2014,RD,C,5.77,25813
kommun,0117,2014,RD,L,7.58,25813
kommun,0117,2014,RD,KD,5.07,25813
kommun,0117,2014,RD,M,37.39,25813
kommun,0117,2014,RD,SD,9.75,25813
kommun,0117,2014,RF,V,4.14,25806
kommun,0117,2014,RF,S,25.77,25806
kommun,0117,2014,RF,MP,8.0,25806
kommun,0117,2014,RF,C,5.29,25806
kommun,0117,2014,RF,L,9.16,25806
kommun,0117,2014,RF,KD,6.4,25806
kommun,0117,2014,RF,M,33.8,25806
kommun,0117,2014,RF,SD,5.82,25806
kommun,0117,2018,KF,V,4.94,28207
kommun,0117,2018,KF,S,17.45,28207
kommun,0117,2018,KF,MP,4.78,28207
kommun,0117,2018,KF,C,6.25,28207
kommun,0117,2018,KF,L,7.78,28207
kommun,0117,2018,KF,KD,4.21,28207
kommun,0117,2018,KF,M,33.82,28207
kommun,0117,2018,KF,SD,9.21,28207
kommun,0117,2018,RD,V,4.97,27711
kommun,0117,2018,RD,S,19.71,27711
kommun,0117,2018,RD,MP,4.44,27711
kommun,0117,2018,RD,C,9.35,27711
kommun,0117,2018,RD,L,7.48,27711
kommun,0117,2018,RD,KD,7.13,27711
kommun,0117,2018,RD,M,29.68,27711
kommun,0117,2018,RD,SD,16.09,27711
kommun,0117,2018,RF,V,5.28,27992
kommun,0117,2018,RF,S,23.74,27992
kommun,0117,2018,RF,MP,4.07,27992
kommun,0117,2018,RF,C,9.02,27992
kommun,0117,2018,RF,L,8.04,27992
kommun,0117,2018,RF,KD,9.29,27992
kommun,0117,2018,RF,M,28.67,27992
kommun,0117,2018,RF,SD,10.93,27992
kommun,0117,2022,KF,V,4.54,30195
kommun,0117,2022,KF,S,22.55,30195
kommun,0117,2022,KF,MP,3.48,30195
kommun,0117,2022,KF,C,4.56,30195
kommun,0117,2022,KF,L,5.39,30195
kommun,0117,2022,KF,KD,3.34,30195
kommun,0117,2022,KF,M,38.24,30195
kommun,0117,2022,KF,SD,8.98,30195
kommun,0117,2022,RD,V,3.71,29997
kommun,0117,2022,RD,S,24.9,29997
kommun,0117,2022,RD,MP,4.69,29997
kommun,0117,2022,RD,C,7.52,29997
kommun,0117,2022,RD,L,6.4,29997
kommun,0117,2022,RD,KD,4.74,29997
kommun,0117,2022,RD,M,27.46,29997
kommun,0117,2022,RD,SD,19.37,29997
kommun,0117,2022,RF,V,5.25,29962
kommun,0117,2022,RF,S,30.33,29962
kommun,0117,2022,RF,MP,2.66,29962
kommun,0117,2022,RF,C,5.62,29962
kommun,0117,2022,RF,L,6.12,29962
kommun,0117,2022,RF,KD,8.45,29962
kommun,0117,2022,RF,M,28.18,29962
kommun,0117,2022,RF,SD,11.93,29962
kommun,0120,2014,KF,V,3.41,25526
kommun,0120,2014,KF,S,28.12,25526
kommun,0120,2014,KF,MP,9.8,25526
kommun,0120,2014,KF,C,5.37,25526
kommun,0120,2014,KF,L,8.51,25526
kommun,0120,2014,KF,KD,4.09,25526
kommun,0120,2014,KF,M,31.13,25526
kommun,0120,2014,KF,SD,7.54,25526
kommun,0120,2014,RD,V,3.75,25255
kommun,0120,2014,RD,S,20.34,25255
kommun,0120,2014,RD,MP,8.3,25255
kommun,0120,2014,RD,C,5.37,25255
kommun,0120,2014,RD,L,6.24,25255
kommun,0120,2014,RD,KD,4.26,25255
kommun,0120,2014,RD,M,37.41,25255
kommun,0120,2014,RD,SD,10.4,25255
kommun,0120,2014,RF,V,4.64,25366
kommun,0120,2014,RF,S,26.24,25366
kommun,0120,2014,RF,MP,8.31,25366
kommun,0120,2014,RF,C,4.9,25366
kommun,0120,2014,RF,L,7.73,25366
kommun,0120,2014,RF,KD,5.54,25366
kommun,0120,2014,RF,M,32.89,25366
kommun,0120,2014,RF,SD,7.12,25366
kommun,0120,2018,KF,V,4.57,28443
kommun,0120,2018,KF,S,26.84,28443
kommun,0120,2018,KF,MP,6.58,28443
kommun,0120,2018,KF,C,8.85,28443
kommun,0120,2018,KF,L,6.79,28443
kommun,0120,2018,KF,KD,5.51,28443
kommun,0120,2018,KF,M,27.28,28443
kommun,0120,2018,KF,SD,12.87,28443
kommun,0120,2018,RD,V,6.02,28115
kommun,0120,2018,RD,S,20.48,28115
kommun,0120,2018,RD,MP,5.41,28115
kommun,0120,2018,RD,C,9.76,28115
kommun,0120,2018,RD,L,6.4,28115
kommun,0120,2018,RD,KD,5.89,28115
kommun,0120,2018,RD,M,27.49,28115
kommun,0120,2018,RD,SD,17.19,28115
kommun,0120,2018,RF,V,6.16,28243
kommun,0120,2018,RF,S,25.51,28243
kommun,0120,2018,RF,MP,4.64,28243
kommun,0120,2018,RF,C,9.75,28243
kommun,0120,2018,RF,L,6.53,28243
kommun,0120,2018,RF,KD,7.78,28243
kommun,0120,2018,RF,M,25.44,28243
kommun,0120,2018,RF,SD,12.73,28243
kommun,0120,2022,KF,V,4.91,29825
kommun,0120,2022,KF,S,32.97,29825
kommun,0120,2022,KF,MP,4.07,29825
kommun,0120,2022,KF,C,6.98,29825
kommun,0120,2022,KF,L,4.57,29825
kommun,0120,2022,KF,KD,5.05,29825
kommun,0120,2022,KF,M,23.33,29825
kommun,0120,2022,KF,SD,13.89,29825
kommun,0120,2022,RD,V,4.67,29584
kommun,0120,2022,RD,S,26.5,29584
kommun,0120,2022,RD,MP,6.36,29584
kommun,0120,2022,RD,C,8.0,29584
kommun,0120,2022,RD,L,5.39,29584
kommun,0120,2022,RD,KD,4.49,29584
kommun,0120,2022,RD,M,23.73,29584
kommun,0120,2022,RD,SD,19.78,29584
kommun,0120,2022,RF,V,6.39,29615
kommun,0120,2022,RF,S,33.79,29615
kommun,0120,2022,RF,MP,3.23,29615
kommun,0120,2022,RF,C,6.45,29615
kommun,0120,2022,RF,L,4.68,29615
kommun,0120,2022,RF,KD,7.13,29615
kommun,0120,2022,RF,M,22.32,29615
kommun,0120,2022,RF,SD,14.8,29615
kommun,0123,2014,KF,V,6.55,42876
kommun,0123,2014,KF,S,31.49,42876
kommun,0123,2014,KF,MP,8.65,42876
kommun,0123,2014,KF,C,4.4,42876
kommun,0123,2014,KF,L,6.88,42876
kommun,0123,2014,KF,KD,4.95,42876
kommun,0123,2014,KF,M,28.79,42876
kommun,0123,2014,KF,SD,7.42,42876
kommun,0123,2014,RD,V,5.9,42200
kommun,0123,2014,RD,S,28.55,42200
kommun,0123,2014,RD,MP,7.74,42200
kommun,0123,2014,RD,C,4.01,42200
kommun,0123,2014,RD,L,6.13,42200
kommun,0123,2014,RD,KD,5.0,42200
kommun,0123,2014,RD,M,28.98,42200
kommun,0123,2014,RD,SD,10.23,42200
kommun,0123,2014,RF,V,6.97,42807
kommun,0123,2014,RF,S,32.6,42807
kommun,0123,2014,RF,MP,7.86,42807
kommun,0123,2014,RF,C,3.38,42807
kommun,0123,2014,RF,L,6.65,42807
kommun,0123,2014,RF,KD,6.15,42807
kommun,0123,2014,RF,M,27.18,42807
kommun,0123,2014,RF,SD,6.87,42807
kommun,0123,2018,KF,V,8.79,46904
kommun,0123,2018,KF,S,28.43,46904
kommun,0123,2018,KF,MP,4.77,46904
kommun,0123,2018,KF,C,5.35,46904
kommun,0123,2018,KF,L,8.93,46904
kommun,0123,2018,KF,KD,5.74,46904
kommun,0123,2018,KF,M,24.48,46904
kommun,0123,2018,KF,SD,12.4,46904
kommun,0123,2018,RD,V,8.75,45654
kommun,0123,2018,RD,S,27.68,45654
kommun,0123,2018,RD,MP,4.54,45654
kommun,0123,2018,RD,C,6.31,45654
kommun,0123,2018,RD,L,6.04,45654
kommun,0123,2018,RD,KD,6.29,45654
kommun,0123,2018,RD,M,23.96,45654
kommun,0123,2018,RD,SD,15.0,45654
kommun,0123,2018,RF,V,9.57,46825
kommun,0123,2018,RF,S,30.79,46825
kommun,0123,2018,RF,MP,4.43,46825
kommun,0123,2018,RF,C,5.41,46825
kommun,0123,2018,RF,L,6.64,46825
kommun,0123,2018,RF,KD,8.08,46825
kommun,0123,2018,RF,M,22.04,46825
kommun,0123,2018,RF,SD,11.66,46825
kommun,0123,2022,KF,V,10.66,46614
kommun,0123,2022,KF,S,31.38,46614
kommun,0123,2022,KF,MP,3.57,46614
kommun,0123,2022,KF,C,5.69,46614
kommun,0123,2022,KF,L,7.25,46614
kommun,0123,2022,KF,KD,4.41,46614
kommun,0123,2022,KF,M,20.77,46614
kommun,0123,2022,KF,SD,11.75,46614
kommun,0123,2022,RD,V,9.13,45409
kommun,0123,2022,RD,S,30.71,45409
kommun,0123,2022,RD,MP,4.81,45409
kommun,0123,2022,RD,C,6.09,45409
kommun,0123,2022,RD,L,5.13,45409
kommun,0123,2022,RD,KD,4.25,45409
kommun,0123,2022,RD,M,21.04,45409
kommun,0123,2022,RD,SD,16.42,45409
kommun,0123,2022,RF,V,10.87,46442
kommun,0123,2022,RF,S,35.36,46442
kommun,0123,2022,RF,MP,2.85,46442
kommun,0123,2022,RF,C,4.51,46442
kommun,0123,2022,RF,L,5.49,46442
kommun,0123,2022,RF,KD,6.34,46442
kommun,0123,2022,RF,M,19.3,46442
kommun,0123,2022,RF,SD,12.34,46442
kommun,0125,2014,KF,V,2.43,17092
kommun,0125,2014,KF,S,15.17,17092
kommun,0125,2014,KF,MP,11.41,17092
kommun,0125,2014,KF,C,6.07,17092
kommun,0125,2014,KF,L,7.9,17092
kommun,0125,2014,KF,KD,6.0,17092
kommun,0125,2014,KF,M,37.89,17092
kommun,0125,2014,KF,SD,5.07,17092
kommun,0125,2014,RD,V,3.19,17013
kommun,0125,2014,RD,S,16.07,17013
kommun,0125,2014,RD,MP,8.25,17013
kommun,0125,2014,RD,C,7.1,17013
kommun,0125,2014,RD,L,7.35,17013
kommun,0125,2014,RD,KD,6.28,17013
kommun,0125,2014,RD,M,38.87,17013
kommun,0125,2014,RD,SD,9.35,17013
kommun,0125,2014,RF,V,4.29,16934
kommun,0125,2014,RF,S,19.86,16934
kommun,0125,2014,RF,MP,9.53,16934
kommun,0125,2014,RF,C,5.86,16934
kommun,0125,2014,RF,L,8.58,16934
kommun,0125,2014,RF,KD,7.67,16934
kommun,0125,2014,RF,M,37.09,16934
kommun,0125,2014,RF,SD,5.18,16934
kommun,0125,2018,KF,V,2.77,17916
kommun,0125,2018,KF,S,15.24,17916
kommun,0125,2018,KF,MP,6.7,17916
kommun,0125,2018,KF,C,7.98,17916
kommun,0125,2018,KF,L,11.67,17916
kommun,0125,2018,KF,KD,7.62,17916
kommun,0125,2018,KF,M,27.43,17916
kommun,0125,2018,KF,SD,10.76,17916
kommun,0125,2018,RD,V,4.76,17814
kommun,0125,2018,RD,S,17.17,17814
kommun,0125,2018,RD,MP,5.7,17814
kommun,0125,2018,RD,C,11.24,17814
kommun,0125,2018,RD,L,7.64,17814
kommun,0125,2018,RD,KD,7.85,17814
kommun,0125,2018,RD,M,28.12,17814
kommun,0125,2018,RD,SD,16.21,17814
kommun,0125,2018,RF,V,5.03,17772
kommun,0125,2018,RF,S,20.25,17772
kommun,0125,2018,RF,MP,5.3,17772
kommun,0125,2018,RF,C,10.22,17772
kommun,0125,2018,RF,L,9.26,17772
kommun,0125,2018,RF,KD,11.1,17772
kommun,0125,2018,RF,M,26.15,17772
kommun,0125,2018,RF,SD,11.49,17772
kommun,0125,2022,KF,V,3.2,18245
kommun,0125,2022,KF,S,21.67,18245
kommun,0125,2022,KF,MP,5.58,18245
kommun,0125,2022,KF,C,6.15,18245
kommun,0125,2022,KF,L,8.92,18245
kommun,0125,2022,KF,KD,7.04,18245
kommun,0125,2022,KF,M,26.14,18245
kommun,0125,2022,KF,SD,13.15,18245
kommun,0125,2022,RD,V,3.77,18186
kommun,0125,2022,RD,S,23.02,18186
kommun,0125,2022,RD,MP,6.11,18186
kommun,0125,2022,RD,C,9.14,18186
kommun,0125,2022,RD,L,6.32,18186
kommun,0125,2022,RD,KD,5.66,18186
kommun,0125,2022,RD,M,25.61,18186
kommun,0125,2022,RD,SD,19.26,18186
kommun,0125,2022,RF,V,5.44,18088
kommun,0125,2022,RF,S,28.41,18088
kommun,0125,2022,RF,MP,3.92,18088
kommun,0125,2022,RF,C,6.77,18088
kommun,0125,2022,RF,L,6.52,18088
kommun,0125,2022,RF,KD,9.97,18088
kommun,0125,2022,RF,M,24.08,18088
kommun,0125,2022,RF,SD,13.37,18088
kommun,0126,2014,KF,V,6.17,58747
kommun,0126,2014,KF,S,27.53,58747
kommun,0126,2014,KF,MP,9.26,58747
kommun,0126,2014,KF,C,4.43,58747
kommun,0126,2014,KF,L,6.13,58747
kommun,0126,2014,KF,KD,3.39,58747
kommun,0126,2014,KF,M,27.3,58747
kommun,0126,2014,KF,SD,7.97,58747
kommun,0126,2014,RD,V,5.36,57254
kommun,0126,2014,RD,S,26.9,57254
kommun,0126,2014,RD,MP,8.46,57254
kommun,0126,2014,RD,C,4.24,57254
kommun,0126,2014,RD,L,6.0,57254
kommun,0126,2014,RD,KD,4.12,57254
kommun,0126,2014,RD,M,30.49,57254
kommun,0126,2014,RD,SD,10.45,57254
kommun,0126,2014,RF,V,6.65,58515
kommun,0126,2014,RF,S,30.81,58515
kommun,0126,2014,RF,MP,8.79,58515
kommun,0126,2014,RF,C,3.71,58515
kommun,0126,2014,RF,L,6.56,58515
kommun,0126,2014,RF,KD,5.08,58515
kommun,0126,2014,RF,M,27.84,58515
kommun,0126,2014,RF,SD,7.72,58515
kommun,0126,2018,KF,V,8.72,63105
kommun,0126,2018,KF,S,25.52,63105
kommun,0126,2018,KF,MP,5.3,63105
kommun,0126,2018,KF,C,5.59,63105
kommun,0126,2018,KF,L,6.51,63105
kommun,0126,2018,KF,KD,3.98,63105
kommun,0126,2018,KF,M,24.01,63105
kommun,0126,2018,KF,SD,11.4,63105
kommun,0126,2018,RD,V,8.63,61440
kommun,0126,2018,RD,S,26.1,61440
kommun,0126,2018,RD,MP,5.32,61440
kommun,0126,2018,RD,C,7.52,61440
kommun,0126,2018,RD,L,6.14,61440
kommun,0126,2018,RD,KD,5.35,61440
kommun,0126,2018,RD,M,24.07,61440
kommun,0126,2018,RD,SD,15.17,61440
kommun,0126,2018,RF,V,9.51,62877
kommun,0126,2018,RF,S,29.59,62877
kommun,0126,2018,RF,MP,5.09,62877
kommun,0126,2018,RF,C,6.39,62877
kommun,0126,2018,RF,L,6.51,62877
kommun,0126,2018,RF,KD,6.71,62877
kommun,0126,2018,RF,M,22.75,62877
kommun,0126,2018,RF,SD,11.89,62877
kommun,0126,2022,KF,V,9.75,62273
kommun,0126,2022,KF,S,29.25,62273
kommun,0126,2022,KF,MP,3.81,62273
kommun,0126,2022,KF,C,5.81,62273
kommun,0126,2022,KF,L,4.96,62273
kommun,0126,2022,KF,KD,3.38,62273
kommun,0126,2022,KF,M,20.76,62273
kommun,0126,2022,KF,SD,12.61,62273
kommun,0126,2022,RD,V,8.41,60934
kommun,0126,2022,RD,S,30.0,60934
kommun,0126,2022,RD,MP,5.65,60934
kommun,0126,2022,RD,C,6.86,60934
kommun,0126,2022,RD,L,4.73,60934
kommun,0126,2022,RD,KD,3.79,60934
kommun,0126,2022,RD,M,21.37,60934
kommun,0126,2022,RD,SD,17.05,60934
kommun,0126,2022,RF,V,10.64,62046
kommun,0126,2022,RF,S,35.68,62046
kommun,0126,2022,RF,MP,3.28,62046
kommun,0126,2022,RF,C,5.23,62046
kommun,0126,2022,RF,L,4.34,62046
kommun,0126,2022,RF,KD,5.82,62046
kommun,0126,2022,RF,M,19.73,62046
kommun,0126,2022,RF,SD,12.98,62046
kommun,0127,2014,KF,V,7.09,45637
kommun,0127,2014,KF,S,35.67,45637
kommun,0127,2014,KF,MP,10.33,45637
kommun,0127,2014,KF,C,2.18,45637
kommun,0127,2014,KF,L,4.76,45637
kommun,0127,2014,KF,KD,5.2,45637
kommun,0127,2014,KF,M,16.03,45637
kommun,0127,2014,KF,SD,7.6,45637
kommun,0127,2014,RD,V,6.84,43727
kommun,0127,2014,RD,S,36.15,43727
kommun,0127,2014,RD,MP,8.11,43727
kommun,0127,2014,RD,C,2.71,43727
kommun,0127,2014,RD,L,4.75,43727
kommun,0127,2014,RD,KD,5.65,43727
kommun,0127,2014,RD,M,22.11,43727
kommun,0127,2014,RD,SD,10.28,43727
kommun,0127,2014,RF,V,7.8,45395
kommun,0127,2014,RF,S,39.94,45395
kommun,0127,2014,RF,MP,8.58,45395
kommun,0127,2014,RF,C,2.29,45395
kommun,0127,2014,RF,L,5.1,45395
kommun,0127,2014,RF,KD,6.43,45395
kommun,0127,2014,RF,M,19.84,45395
kommun,0127,2014,RF,SD,7.69,45395
kommun,0127,2018,KF,V,9.13,47610
kommun,0127,2018,KF,S,30.78,47610
kommun,0127,2018,KF,MP,5.14,47610
kommun,0127,2018,KF,C,3.22,47610
kommun,0127,2018,KF,L,3.89,47610
kommun,0127,2018,KF,KD,8.17,47610
kommun,0127,2018,KF,M,15.19,47610
kommun,0127,2018,KF,SD,11.39,47610
kommun,0127,2018,RD,V,9.85,45393
kommun,0127,2018,RD,S,32.34,45393
kommun,0127,2018,RD,MP,3.85,45393
kommun,0127,2018,RD,C,5.19,45393
kommun,0127,2018,RD,L,4.39,45393
kommun,0127,2018,RD,KD,8.13,45393
kommun,0127,2018,RD,M,18.52,45393
kommun,0127,2018,RD,SD,16.05,45393
kommun,0127,2018,RF,V,10.32,47318
kommun,0127,2018,RF,S,35.16,47318
kommun,0127,2018,RF,MP,4.02,47318
kommun,0127,2018,RF,C,4.4,47318
kommun,0127,2018,RF,L,4.69,47318
kommun,0127,2018,RF,KD,9.74,47318
kommun,0127,2018,RF,M,17.75,47318
kommun,0127,2018,RF,SD,12.52,47318
kommun,0127,2022,KF,V,10.79,45061
kommun,0127,2022,KF,S,31.5,45061
kommun,0127,2022,KF,MP,3.07,45061
kommun,0127,2022,KF,C,3.4,45061
kommun,0127,2022,KF,L,2.75,45061
kommun,0127,2022,KF,KD,7.47,45061
kommun,0127,2022,KF,M,13.56,45061
kommun,0127,2022,KF,SD,12.44,45061
kommun,0127,2022,RD,V,10.33,43262
kommun,0127,2022,RD,S,32.27,43262
kommun,0127,2022,RD,MP,3.92,43262
kommun,0127,2022,RD,C,4.69,43262
kommun,0127,2022,RD,L,3.14,43262
kommun,0127,2022,RD,KD,6.56,43262
kommun,0127,2022,RD,M,17.29,43262
kommun,0127,2022,RD,SD,18.45,43262
kommun,0127,2022,RF,V,11.93,44771
kommun,0127,2022,RF,S,36.73,44771
kommun,0127,2022,RF,MP,2.66,44771
kommun,0127,2022,RF,C,3.64,44771
kommun,0127,2022,RF,L,3.1,44771
kommun,0127,2022,RF,KD,8.74,44771
kommun,0127,2022,RF,M,15.75,44771
kommun,0127,2022,RF,SD,14.1,44771
kommun,0128,2014,KF,V,4.16,9931
kommun,0128,2014,KF,S,22.99,9931
kommun,0128,2014,KF,MP,6.97,9931
kommun,0128,2014,KF,C,4.64,9931
kommun,0128,2014,KF,L,6.11,9931
kommun,0128,2014,KF,KD,3.05,9931
kommun,0128,2014,KF,M,35.28,9931
kommun,0128,2014,KF,SD,5.74,9931
kommun,0128,2014,RD,V,4.24,9728
kommun,0128,2014,RD,S,24.93,9728
kommun,0128,2014,RD,MP,7.76,9728
kommun,0128,2014,RD,C,5.29,9728
kommun,0128,2014,RD,L,6.91,9728
kommun,0128,2014,RD,KD,5.64,9728
kommun,0128,2014,RD,M,30.67,9728
kommun,0128,2014,RD,SD,11.39,9728
kommun,0128,2014,RF,V,5.31,9868
kommun,0128,2014,RF,S,29.59,9868
kommun,0128,2014,RF,MP,7.7,9868
kommun,0128,2014,RF,C,4.8,9868
kommun,0128,2014,RF,L,8.39,9868
kommun,0128,2014,RF,KD,5.87,9868
kommun,0128,2014,RF,M,29.73,9868
kommun,0128,2014,RF,SD,6.45,9868
kommun,0128,2018,KF,V,4.62,10205
kommun,0128,2018,KF,S,21.0,10205
kommun,0128,2018,KF,MP,3.25,10205
kommun,0128,2018,KF,C,5.46,10205
kommun,0128,2018,KF,L,7.15,10205
kommun,0128,2018,KF,KD,4.48,10205
kommun,0128,2018,KF,M,33.29,10205
kommun,0128,2018,KF,SD,10.04,10205
kommun,0128,2018,RD,V,5.98,9985
kommun,0128,2018,RD,S,23.07,9985
kommun,0128,2018,RD,MP,4.48,9985
kommun,0128,2018,RD,C,7.61,9985
kommun,0128,2018,RD,L,7.58,9985
kommun,0128,2018,RD,KD,7.98,9985
kommun,0128,2018,RD,M,24.84,9985
kommun,0128,2018,RD,SD,16.88,9985
kommun,0128,2018,RF,V,6.54,10139
kommun,0128,2018,RF,S,26.78,10139
kommun,0128,2018,RF,MP,3.96,10139
kommun,0128,2018,RF,C,7.1,10139
kommun,0128,2018,RF,L,8.52,10139
kommun,0128,2018,RF,KD,9.7,10139
kommun,0128,2018,RF,M,24.91,10139
kommun,0128,2018,RF,SD,11.38,10139
